Latitude,Longitude,SampleDateUTC,Year,Month,Day,Time_24hr,Region,Route,BioRegion,ZoopAbundance_m3,CopeAbundance_m3,AvgTotalLengthCopepod_mm,HerbivoreCarnivoreCopepodRatio,Biomass_mgCarbon_m3,NoCopepodSpecies_Sample,ShannonCopepodDiversityCPR,CopepodEvenness,PhytoBiomassCarbon_pg_m3,AbundancePhyto_cells_m3,DiatomDinoflagellateRatio,AvgCellVol_um3,NoPhytoSpecies_Sample,ShannonPhytoDiversitycpr,PhytoEvenness,NoDiatomSpecies_Sample,ShannonDiatomDiversitycpr,DiatomEvenness,NoDinoSpecies_Sample,ShannonDinoDiversitycpr,DinoflagellateEvenness,sst_1d,chl_oc3_1d
-38.90961,147.44105,2016-07-31 06:31:42,2016,7,31,06:31:42,SEAC,SYME,South-east,26.0002,8.6668,1.50317767778005,,0.7333,9,1.67920433160271,0.764238826073242,,,,,,,,,,,,,,,
-35.44607,122.70232,2015-11-17 10:40:18,2015,11,17,10:40:18,GAB,ABFR,South-west,56.6668,1.3334,1,,3.5333,1,0,,5094397.63141335,9999.9,0.333333333333333,5198.51965025067,,,,,,,,,,,
-35.40898,120.25538,2015-11-17 17:26:25,2015,11,17,17:26:25,GAB,ABFR,South-west,39.3335,34.0001,1.4864983020034,,15.1333,8,1.67920433160271,0.807526587280831,,,,,,,,,,,,,,,
-35.37194,119.03313,2015-11-17 20:49:28,2015,11,17,20:49:28,GAB,ABFR,South-west,24.6667,13.3334,1.86211467864558,0.92307337279472,3.6,5,1.47507631105469,0.916516443199602,,,,,,,,,,,,,,,
-44.3051,146.1838,2015-12-09 21:55:00,2015,12,9,21:55:00,SO,HOAN,South-east,115.3337,48.6669,1.01910893235443,,6.1333,5,1.42706104338072,0.886682880001534,129171289.576165,96666.5,,39000.4154862336,4,0.730164797893717,0.526702566476479,2,0.410116318288409,0.591672778582327,,,,,
-38.14002,140.45464,2014-12-01 03:40:40,2014,12,1,03:40:40,Bass Strait,MEAD,South-east,37.3335,16.0001,1.09125186717583,,1.6667,6,1.45080502008392,0.809709698762734,,,,,,,,,,,,,,,
-35.53112,138.06184,2014-12-01 14:52:55,2014,12,1,14:52:55,Bass Strait,MEAD,,26.6669,2.0001,0.458333333333333,,,2,0.693147180559945,1,8456559.19217195,666.7,,143092.269886506,1,0,,,,,1,0,,,
-45.4095,144.4259,2015-12-10 07:44:00,2015,12,10,07:44:00,SO,HOAN,South-east,73.3334,41.3333,0.966129004942746,,3.5333,1,0,,11835982.3464205,23333.3,,10371.990821594,1,0,,1,0,,,,,,
-46.5241,142.6447,2015-12-10 16:43:00,2015,12,10,16:43:00,SO,HOAN,,88.6668,84.0001,1.05528130918892,,3.9333,8,1.59511837061854,0.76708978764075,46326084.9433026,53333.2,0.937500468751172,13897.8794956753,3,0.735618580192016,0.669588887526313,3,0.735618580192016,0.669588887526313,,,,,
-46.9868,141.9425,2015-12-10 20:36:00,2015,12,10,20:36:00,SO,HOAN,,26,8.6666,1.49999884614497,,4,1,0,,2962097.95105448,16666.6,,3261.79211487679,1,0,,1,0,,,,,,
-47.48,141.2827,2015-12-11 01:29:00,2015,12,11,01:29:00,SO,HOAN,,36.6667,2,1,,3.6667,,,,16270748.4369975,36666.6,,8774.76837319629,1,0,,1,0,,,,,,
-18.95382,146.8489,2013-11-08 12:27:59,2013,11,8,12:27:59,GBR,TOCA,,26.0002,13.3335,0.881252484343946,,2.8,5,1.242453324894,0.771979655316386,14575405.2618698,11333.4,0.882347750895583,14546.7081272071,2,0.693147180559945,1,,,,2,0.693147180559945,1,,
-38.6184,141.68777,2013-11-03 09:00:50,2013,11,3,09:00:50,Bass Strait,MEAD,South-east,621.9998,279.9997,1.25504944335298,0.93788871378507,11.1333,30,2.67372305612583,0.786112288143415,600713248.307203,78000,0.228258991022836,107176.070896581,9,1.49437655347911,0.680120079164053,,,,8,1.27963642219656,0.615375040147958,,
-36.39994,138.7357,2013-11-04 00:38:08,2013,11,4,00:38:08,Bass Strait,MEAD,South-east,46.6671,11.3336,1.50062689253673,,3.4,6,1.74786809746676,0.975503759006108,100513066.039699,8666.7,,137956.252037813,3,0.796331347068718,0.724852029494537,,,,3,0.796331347068718,0.724852029494537,,
-44.3325,146.131,2016-01-06 08:12:00,2016,1,6,08:12:00,SO,ANHO,South-east,23.3337,16.6669,0.891043205709929,0.888887037098763,14.4667,7,1.83102048111352,0.940958390089299,41346060.7154723,78000.1,0.982905150121602,10598.090761707,4,0.760016264392564,0.548235847817054,2,0.562336174564198,0.811279610356239,2,0.693147180559945,1,,
-35.38211,128.06166,2014-12-03 06:13:28,2014,12,3,06:13:28,GAB,ABFR,South-west,17.3335,14.6668,1.06636870346633,,0.6,2,0.693147180559945,1,123051503.100999,19999.9,,253041.068087285,,,,,,,,,,,
-35.39139,127.24638,2014-12-03 10:01:36,2014,12,3,10:01:36,GAB,ABFR,South-west,23.3333,4.6666,1.05142802040029,,1.4,,,,58732122.7588961,13333.2,0.333333333333333,137403.394169358,1,0,,,,,1,0,,,
-35.4533,133.17211,2014-12-03 03:32:41,2014,12,3,03:32:41,GAB,ADAB,South-west,6.6667,0.6667,0.31,,0.5333,,,,31753622.0995924,4000,,81445.72075,2,0.450574620598912,0.650041770688476,,,,2,0.450574620598912,0.650041770688476,,
-35.44838,132.76416,2014-12-03 04:44:16,2014,12,3,04:44:16,GAB,ADAB,South-west,3.3334,0.6667,0.755,,0.2667,1,0,,,,,,,,,,,,,,,,
-35.39518,126.43097,2014-12-03 13:49:43,2014,12,3,13:49:43,GAB,ABFR,South-west,34.0002,2.6667,0.859994750065624,,1.1333,1,0,,163855064.249393,30000.1,0.724135434015745,193302.615216838,4,1.0735654784244,0.774413795896234,,,,4,1.0735654784244,0.774413795896234,,
-35.37369,123.98505,2014-12-04 01:14:07,2014,12,4,01:14:07,GAB,ABFR,South-west,96.0001,6.0001,0.435004499925001,,2.2667,1,0,,97657924.663861,26666.9,0.399988000359989,106742.677907014,10,2.30258509299405,1,1,0,,9,2.19722457733622,1,,
-18.38054,146.49968,2013-11-10 11:55:55,2013,11,10,11:55:55,GBR,TOCA,,151.3337,71.3335,1.4662624914145,0.87499625001875,11.2667,20,1.96159140623852,0.654795297815912,63465407.9121753,14000,0.952378571428571,172600.450595238,1,0,,,,,1,0,,,
-38.93642,143.26767,2014-01-17 08:37:30,2014,1,17,08:37:30,Bass Strait,MEAD,South-east,159.3336,44.6669,1.17818232644397,0.983870226329732,7.2,19,1.66267032144154,0.564681534650866,560230126.599308,60666.6,0.174418706057387,107702.184535368,2,0.0965127960276197,0.139238532211375,,,,2,0.0965127960276197,0.139238532211375,,
-33.29255,151.72598,2014-03-25 00:31:35,2014,3,25,00:31:35,NEAC,SYBR,Temperate East,333.3334,226.6668,1.25956752334837,0.828124743652544,6.7333,23,2.75100310167211,0.877374637687507,98806055.3339375,40000,0.272727024793614,24870.7244839583,1,0,,,,,1,0,,,
-32.84185,152.3115,2014-03-25 04:25:30,2014,3,25,04:25:30,NEAC,SYBR,Temperate East,267.9995,159.9995,1.26122712096453,0.911112203707346,6.8667,29,2.75382429652654,0.817814779445025,224103963.265074,50666.6,0.686273529411765,127897.128750367,5,1.47080764452891,0.913864171563149,2,0.636515323533864,0.91829750071214,2,0.636511857779211,0.918292500685089,,
-31.03249,153.18189,2014-03-25 16:07:15,2014,3,25,16:07:15,NEAC,SYBR,Temperate East,392.0004,290.667,1.43420507286731,0.865853954119256,8.1333,24,2.45569640527829,0.772704471468762,35053863.5989436,27333.3,0.454542975195342,18313.3337865453,2,0.693147180559945,1,1,0,,1,0,,,
-45.461,143.4443,2016-01-12 04:04:00,2016,1,12,04:04:00,SO,HOAN,South-east,,,,,,,,,162543015.016008,39999.8,0.833334166670833,81076.44217044,6,1.67698527000841,0.935943299761609,5,1.49417280866475,0.928381764292464,1,0,,,
-45.8322,142.6519,2016-01-12 07:37:00,2016,1,12,07:37:00,SO,HOAN,South-east,,,,,,,,,472744216.064869,103333.2,0.833333833333833,93670.3208716506,5,1.1856221262328,0.736668446215285,2,0.679193125794403,0.97986855438946,3,0.950267902541195,0.864971120697404,,
-45.9657,142.3479,2016-01-12 08:55:00,2016,1,12,08:55:00,SO,HOAN,,,,,,,,,,57294919.753817,39999.9,0.916667291668229,33342.819155659,3,0.897944320211507,0.817344143583283,2,0.636514168294813,0.918295834054489,1,0,,,
-47.0035,140.1516,2016-01-12 17:48:00,2016,1,12,17:48:00,SO,HOAN,,,,,,,,,,20265721.1965733,6666.6,,35866.8445017783,1,0,,1,0,,,,,,
-47.1379,139.8431,2016-01-12 19:05:00,2016,1,12,19:05:00,SO,HOAN,,,,,,,,,,,23333.2,0.571430408173761,56634.2736705621,3,0.950267902541195,0.864971120697404,2,0.562333084706242,0.811275152633489,1,0,,,
-47.2893,139.77,2016-01-12 19:53:00,2016,1,12,19:53:00,SO,HOAN,,211.3333,182.6667,0.660949913147826,,6.6667,,,,65740860.5881463,46666.6,,17571.1545752357,2,0.562333084706242,0.811275152633489,1,0,,,,,,
-47.3729,139.7438,2016-01-12 20:18:00,2016,1,12,20:18:00,SO,HOAN,,,,,,,,,,149684982.838487,43333.1,0.75000125000625,58638.947152536,8,1.9722444144938,0.948449078737053,5,1.49417280866475,0.928381764292464,2,0.693147180559945,1,,
-47.4547,139.717,2016-01-12 20:43:00,2016,1,12,20:43:00,SO,HOAN,,,,,,,,,,131540937.469115,56666.5,0.82353065744311,58380.7540467276,4,0.98689729015539,0.711895913186969,2,0.598269308087464,0.863120163893856,2,0.693147180559945,1,,
-44.0464,145.9929,2015-10-29 07:18:00,2015,10,29,07:18:00,SO,HOAN,South-east,128.0001,98.0001,2.09639475878086,,25.4,4,0.110993138986562,0.0800646255943065,4028640.24883143,3333.3,,29321.7998846655,1,0,,1,0,,,,,,
-36.1315,150.59217,2014-03-25 13:41:46,2014,3,25,13:41:46,SEAC,SYME,Temperate East,253.3344,195.3343,1.34805295700399,0.905796605232151,7.7333,46,2.24892271530721,0.587394452081487,,,,,,,,,,,,,,,
-36.93008,150.1775,2015-03-02 01:13:18,2015,3,2,01:13:18,SEAC,SYME,South-east,85.3335,21.3335,1.23016038155952,0.781250146483231,3.3333,13,1.49769849797668,0.583909578417142,6584661290.90757,113333.1,0.857143928574107,1969369.09749451,6,1.74786597555255,0.97550257474324,2,0.636511857779211,0.918292500685089,4,1.38629436111989,1,,
-27.88344,153.74833,2015-04-01 22:01:28,2015,4,1,22:01:28,NEAC,BRSY,Temperate East,3.3334,,,,0.2667,1,0,,,,,,,,,,,,,,,,
-28.21767,153.74833,2015-04-01 23:33:10,2015,4,1,23:33:10,NEAC,BRSY,Temperate East,26.0001,2.6667,0.700014999812503,,1.1333,,,,89168176.7052644,167333.3,0.934782594517955,11598.7330678419,2,0.693147180559945,1,2,0.693147180559945,1,,,,,
-28.55189,153.74833,2015-04-02 01:04:52,2015,4,2,01:04:52,NEAC,BRSY,Temperate East,54.6666,8,1.483345125,,1,1,0,,239203111.745309,221333,0.996677568679943,28972.7031578361,7,1.35932089941911,0.698552756960039,5,1.234265783434,0.766892449779131,1,0,,,
-28.88252,153.70912,2015-04-02 02:36:34,2015,4,2,02:36:34,NEAC,BRSY,Temperate East,41.3333,4.6667,1.01572995907172,0.666666666666667,4,1,0,,101144466.285042,190666.7,0.995370142104068,14494.0527181143,8,1.86944684603683,0.899013897994281,7,1.81848205559864,0.934514914001276,1,0,,,
-38.89237,142.97157,2014-06-07 14:27:16,2014,6,7,14:27:16,Bass Strait,MEAD,South-east,33.3337,30.0003,1.12681834142417,0.966665333346667,1.4667,12,2.09827373952525,0.84440747088196,,,,,,,,,,,,,,,
-44.9112,143.4658,2015-10-29 18:06:00,2015,10,29,18:06:00,SO,HOAN,South-east,128.6668,96,1.36309146354167,0.952378571428571,10.4,6,1.4171055061337,0.790901641917504,12474841.0282935,13333.3,,21467.58533563,2,0.562333084706242,0.811275152633489,2,0.562333084706242,0.811275152633489,,,,,
-45.4919,141.7639,2015-10-30 01:09:00,2015,10,30,01:09:00,SO,HOAN,,106.6667,92,1.35316131501422,,12.9333,2,0.244930026794635,0.353359335021421,12085943.5890203,10000,,29321.5066666667,1,0,,1,0,,,,,,
-39.54177,149.51058,2016-08-27 05:26:10,2016,8,27,05:26:10,SEAC,HOSY,South-east,156.0006,57.3338,1.18217277174669,0.944444907403549,18.7333,16,2.21083528115418,0.797390274085874,22222018.2170457,313999.9,0.99785396949656,950.050579943567,2,0.450574620598912,0.650041770688476,,,,1,0,,,
-38.65154,149.97469,2016-08-27 11:46:09,2016,8,27,11:46:09,SEAC,HOSY,South-east,429.3342,245.3341,1.25365237865102,0.895833382161191,15.4,19,2.71578585484052,0.922344077787393,6427585683.64059,168666.6,0.928853726819655,1296198.9625485,5,1.3269373356075,0.824472522584393,,,,5,1.3269373356075,0.824472522584393,,
-37.08403,150.46235,2016-08-27 22:19:28,2016,8,27,22:19:28,SEAC,HOSY,South-east,786.6676,456.0008,1.23960630289906,0.882812142945033,22,40,2.53964897238113,0.688460819598984,25940514256.4498,185999.8,0.752895900478668,4719796.5372945,9,1.78866284436516,0.814055542075552,1,0,,7,1.44142045078578,0.740743580316669,,
-38.8027,147.86791,2014-03-26 03:23:54,2014,3,26,03:23:54,SEAC,SYME,South-east,799.9994,265.3328,1.2387613123637,0.920000960002194,10.1333,40,2.47193428589144,0.670104381734317,36332661.4811801,10666.6,0.333333333333333,32140.534517507,1,0,,,,,1,0,,,
-35.41218,134.07987,2014-03-31 11:39:26,2014,3,31,11:39:26,GAB,ADAB,South-west,56.0006,28.6672,1.24779565147625,0.913041776989396,5.4667,10,1.77213938843753,0.769630357561822,583370811.200861,28000,,275969.825726687,6,1.3797010485834,0.770025816678297,,,,6,1.3797010485834,0.770025816678297,,
-35.40679,133.67213,2014-03-31 12:48:12,2014,3,31,12:48:12,GAB,ADAB,South-west,53.3335,30.6668,1.02847828922483,,4.0667,6,1.66094743328692,0.926992412660448,130463748.568246,8000,0.4166625,222673.281208333,3,0.796331347068718,0.724852029494537,,,,3,0.796331347068718,0.724852029494537,,
-35.40003,133.26446,2014-03-31 13:56:58,2014,3,31,13:56:58,GAB,ADAB,South-west,47.3338,24.6671,1.014055503079,,3.9333,8,2.04319187054512,0.982567593073364,134890633.106426,8666.7,0.38461005919208,210538.080071487,4,1.0735654784244,0.774413795896234,,,,4,1.0735654784244,0.774413795896234,,
-35.37918,130.81842,2014-03-31 20:49:35,2014,3,31,20:49:35,GAB,ADAB,South-west,56.0001,29.3334,1.48238262526676,0.866670666646667,4,10,1.92972928840813,0.838070781522741,838103613.757049,43999.9,0.378787224516419,291351.401429953,2,0.126935483289107,0.183129192254039,,,,2,0.126935483289107,0.183129192254039,,
-24.03581,152.62576,2015-01-31 08:46:50,2015,1,31,08:46:50,GBR,BRGL,,52.6671,19.3337,1.24811122547676,0.84615517748663,1.0667,8,1.97920451743432,0.951796180735845,129201133.104017,14666.6,,85513.9330014,3,0.934777878429659,0.850871493129689,,,,2,0.450574620598912,0.650041770688476,,
-23.89653,151.91386,2015-01-31 12:18:02,2015,1,31,12:18:02,GBR,BRGL,,127.3337,92.0003,1.16273751390507,0.760416748046494,6.3333,27,2.5489187827558,0.77337528718342,81236376.3139219,17333.3,0.238092857142857,86057.5792581653,3,0.830527594242254,0.755978795075317,,,,3,0.830527594242254,0.755978795075317,,
-35.62527,151.12742,2016-08-28 08:52:47,2016,8,28,08:52:47,SEAC,HOSY,Temperate East,38.6669,14.0002,0.800255221809728,,1.0667,9,2.16395565688206,0.984858661787546,40547388.9345664,36000.1,0.918363598515924,13996.762677974,4,1.38629436111989,1,,,,4,1.38629436111989,1,,
-35.30626,151.24768,2016-08-28 10:59:27,2016,8,28,10:59:27,SEAC,HOSY,Temperate East,80.6673,48.6671,1.22732135877821,0.945452314069872,4.5333,16,1.89952558827551,0.685109036561693,84983521.6188806,88000,0.954198455800937,12132.3899633838,3,0.796331347068718,0.724852029494537,,,,2,0.450574620598912,0.650041770688476,,
-23.77936,151.51767,2016-08-16 19:41:18,2016,8,16,19:41:18,GBR,GLTO,,97.3338,25.3336,1.04236835664888,0.857137500066964,14.6667,9,1.51570795208571,0.689828417049323,,19333.3,0.931030915570544,318324.371735851,4,1.0735654784244,0.774413795896234,2,0.450574620598912,0.650041770688476,2,0.693147180559945,1,,
-23.4563,151.42553,2016-08-16 21:11:42,2016,8,16,21:11:42,GBR,GLTO,,149.334,49.3339,1.14586003659958,0.84745474005883,16.2,20,2.24458245033337,0.749260029058108,,36666.7,0.857141982508181,193852.617943743,4,1.0735654784244,0.774413795896234,1,0,,3,0.796331347068718,0.724852029494537,,
-20.87956,149.84222,2016-08-17 10:45:15,2016,8,17,10:45:15,GBR,GLTO,,68.0001,26.0001,1.3289753693255,0.69999800002,4.4,7,1.44278331215868,0.741443952517082,100748115.372373,2000.1,0.333333333333333,3250039.24564883,2,0.693147180559945,1,,,,2,0.693147180559945,1,,
-34.40904,151.61805,2015-07-21 04:11:08,2015,7,21,04:11:08,NEAC,BRSY,Temperate East,173.3325,69.3328,1.58460244471711,0.750003515663452,5.1333,11,1.87711095328443,0.782816069816854,31271075.5089048,29333.4,0.92307337279472,19532.5534335907,4,1.38629436111989,1,1,0,,3,1.09861228866811,1,,
-38.40883,144.41806,2016-03-10 22:53:56,2016,3,10,22:53:56,GAB,MEFR,South-east,48.0002,7.3335,0.837268425717597,,2.8667,3,0.450561208866305,0.410118486306518,46310061.4920987,10666.6,0.454542975195342,51893.3870671848,,,,,,,,,,,
-38.94264,142.50667,2016-03-11 02:51:44,2016,3,11,02:51:44,GAB,MEFR,South-east,24.6667,15.3333,0.984568325148533,,2.4667,3,1.03972077083992,0.946394630357186,13134727.7679331,23333.3,0.571427959182799,11295.827381182,,,,,,,,,,,
-38.81062,134.39567,2016-03-11 17:55:21,2016,3,11,17:55:21,GAB,MEFR,South-east,5.3334,4.6667,3.34,,1.3333,1,0,,20749012.1762418,3333.3,,60000.6000060001,,,,,,,,,,,
-19.19323,147.28216,2016-08-18 00:18:49,2016,8,18,00:18:49,GBR,GLTO,,348.0011,238.0009,1.4280629446566,0.659497701085157,,41,2.61756812475908,0.704865309664529,302701942.446375,11333.4,0.687504101549683,1990209.2901069,1,0,,1,0,,,,,,
-30.6328,153.42818,2016-10-28 01:50:10,2016,10,28,01:50:10,NEAC,BRPK,Temperate East,40.0003,6.6668,0.654011219775605,0.833329166770831,1.8667,3,1.09861228866811,1,365462317.921744,98666.7,0.839159203385172,82915.6680330795,7,1.61329944565189,0.829071910866542,2,0.693147180559945,1,5,1.1332580610599,0.704132823207806,,
-31.59879,153.12057,2016-10-28 05:08:03,2016,10,28,05:08:03,NEAC,BRPK,Temperate East,149.3328,138.6663,1.18470640722473,0.927537728424906,20.3333,14,1.50617066922601,0.570722982151203,76617195432.6412,99999.8,0.19999849999625,26183765.9947792,3,0.62770479509403,0.571361527236347,,,,3,0.62770479509403,0.571361527236347,,
-38.10548,149.33567,2015-07-22 01:49:58,2015,7,22,01:49:58,SEAC,SYME,South-east,93.3337,49.3336,0.860737995658849,0.944444753084705,3.0667,18,2.1342655147152,0.738405192648533,6431562278.46133,322666.6,0.983298328110473,680304.891147937,5,1.3269373356075,0.824472522584393,,,,4,1.0735654784244,0.774413795896234,,
-38.48533,148.63938,2015-07-22 05:16:09,2015,7,22,05:16:09,SEAC,SYME,South-east,54.0005,38.0004,1.11298349491058,0.921565628639663,3.8,16,1.7481139444213,0.630498829631364,39338858.0962881,326666.6,0.989583434244823,1505.74622863869,2,0.636511857779211,0.918292500685089,,,,1,0,,,
-38.2099,137.09832,2016-11-01 14:55:30,2016,11,1,14:55:30,Bass Strait,MEAD,South-east,44.0003,36.0001,1.6682388521143,,11.7333,11,1.84468318111178,0.76929263843913,101088305.098088,99999.8,0.965517526754356,26664.6325532373,2,0.693147180559945,1,1,0,,,,,,
-37.61856,133.14456,2016-11-02 04:20:19,2016,11,2,04:20:19,GAB,ADAB,South-east,58.6668,4.0001,0.893330666733332,,0.4667,,,,11366722.4653878,4000,0.833325,40212.352,1,0,,,,,1,0,,,
-40.22458,149.1203,2015-05-11 02:44:52,2015,5,11,02:44:52,SEAC,HOSY,South-east,68,12.0001,0.661670361080324,,1.0667,3,1.03972077083992,0.946394630357186,98666359.8625342,76666.7,0.818179710745718,31751.4462863639,8,1.18155702596821,0.568208820630618,1,0,,6,1.49789027741288,0.835988481231923,,
-39.26693,149.49176,2015-05-11 09:45:51,2015,5,11,09:45:51,SEAC,HOSY,South-east,38.0001,13.3334,0.830004381567417,,1.2,3,0.562335144618808,0.511859507142915,18821676.535868,5333.4,,38504.4492542802,3,1.09861228866811,1,,,,3,1.09861228866811,1,,
-37.05175,150.36795,2015-05-12 02:08:07,2015,5,12,02:08:07,SEAC,HOSY,South-east,78,44.0001,1.42433941415146,0.974998875005625,1.4,13,1.73740231587756,0.677363204393642,8527094.36563285,4000,0.833325,24016.57075,2,0.450574620598912,0.650041770688476,1,0,,1,0,,,
-37.1633,129.00032,2016-11-02 18:06:19,2016,11,2,18:06:19,GAB,ADAB,,47.3336,24.6668,1.66107480500105,,3.0667,11,2.18318726960201,0.910459807969098,38222208.2005496,20666.8,0.806443184237521,21235.4337930683,7,1.33349732342714,0.685282064063705,1,0,,6,1.79175946922806,1,,
-36.28173,122.60432,2016-11-03 16:55:40,2016,11,3,16:55:40,GAB,ABFR,South-west,613.3325,546.6661,1.49438859720156,0.963563290253291,25.6667,25,1.56830409259293,0.487221060370401,689691629.068697,102000.2,0.633986011792134,135773.129236539,13,1.70754916333989,0.665724318639104,4,0.892798393801535,0.644017907625553,9,1.26060604799106,0.573726537102246,,
-34.19142,151.2847,2015-05-12 23:11:03,2015,5,12,23:11:03,SEAC,HOSY,Temperate East,114.6672,82.0005,1.34126029510751,0.95180522573906,5.2,29,2.64246795452749,0.784744818377929,37196760.2701803,16000.1,0.833326388946759,33917.2335962831,6,1.48947852762866,0.831293794289462,1,0,,3,1.09861228866811,1,,
-35.35856,129.59768,2013-06-23 21:01:29,2013,6,23,21:01:29,GAB,HOFR,,,,,,,,,,,,,,,,,,,,,,,,
-35.18627,135.58572,2013-06-22 13:41:02,2013,6,22,13:41:02,GAB,HOFR,South-west,76.0002,13.3334,0.9780018599907,,3.8,2,0.636514168294813,0.918295834054489,28807123.925858,17333.3,0.714285714285714,17054.5325407677,3,0.934777878429659,0.850871493129689,1,0,,2,0.450574620598912,0.650041770688476,,
-35.65188,132.01969,2013-06-23 08:29:18,2013,6,23,08:29:18,GAB,HOFR,South-west,,,,,,,,,,,,,,,,,,,,,,,
-35.25251,116.17542,2016-11-04 19:28:33,2016,11,4,19:28:33,GAB,ABFR,South-west,100.0006,82.6673,2.06575108186689,0.940000389997465,11.5333,25,2.13745440268228,0.664037545707373,,,,,,,,,,,,,,,
-38.5194,144.34369,2015-08-06 10:02:40,2015,8,6,10:02:40,Bass Strait,MEAD,South-east,84.0005,38.6671,0.984913616919834,0.939391735567242,1.7333,11,1.81646431639944,0.757524457804868,,,,,,,,,,,,,,,
-38.4583,140.91522,2015-08-06 19:15:20,2015,8,6,19:15:20,Bass Strait,MEAD,South-east,25.3335,8.0001,0.995459268552104,,1.4,3,1.09861228866811,1,4270080.17801302,3333.3,,10226.6322142388,,,,,,,,,,,
-35.26875,119.04554,2015-08-12 02:36:45,2015,8,12,02:36:45,GAB,ABFR,South-west,16.6668,6.0002,1.07749620324365,0.833329166770831,0.6,4,1.38629436111989,1,,,,,,,,,,,,,,,
-29.50382,153.56217,2014-04-21 03:28:39,2014,4,21,03:28:39,NEAC,BRSY,Temperate East,64.0004,41.3336,1.01784740954149,0.853659428905921,2.9333,14,2.55208529762097,0.967044280918683,20933721.5678674,21333.4,0.5769208579967,17930.4052680044,1,0,,,,,1,0,,,
-32.09941,152.82973,2014-04-21 16:13:13,2014,4,21,16:13:13,NEAC,BRSY,Temperate East,114.6673,104.0007,1.23817463017411,0.888887777788889,3.0667,21,1.72115962537301,0.565329919742693,188956280.445294,59999.9,0.944444907408179,101434.720532231,1,0,,,,,1,0,,,
-32.68576,152.50487,2014-04-21 19:24:21,2014,4,21,19:24:21,NEAC,BRSY,Temperate East,143.3333,124.0001,1.18586563331587,0.966386162700704,5.6667,24,2.36893906199215,0.74540558104165,357347982.977506,59999.8,0.3999995999984,90011.333212407,3,0.735618580192016,0.669588887526313,,,,3,0.735618580192016,0.669588887526313,,
-27.06345,153.74643,2014-08-03 04:12:52,2014,8,3,04:12:52,NEAC,BRSY,Temperate East,10.6669,4.6668,1.34715029570584,0.8,1.4,1,0,,66664593.6480393,26666.4,0.857142857142857,72086.6049632371,3,1.09861228866811,1,2,0.693147180559945,1,1,0,,,
-29.67955,153.51996,2014-05-24 11:25:23,2014,5,24,11:25:23,NEAC,BRSY,Temperate East,106.6671,64.0003,1.25232022180959,0.8999958000336,8.6,22,2.57638576393402,0.833500607904902,68637145.7468379,26666.6,0.750001875004688,28313.1045327613,1,0,,,,,1,0,,,
-20.08545,149.13699,2015-08-17 01:18:33,2015,8,17,01:18:33,GBR,GLTO,,63.3332,28.6667,1.43299924625094,0.777775,2.2667,9,1.42092034959749,0.646688720057975,11470629.1669049,1333.4,,91847.6452427379,2,0.693147180559945,1,,,,2,0.693147180559945,1,,
-19.91509,148.83386,2015-08-17 03:06:33,2015,8,17,03:06:33,GBR,GLTO,,28.0002,18.0001,1.59923422409914,0.714287755087464,2.6667,7,1.20487620655116,0.619183885307395,9127422.25316896,666.7,,157071.646417679,1,0,,,,,1,0,,,
-49.1628,139.0696,2014-12-07 04:51:00,2014,12,7,04:51:00,SO,HOAN,,9.3334,2.0001,1.2,,,1,0,,141070.746857786,6666.7,,199.999000005,1,0,,1,0,,,,,,
-38.57768,148.45884,2015-11-11 02:21:15,2015,11,11,02:21:15,SEAC,SYME,South-east,370.666,46.6662,1.5617137242801,0.962963374491312,15.4667,13,1.84453893356696,0.719132690944219,6381465466.3921,3333.3,,65450446.1711284,1,0,,,,,1,0,,,
-35.29865,150.88069,2015-11-10 11:43:33,2015,11,10,11:43:33,SEAC,SYME,Temperate East,143.3338,90.0004,1.42692171270033,0.880732493060802,6.4,32,2.42558756687101,0.699876630793348,178972587.046705,10666.7,,206820.695351994,3,0.830527594242254,0.755978795075317,,,,3,0.830527594242254,0.755978795075317,,
-33.71529,151.53155,2015-09-28 10:11:55,2015,9,28,10:11:55,SEAC,NCME,Temperate East,9.3335,4.6667,1.21142198984293,,4.4667,4,1.01140426470735,0.729573958513623,249603646.927718,96666.3,0.964285943878371,86261.5004066969,6,1.60943583296849,0.898243241132073,4,1.21300626631163,0.874999062487512,1,0,,,
-34.0313,151.40219,2015-09-28 11:32:49,2015,9,28,11:32:49,SEAC,NCME,Temperate East,63.3339,32.0004,1.13407116196323,0.964284375016741,4.0667,11,1.59144868590889,0.663685651313558,322803433.267501,99999.9,0.962963333333333,112107.665011748,5,1.37605397606624,0.854990407169611,4,1.20479279660421,0.86907429647982,,,,,
-34.34717,151.27185,2015-09-28 12:53:43,2015,9,28,12:53:43,SEAC,NCME,Temperate East,43.3336,36.0001,1.11358598380003,,6.8667,9,1.12545603753066,0.512217116602205,149295460.418747,43333.2,,130998.256183096,2,0.5004007599738,0.72192569487127,2,0.5004007599738,0.72192569487127,,,,,
-39.0538,146.89007,2015-09-29 14:30:49,2015,9,29,14:30:49,SEAC,NCME,South-east,115.3335,105.3335,1.07920930188402,,14.3333,11,1.81409757323353,0.7565374492425,6450714230.71749,253333.2,0.972602998686575,867950.859809093,4,0.60602388033116,0.437153823407025,2,0.184906078194527,0.266763082041471,1,0,,,
