NRScode,Station,Latitude,Longitude,SampleDateLocal,StationDepth_m,Year,Month,Day,Time_24hr,ZoopAbundance_m3,CopeAbundance_m3,Biomass_mgm3,AvgTotalLengthCopepod_mm,HerbivoreCarnivoreCopepodRatio,NoCopepodSpecies_Sample,ShannonCopepodDiversity,CopepodEvenness,PhytoBiomassCarbon_pg_L,AbundancePhyto_cells_L,DiatomDinoflagellateRatio,AvgCellVol_um3,NoPhytoSpecies_Sample,ShannonPhytoDiversity,PhytoEvenness,NoDiatomSpecies_Sample,ShannonDiatomDiversity,DiatomEvenness,NoDinoSpecies_Sample,ShannonDinoDiversity,DinoflagellateEvenness,CTD_SST_C,CTDChlF_mgm3,Silicate_umol_L,Phosphate_umol_L,Ammonium_umol_L,Nitrate_umol_L,Nitrite_umol_L,Oxygen_umol_L,TCO2_umol_kg,TAlkalinity_umol_kg,Salinity_umol_L,Chla_mgm3
NSI20111116,North Stradbroke,-27.345,153.562,2011-11-16 10:00:00,60,2011,11,16,10:00:00,3243.7669,2198.9461,17.09006,0.561676393626424,0.981763007881685,26,2.33758157382051,0.717468480918626,51331033.5176405,608246,0.966328093126268,1806.21877031662,16,1.65560877305631,0.597134641635148,15,1.65428075320718,0.61087521661669,1,0,,22.66326,0.28435,1.52857142857143,0.154285714285714,0.297142857142857,4.15714285714286,,,2057.75,2327.568,35.5321428571429,
MAI20111214,Maria Island,-42.59667,148.23333,2011-12-15 10:35:00,86,2011,12,15,10:35:00,272.7375,245.3312,6.97538,1.52971128167351,0.990950492576548,29,1.94230017732195,0.576813049814443,20673127.0466717,933882,0.328226154510142,233.430961416967,7,1.37345065439812,0.705814014621842,6,1.31364811133767,0.733160970486528,1,0,,15.4682777777778,0.469933333333333,1.02222222222222,0.233333333333333,0.108888888888889,1.88888888888889,,250.2625,2081.16166666667,2327.8,35.3284444444444,
KAI20090205,Kangaroo Island,-35.83217,136.44733,2009-02-05 14:05:00,110,2009,2,5,14:05:00,,,,,,,,,51332155.3652443,268022,0.248343128673253,5477.99943288238,7,1.41373229666872,0.726514683812634,4,1.00178724650557,0.722636746279701,2,0.402941357866942,0.581321498763703,19.4810636363636,0.4302,0.7,0.32125,0.36,0.875,,,2095.86833333333,2352.44,,
NSI20091021,North Stradbroke,-27.345,153.562,2009-10-22 09:20:00,60,2009,10,22,09:20:00,1570.9818,1059.8233,19.10254,0.753757650266916,0.970833622520307,30,2.78893174531674,0.8199852676453,46094647.4438779,513485,0.877880184331797,2381.32449434745,9,1.77826722254157,0.809324290691048,9,1.77826722254157,0.809324290691048,,,,23.6480777777778,0.200022222222222,0.842857142857143,0.217142857142857,0.121428571428571,2.24285714285714,,,2034.906,2316.838,35.4188571428571,
ROT20100820,Rottnest Island,-32,115.41667,2010-08-20 14:30:00,50,2010,8,20,14:30:00,5571.6662,4180.7142,20.92714,0.737886158468158,0.976923037392451,34,2.64318345423671,0.749549978167482,48358725.0273844,355790,0.420568927789934,9563.94373383175,9,1.42743927725044,0.649655611890606,9,1.42743927725044,0.649655611890606,,,,20.46782,,2.16666666666667,0.101666666666667,0.045,0.0333333333333333,,,2030.6975,2327.535,35.4996666666667,
YON20111027,Yongala,-19.30847,147.61842,2011-10-27 13:44:00,28.9,2011,10,27,13:44:00,3128.2819,2176.1962,12.66924,0.810116657414415,0.890995186349715,35,2.72993921432065,0.767840213421192,16146163.7667172,494120,0.661654135338346,543.922603922124,10,1.55368447086491,0.674756592315406,9,1.49658375496829,0.681124619852311,1,0,,25.27451,0.08147,0.1,0.06,0.085,0,,,1995.5425,2309.995,35.3066666666667,
PHB20100609,Port Hacking,-34.11923,151.22667,2010-06-09 10:53:00,100,2010,6,9,10:53:00,1013.1556,848.7167,9.82035,0.653713762174324,0.977358414862817,27,2.89926341178454,0.87967442857675,,,,,,,,,,,,,,,,1.59,0.177,0.164,3.37,,,2047.696,2319.15,35.3356,
ROT20110725,Rottnest Island,-32,115.41667,2011-07-25 10:20:00,50,2011,7,25,10:20:00,3882.0916,2554.0076,14.71108,0.838694326222826,0.963636296330058,29,2.90878918508644,0.86383535393091,11835106.610783,388670,0.404181959737515,597.950316386652,15,1.92117348155567,0.709430527090572,15,1.92117348155567,0.709430527090572,,,,19.9881571428571,0.7718,2.06666666666667,0.106666666666667,0.171666666666667,0.2,,,2013.765,2306.415,35.1466666666667,
PHB20090924,Port Hacking,-34.11923,151.22667,2009-09-25 08:45:00,100,2009,9,25,08:45:00,2384.3627,658.6395,32.36438,0.564819263800607,,21,2.69049913237355,0.883717951635594,154335553.955335,789828,0.948431971695079,5170.54408583894,14,1.49547383445886,0.566669703487222,13,1.49450280220606,0.582663668527603,1,0,,,,1.13,0.31,0.164,4.21,,,2087.855,2326.87666666667,35.4603,
MAI20091207,Maria Island,-42.59667,148.23333,2009-12-07 11:10:00,86,2009,12,7,11:10:00,354.2379,206.1546,57.09827,0.679562662672482,0.985988957000767,19,2.53668067388616,0.861515790218307,59203423.527309,387280,0.973684210526316,3801.24181548234,13,1.34823688209229,0.525638792115024,13,1.34823688209229,0.525638792115024,,,,14.7936222222222,0.421177777777778,0.655555555555556,0.234444444444444,0.0777777777777778,2.22222222222222,,,2084.80666666667,2316.41,35.1684444444444,
MAI20120524,Maria Island,-42.59667,148.23333,2012-05-24 11:30:00,86,2012,5,24,11:30:00,122.5086,104.5744,31.38482,1.32792931103566,0.982455815417953,37,2.46929574665141,0.683841562281094,,,,,,,,,,,,,,14.6745666666667,0.322177777777778,1.78888888888889,0.123333333333333,0.173333333333333,2.08888888888889,,251.666666666667,2087.50666666667,2328.11666666667,35.4203333333333,
MAI20111005,Maria Island,-42.59667,148.23333,2011-10-05 12:24:00,86,2011,10,5,12:24:00,631.4853,373.8393,11.93507,1.03469580111026,,20,2.5091838844579,0.837586157684619,27078109.5086563,582012,0.668716556185608,924.312429554717,19,2.45529793935285,0.833876319640332,17,2.40471961324305,0.848760513671834,1,0,,12.8870222222222,0.204611111111111,1.12222222222222,0.367777777777778,0.221111111111111,3.44444444444444,,270.933333333333,2094.58833333333,2325.09,35.2994444444445,
ROT20120130,Rottnest Island,-32,115.41667,2012-01-30 11:09:00,50,2012,1,30,11:09:00,3536.3186,2970.5075,13.79949,0.790641689952916,0.97297292649709,24,2.47242770794092,0.777969109374787,13807129.1819153,185180,0.567051282051282,2047.97678183389,17,2.03563915434227,0.718491305503987,14,1.8898717468921,0.716116215318302,3,1.0097982262316,0.919157956494201,23.5139777777778,0.234433333333333,1.9,0.0683333333333333,0.0833333333333333,0.166666666666667,,,2010.1375,2315.4025,35.3508333333333,
PHB20120311,Port Hacking,-34.11923,151.22667,2012-03-12 09:00:00,100,2012,3,12,09:00:00,1649.6936,1121.0137,4.44161,0.651014832025198,0.973063769175693,36,2.73523918170078,0.763283026733271,14674220.8229396,243799,0.566694522087428,610.13899335108,8,0.248029323917229,0.119276891870143,4,0.109910652407069,0.0792837765842744,4,1.22118533687534,0.880899014758188,20.7089222222222,0.986266666666667,3.45,0.275,0.183,2.75,,,2062.13666666667,2307.74,35.2157,
PHB20111018,Port Hacking,-34.11923,151.22667,2011-10-19 09:31:00,100,2011,10,19,09:31:00,3988.9665,1209.4207,8.30681,0.753420902668526,0.994413436063045,22,2.30798921776723,0.746670177648216,81349702.937284,631875,0.570760058975619,3916.52141741642,20,1.91747043212034,0.640067354832595,18,1.89031291281131,0.654003384736648,2,0.452700739679144,0.653109112141867,18.8268333333333,1.84048888888889,2.36,0.4,0.143,4.54,,,2084.105,2323.825,35.4237,
NSI20091215,North Stradbroke,-27.345,153.562,2009-12-16 09:00:00,60,2009,12,16,09:00:00,7143.3627,5863.8584,25.58365,0.426910007457709,0.995433768551714,18,2.08334219644989,0.720786933638704,86387283.9177299,652722,0.965182908793759,3248.6005049623,14,1.61095935240049,0.610429843384775,14,1.61095935240049,0.610429843384775,,,,24.8332888888889,0.287611111111111,1.01428571428571,0.228571428571429,0.62,2.37142857142857,,,2051.556,2329.556,35.5572857142857,
MAI20100615,Maria Island,-42.59667,148.23333,2010-06-15 11:10:00,86,2010,6,15,11:10:00,251.0782,198.4755,2.14389,0.928905205274172,0.993610059692927,34,2.46344096225358,0.698578873333357,7664713.12803955,301798,0.122157716497339,262.688998701118,4,0.974040527341796,0.70262171921044,3,0.822753600846426,0.748902601338896,,,,13.6634888888889,0.282388888888889,0.744444444444445,0.235555555555556,0.0344444444444444,2.91111111111111,,256.611111111111,2092.27666666667,2322.28333333333,35.2513333333333,
MAI20101214,Maria Island,-42.59667,148.23333,2010-12-14 11:05:00,86,2010,12,14,11:05:00,612.6675,279.3693,26.42513,0.980838361623843,,13,1.58342444329912,0.617331659470345,101436316.374086,487805,0.892418331101147,5192.30817623846,18,2.121369067955,0.73394332827937,13,2.04198746291287,0.796112194953344,4,1.08699035532303,0.784097797559337,14.1976,0.420666666666667,0.722222222222222,0.333333333333333,0.206666666666667,2.57777777777778,,270.766666666667,,,35.0065555555556,
ESP20120229,Esperance,-33.93333,121.85,2012-02-29 10:00:00,50,2012,2,29,10:00:00,,,,,,,,,37127213.9602259,407030,0.677373944202713,3803.91196273002,15,2.34688405383349,0.866632403224386,11,2.04624582047528,0.853350787954673,4,1.31316344552608,0.947247195368572,20.8661777777778,0.254388888888889,0,0.0316666666666667,,0.1,,1.2,2049.4225,2331.5975,35.598,
KAI20120215,Kangaroo Island,-35.83217,136.44733,2012-02-15 11:50:00,110,2012,2,15,11:50:00,608.248,382.9334,1.61256,0.629987853456007,0.970695717052395,33,2.69444428448055,0.770610169465918,51386786.5159518,356619,0.724125865387019,3224.08439550332,11,1.05249807565649,0.438925789460442,8,0.996682732791163,0.479303078645824,3,0.951813749317251,0.866378211071325,18.54192,0.91211,0.355555555555556,0.16,0.138888888888889,1.5,,,2100.18571428571,2340.77428571429,35.653,
NSI20110412,North Stradbroke,-27.345,153.562,2011-04-13 09:25:00,60,2011,4,13,09:25:00,5767.4135,4275.7302,9.83739,0.789574343157862,0.932773058722317,45,3.20298217468868,0.841414804516053,22223530.1462043,268915,0.868530553088036,2052.22051555324,17,2.04364354990174,0.721316505934538,17,2.04364354990174,0.721316505934538,,,,25.3648,0.1448,1.02857142857143,0.112857142857143,0.138571428571429,2.02857142857143,,,2022.476,2321.192,35.3976,
PHB20091011,Port Hacking,-34.11923,151.22667,2009-10-12 09:28:00,100,2009,10,12,09:28:00,14654.5014,2691.1376,93.34464,0.764469681899022,0.997601930011321,35,2.58022215937477,0.725729834252532,551078641.417553,722299,0.794097390505829,24694.155347633,10,1.16523369183,0.506054562489522,9,1.14255239775066,0.519998005454599,1,0,,18.86628,2.48942,1.15,0.269,0.877,1.91,,,2060.66333333333,2326.88666666667,35.4945,
PHB20110203,Port Hacking,-34.11923,151.22667,2011-02-04 09:58:00,100,2011,2,4,09:58:00,1052.8589,645.0035,10.64431,0.672172160410465,0.977372210970598,32,2.79199793701175,0.805600315579814,72160353.4553604,530976,0.978929185839965,3116.74705353914,16,0.544227367699694,0.196288531124101,14,0.540475527707862,0.204798706584618,2,0.459693019968502,0.663196840239829,23.5609111111111,0.575,1.1,0.287,0.151,2.85,,,2059.12,2325.45166666667,35.4695,
ROT20111221,Rottnest Island,-32,115.41667,2011-12-21 15:45:00,50,2011,12,21,15:45:00,6538.2594,4290.7328,14.66393,0.877841332408017,0.984693849726462,18,1.78150200783606,0.616357395192921,7891716.65431762,255162,0.477426050856253,412.324705598796,16,2.13136369799663,0.768726959357625,11,1.79984374875104,0.750593142731627,4,1.21496633803328,0.876412955363816,,,1.6,0.055,0.0783333333333333,0.0666666666666667,,,2011.6275,2312.855,35.3378333333333,
ROT20110125,Rottnest Island,-32,115.41667,2011-01-25 09:10:00,50,2011,1,25,09:10:00,1205.492,1010.6015,4.51077,0.866632464864066,0.978520253779072,38,2.99717828855296,0.823947023368487,15129038.758699,345347,0.569500756429652,621.765614063536,12,1.55230711359408,0.62469433760279,10,1.51473556938806,0.657841299327816,2,0.693147180559945,1,22.3968,0.09068,2.3,0.124,0.1,0.84,,,2036.3675,2331.18,35.5918333333333,
NSI20110816,North Stradbroke,-27.345,153.562,2011-08-16 10:00:00,60,2011,8,16,10:00:00,1829.2394,1176.6284,16.5371,0.804971604452413,0.969543430943052,44,3.19330495095836,0.843854367745287,15977733.3424159,452113,0.593822979915927,480.772233003696,10,1.90638174200626,0.827931070954426,10,1.90638174200626,0.827931070954426,,,,,,0.514285714285714,0.121428571428571,0.115714285714286,0.571428571428572,,,2029.814,2334.174,,
NSI20110623,North Stradbroke,-27.345,153.562,2011-06-23 10:25:00,60,2011,6,23,10:25:00,1613.8462,1440.2453,6.53897,0.636517923326194,0.966038070715636,26,2.54595920211773,0.781425342191916,51106583.2005608,381048,0.986153009681493,2946.92458317587,20,2.20058432802629,0.734573095016808,17,2.1670335883175,0.764867775617288,3,1.09861228866811,1,21.5978333333333,0.284433333333333,1,0.174285714285714,0.0442857142857143,1.7,,,2031.974,2327.5,35.5132857142857,
MAI20100505,Maria Island,-42.59667,148.23333,2010-05-05 11:30:00,86,2010,5,5,11:30:00,688.3191,483.7177,8.77006,0.859933983434118,0.961403441510491,25,2.07718368068914,0.645313393154639,23989813.2948383,404882,0.779406474820144,1307.36351149224,11,1.71436667444828,0.714946434023198,11,1.71436667444828,0.714946434023198,,,,16.0516444444444,0.269955555555556,1.23333333333333,0.251111111111111,0.251111111111111,1.51111111111111,,243.377777777778,2074.78,2331.70166666667,35.5157777777778,
ROT20100520,Rottnest Island,-32,115.41667,2010-05-20 10:05:00,50,2010,5,20,10:05:00,2597.2282,1783.8752,6.01959,0.727150427391424,0.955357475592786,31,2.55611409965636,0.74435749099991,21624928.8809056,362745,0.314774114774115,885.272447035797,12,1.71441699328166,0.68993215235185,10,1.6638669016274,0.72260821399824,1,0,,21.3130111111111,0.506366666666667,2.1,0.205,0.341666666666667,0.65,,,2066.665,2344.41,35.6978333333333,
MAI20110118,Maria Island,-42.59667,148.23333,2011-01-19 10:30:00,86,2011,1,19,10:30:00,1262.466,1048.5187,10.45424,0.968946333050617,,21,2.29718419718009,0.754530224089212,14582907.4322681,410544,0.387636098583208,396.150206482131,9,1.14156537352852,0.519548791372288,9,1.14156537352852,0.519548791372288,,,,16.1396555555556,0.403933333333333,1.06666666666667,0.324444444444444,0.0255555555555556,2.92222222222222,,,2076.11166666667,2308.59166666667,35.0262222222222,
MAI20090716,Maria Island,-42.59667,148.23333,2009-07-16 11:36:00,86,2009,7,16,11:36:00,35.0094,29.8819,2.15273,1.27006207688242,0.988951312031696,15,2.05546548702628,0.759020451758865,7816218.18979687,250415,0.357551629758646,350.115725815147,4,0.655042959468191,0.472513614596995,3,0.621386371699094,0.56561025041184,1,0,,13.1969777777778,0.197322222222222,0.911111111111111,0.308888888888889,0.0988888888888889,3.02222222222222,,,2093.73333333333,2320.00333333333,35.2145555555556,
YON20090909,Yongala,-19.30847,147.61842,2009-09-09 10:40:00,28.9,2009,9,9,10:40:00,5388.3507,3307.3637,17.25995,0.79985299955769,0.916216279696121,15,1.96378491879933,0.725165625807101,100447455.668473,182559,0.983651226158038,14813.9634671531,11,1.48284111142087,0.618392774798032,10,1.48184370400825,0.643556543693858,1,0,,24.81108,0.15811,0.55,0.0725,0.115,0.025,,,1983.6375,2296.625,35.1525,
KAI20100315,Kangaroo Island,-35.83217,136.44733,2010-03-16 06:00:00,110,2010,3,16,06:00:00,,,,,,,,,75456491.2468533,446547,0.74630297997381,4050.2601632079,13,1.87012388728301,0.729107528709192,11,1.80707546806734,0.753609003932213,2,0.500853653785714,0.722579082527768,18.0635222222222,,0.89,0.3,0.36,2.16,,,2119.826,2329.86857142857,35.3216,
PHB20090518,Port Hacking,-34.11923,151.22667,2009-05-19 09:25:00,100,2009,5,19,09:25:00,794.1566,715.3472,44.25701,0.790634574343822,0.925659273211629,34,2.79594951122928,0.792871146246061,80613251.1316448,283648,0.813233599593774,8518.33053520561,17,2.18030930365577,0.769553520644616,16,2.17781877905399,0.785482088124011,1,0,,21.1587,1.89126666666667,1.4,0.263,0.124,2.54,,,2037.958,2318.81666666667,35.3547,
DAR20120115_03:35,Darwin,-12.4,130.76805,2012-01-15 13:05:00,25,2012,1,15,13:05:00,,,48.41338,,,,,,33308192.2145835,17981,0.991888555810263,78155.8070752461,9,0.519654847084462,0.236505113061524,8,0.493394285004863,0.237272496059824,1,0,,31.54539,0.72628,5.36666666666667,0.403333333333333,0.42,0.333333333333333,,,1965.43333333333,2248.46666666667,33.6496666666667,
MAI20100120,Maria Island,-42.59667,148.23333,2010-01-21 10:50:00,86,2010,1,21,10:50:00,864.9246,780.9371,7.67381,0.930583293149385,,24,1.24420250953681,0.391498248914363,56105631.2961354,319166,0.433817903596021,5416.57872649342,8,1.40590472388545,0.67609725770397,6,1.21882272849717,0.680237916656457,1,0,,17.4512666666667,0.190255555555556,0.322222222222222,0.125555555555556,0.0811111111111111,0.177777777777778,,,2062.766,2321.65833333333,35.3502222222222,
KAI20100112,Kangaroo Island,-35.83217,136.44733,2010-01-13 07:00:00,110,2010,1,13,07:00:00,949.1481,138.6239,12.34528,0.796385094325121,0.976878277300485,18,2.01932587791921,0.698638807413835,22160820.2187403,348416,0.615283267457181,1448.49408655171,12,1.97426803673083,0.794503904965309,11,1.93166188376042,0.805565574807672,1,0,,20.41793,0.18988,,,,,,,2111.614,2355.74428571429,35.6538,
KAI20090114,Kangaroo Island,-35.83217,136.44733,2009-01-15 08:00:00,110,2009,1,15,08:00:00,,,,,,,,,41514164.3441171,164416,0.224791418355185,7734.1304724601,8,1.23506754250221,0.593941939576952,7,1.18862922438875,0.61083458810562,1,0,,18.176415,0.03436,,,,,,,2103.055,2356.535,,
KAI20081019,Kangaroo Island,-35.83217,136.44733,2008-10-19 11:15:00,110,2008,10,19,11:15:00,,,,,,,,,,,,,,,,,,,,,,15.5818,2.09662222222222,,,,,,,2101.76857142857,2352.29857142857,,
KAI20081110,Kangaroo Island,-35.83217,136.44733,2008-11-11 07:00:00,110,2008,11,11,07:00:00,,,,,,,,,,,,,,,,,,,,,,16.58081,0.05252,,,,,,,2108.68,2366.815,,
DAR20120417,Darwin,-12.4,130.76805,2012-04-17 09:42:00,25,2012,4,17,09:42:00,16267.063,10520.5462,27.03073,0.651507594148146,0.970954341032878,17,2.02661370330401,0.715305717289393,8521878.52586793,12052.07,0.979424177209064,28526.5136867865,14,1.73565855550911,0.657681262180897,13,1.70728295153923,0.665620530312879,,,,30.08395,1.27337,3.36666666666667,0.223333333333333,0.483333333333333,0.266666666666667,,,1893.87333333333,2172.61,32.487,
DAR20120730_01:30,Darwin,-12.4,130.76805,2012-07-30 11:00:00,25,2012,7,30,11:00:00,8406.7926,4645.4362,30.95885,0.654267902042331,0.976744184364208,18,2.18230975749415,0.7550273599001,,,,,,,,,,,,,,24.1444444444445,0.990555555555556,8.1,0.173333333333333,0.15,0.0333333333333333,,,1972.24,2270.74333333333,34.0203333333333,
NSI20090114,North Stradbroke,-27.345,153.562,2009-01-14 10:30:00,60,2009,1,14,10:30:00,2507.5704,1736.0104,18.88393,0.802928435737137,0.918840534237259,25,2.07502654114809,0.644643240076854,,,,,,,,,,,,,,,,,,,,,,,,,
PHB20130319,Port Hacking,-34.11923,151.22667,2013-03-20 09:27:00,100,2013,3,20,09:27:00,276.6813,207.3692,2.04045,0.625415290063503,0.977071958565193,46,3.43416940572666,0.89696815399735,10048965.634748,120182.98,0.982456167655072,2181.91055618529,15,2.04369184116142,0.754672804931613,14,2.02037869563961,0.765568323570354,1,0,,24.5410777777778,0.647144444444444,2.17,0.407,0.051,4.27,,,2065.68,2323.33166666667,35.422,
PHB20130422,Port Hacking,-34.11923,151.22667,2013-04-23 09:32:00,100,2013,4,23,09:32:00,511.2507,392.0262,1.26246,0.764026473186659,0.994923743106434,20,2.07907700834572,0.694012955262923,26433789.2740232,2443995.01,0.0963396323068169,91.4137329670163,8,1.78816527093554,0.859925722889525,5,1.39050499316497,0.863969328932969,2,0.562362468913947,0.811317545084225,20.93235,1.38285,0.56,0.19,0.3,0.83,,,2021.90333333333,2316.82166666667,35.3269,
NIN20130509,Ningaloo,-21.99,113.779,2013-05-09 10:20:00,30,2013,5,9,10:20:00,4243.581,2928.0706,13.16924,0.758207174226763,0.980392159580739,43,2.73921895395114,0.728283226016553,8468361.53685466,96906.9,0.416848660199593,2662.50049022182,11,2.09769481244005,0.874806684110108,9,1.89880652576241,0.864184091761985,1,0,,27.2755222222222,0.3198,4.71666666666667,0.106666666666667,0.101666666666667,2,,,1983.01666666667,2284.645,,
ROT20130221,Rottnest Island,-32,115.41667,2013-02-21 12:55:00,50,2013,2,21,12:55:00,3516.671,2526.5021,16.02344,0.861335347460262,0.981132265736757,25,2.56233829787875,0.796035149316041,4980090.51137739,87228.72,0.78793703851881,905.391171706495,14,1.44863797204512,0.548922509484214,12,1.41210078778146,0.568271161374184,1,0,,22.9728833333333,0.193883333333333,1.86666666666667,0.01,0.0666666666666667,0,,,2027.12,2330.62,35.5341666666667,
ROT20130321,Rottnest Island,-32,115.41667,2013-03-21 11:34:00,50,2013,3,21,11:34:00,4777.9595,3559.8943,12.08634,0.72544021281188,0.982248495314229,24,2.55310773855033,0.803355724868514,,,,,,,,,,,,,,22.8044875,0.2333625,1.51666666666667,0.0133333333333333,0.0716666666666667,0.1,,,2026.19,2329.365,35.5091666666667,
ROT20130423,Rottnest Island,-32,115.41667,2013-04-23 10:38:00,50,2013,4,23,10:38:00,2082.4978,1096.2582,6.64827,0.709488836275278,0.93124989362604,33,2.81721947121398,0.805723832049258,9687355.68823857,210073.72,0.471303440177445,984.536674161317,15,2.12903194603998,0.786186291957749,13,1.9531534336775,0.761478361354662,,,,22.9164375,0.4457625,1.98333333333333,0.121666666666667,0.128333333333333,0.566666666666667,,,2037.3075,2328.0175,35.4918333333333,
ROT20121219,Rottnest Island,-32,115.41667,2012-12-19 11:48:00,50,2012,12,19,11:48:00,3049.0926,1917.4705,12.04705,0.842520815608775,0.961831998040141,15,1.84962848579389,0.683011151359404,2497898.41489975,17550.5,0.947370889205574,2656.88773074107,16,2.28406621045655,0.823802748721927,11,2.08854404758265,0.870990518758266,3,1.09861228866811,1,20.9085111111111,0.149444444444444,1.63333333333333,0.123333333333333,0.148333333333333,0.25,,,2039.19666666667,2331.46333333333,35.532,
NSI20131212,North Stradbroke,-27.345,153.562,2013-12-12 10:20:00,60,2013,12,12,10:20:00,3517.0292,2841.9139,11.07831,0.634954127866019,0.981481394809811,27,2.80101751889656,0.849865340056208,70697612.2570754,1368555.89,0.749549293697647,1227.17518592257,13,1.56946688435568,0.611890008584394,13,1.56946688435568,0.611890008584394,,,,23.56275,0.70338,1.57142857142857,0.255714285714286,0.238571428571429,3.64285714285714,,,2057.664,2332.676,35.635,
ESP20130314,Esperance,-33.93333,121.85,2013-03-14 09:24:00,50,2013,3,14,09:24:00,5563.8078,2931.2152,14.29458,0.600107858409928,0.995689647843379,26,2.75745078040259,0.846337960899429,3158346.08461069,8077.67,0.746477905853929,9317.86560321503,11,1.59918175077116,0.666910589846111,9,1.45935856510941,0.664182705838221,2,0.223718076065834,0.322756958897398,21.15528,0.22393,0.0166666666666667,0.08,,0,,0.616666666666667,2054.5825,2343.895,35.7528333333333,
MAI20130924,Maria Island,-42.59667,148.23333,2013-09-24 11:40:00,86,2013,9,24,11:40:00,361.7354,262.2768,0.21723,1.00195770935317,0.989473436053357,28,2.72973270750068,0.819197230891794,46988780.3256485,134442,0.29840848806366,11323.5637754596,7,1.57849336741834,0.811185124957933,3,0.79026796807459,0.719332904088177,2,0.598269588585257,0.863120568566631,13.28953,0.48073,0.955555555555556,0.221111111111111,0.0433333333333333,2.47777777777778,,264.444444444445,2093.72833333333,2325.40166666667,35.3134444444444,
MAI20130821,Maria Island,-42.59667,148.23333,2013-08-21 11:21:00,86,2013,8,21,11:21:00,74.5438,60.077,0.67632,1.05616818933264,0.94527586155667,30,2.56164102305223,0.753158589637735,7170853.95556074,112659.52,0.919884431957692,1328.65059812744,12,1.88406127028595,0.758202031632331,7,1.47991856032581,0.760527694993661,3,0.994891919571363,0.905589651447927,13.2297888888889,0.178422222222222,0.811111111111111,0.205555555555556,0.0288888888888889,1.83333333333333,,260.877777777778,2094.888,2331.82,35.4204444444444,
KAI20130827,Kangaroo Island,-35.83217,136.44733,2013-08-28 08:55:00,110,2013,8,28,08:55:00,527.4173,394.0474,1.71865,0.666667008604196,0.957983116397056,27,1.98756782294206,0.603054066007723,6396804.56483013,277341.25,0.0470985592866263,264.677771569901,10,2.13423712666102,0.926887407181931,4,1.25548232517875,0.905639062229566,4,1.26363595323202,0.911520661608414,15.8815,1.12686,0.525,0.1175,0.48875,0.1125,,,2101.07333333333,2356.66666666667,36.014,
MAI20131217,Maria Island,-42.59667,148.23333,2013-12-17 11:05:00,86,2013,12,17,11:05:00,6893.61,375.7339,19.56467,0.684985380611119,0.995535712482271,16,1.77849282976427,0.641455696439374,332710474.793381,200929.63,0.871016265918297,53883.6162430635,10,1.42955117340361,0.620846186207505,7,1.30555037355943,0.670920172852398,2,0.657317036651165,0.948308029068465,15.5965555555556,0.0592777777777778,0.544444444444445,0.147777777777778,0.281428571428571,0.355555555555556,,261.833333333333,2077.29666666667,2320.48,35.2272222222222,
PHB20131027,Port Hacking,-34.11923,151.22667,2013-10-28 10:17:00,100,2013,10,28,10:17:00,2326.8965,1386.2361,8.93981,0.614143032348743,0.976744290043547,30,2.73072215161292,0.80287082612019,79656586.8747522,97186.86,0.0591442212413296,27400.0215118663,8,1.75207084084678,0.842567971125267,6,1.46688635140408,0.818684860661605,2,0.666278442414676,0.961236604722876,20.1252,1.16797777777778,2.3,0.363,0.06,3.28,,,2072.87666666667,2329.50666666667,35.4967,
PHB20131202,Port Hacking,-34.11923,151.22667,2013-12-03 09:30:00,100,2013,12,3,09:30:00,913.5494,561.6855,3.12964,0.562758421463369,0.982715665619474,27,2.50067463464334,0.7587373818277,41946337.2978841,176626.69,0.482635728281161,7638.59556240601,11,2.11631715507,0.882572804190999,8,1.84288520052718,0.886240446576077,1,0,,21.01623,0.5239,1.1,0.31,0.076,3.14,,,2073.64666666667,2327.065,35.5212,
PHB20140120,Port Hacking,-34.11923,151.22667,2014-01-21 09:43:00,100,2014,1,21,09:43:00,2010.597,486.6989,4.40034,0.602007303338009,0.994366319939435,37,2.48983761711115,0.689530384612891,150669004.2605,267928.37,0.865006772668412,14178.2537232927,12,1.04699938138872,0.421343546840299,10,1.03101892250149,0.447765828780232,2,0.19143732969279,0.276185686188813,21.54804,1.72292,1.16,0.347,0.101,3.64,,,2069.79666666667,2331.51166666667,35.5554,
MAI20140205,Maria Island,-42.59667,148.23333,2014-02-05 11:05:00,86,2014,2,5,11:05:00,1513.7914,547.5084,21.86546,0.733710717497668,0.98837220634948,15,1.59292442357128,0.588218203238232,44228639.5796185,209880.31,0.610189680196187,6311.64805819275,12,1.22025623130496,0.491067232408537,7,0.888997147362072,0.456854160400806,4,1.38198648672552,0.996892525487231,,,0.933333333333333,0.216666666666667,0.152222222222222,1.03333333333333,,245.966666666667,2080.18833333333,2323.21,35.2507777777778,
YON20130719,Yongala,-19.30847,147.61842,2013-07-19 11:08:00,28.9,2013,7,19,11:08:00,7371.8623,6161.3537,11.32981,0.606662862784027,0.980000031614808,21,2.32490107019383,0.763634073241484,24008986.3992128,854784.29,0.919935215619836,737.639266698183,10,1.64680686176621,0.715199132825478,6,1.33984751554954,0.747783136386485,3,1.09861228866811,1,22.61616,0.28647,1.4,0.0625,0.0725,0,,,1975.665,2275.925,35.09375,
