NRScode,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Acanthostomella,Actiniscus,Actinocyclus,Actinoptychus,Akashiwo,Alexandrium,Amphidinium,Amphiprora,Amphisolenia,Amphora,Amphorides,Anabaena,Ascampbelliella,Asterionellopsis,Asteromphalus,Attheya,Bacillaria,Bacteriastrum,Bellerochea,Biddulphia,Brachidinium,Calciosolenia,Campylodiscus,Cerataulina,Ceratocorys,Ceratoperidinium,Chaetoceros,Chaetoceros (Hyalochaete),Chaetoceros (Phaeoceros),Chamaesiphon,Cladopyxis,Climacocylis,Climacodium,Cocconeis,Cochlodinium,Codonella,Codonellopsis,Corethron,Coscinodiscus,Cyclotella,Cylindrotheca,Cymatocylis,Cymatosira,Cymbella,Cyttarocylis,Dactyliosolen,Dactyliosolen cf.,Dadayiella,Detonula,Dictyocha,Dictyocysta,Dinophysis,Diploneis,Ditylum,Entomoneis,Ephemera,Epiplocylis,Epiplocyloides,Eucampia,Euglena,Eutintinnus,Eutreptiella,Favella,Fragilaria,Fragilariopsis,Goniodoma,Gonyaulax,Gossleriella,Grammatophora,Guinardia,Gymnodinium,Gyrodinium,Gyrosigma,Haslea,Helicostomella,Helicotheca,Hemiaulus,Hemidiscus,Heterocapsa,Heterosigma,Heterosigma cf.,Karenia,Kofoidinium,Laboea,Lauderia,Leptocylindrus,Licmophora,Lingulodinium,Lioloma cf.,Lithodesmium,Lyrella,Manguinea,Mastogloia,Melosira,Membraneis,Mesodinium,Mesoporos,Meuniera,Navicula,Neostreptotheca,Nitzschia,Noctiluca,Nodularia,Octactis,Odontella,Ormosella,Ornithocercus,Oxytoxum,Palmerina,Paralia,Parundella,Peridinium,Phaeocystis,Phalacroma,Planktoniella,Pleurosigma,Podolampas,Porosira,Proboscia,Pronoctiluca,Prorocentrum,Protoperidinium,Protorhabdonella,Pseudo-nitzschia,Pseudosolenia,Pterosperma,Pyrocystis,Pyrophacus,Pyrophacus cf.,Rhabdonella,Rhabdonema,Rhaphoneis,Rhizosolenia,Rotalia,Salpingella,Scrippsiella,Skeletonema,Steenstrupiella,Stephanopyxis,Striatella,Strombidium,Surirella,Synedra,Thalassionema,Thalassiosira,Thalassiothrix,Tintinnidium,Tintinnopsis,Toxarium,Triadinium,Triceratium,Trichodesmium,Trigonium,Tripos,Tripos (Amphiceratium),Tripos (Ceratium),Tripos (gametes),Tripos (Tripoceratium),Tryblionella,Undella,Vorticella,Xystonella,Xystonellopsis
MAI20190731,Maria Island,-42.59667,148.23333,2019-07-31 10:20:00,2019,7,31,10:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,478369.436634143,0,0,0,0,0,0,0,0,0,0,0,0,9814836.32876508,0,4211873.97586772,0,0,0,0,0,0,0,0,0,107490533.759124,0,178757.634440638,0,0,0,0,11231663.9356473,0,0,0,609356.767341973,0,0,2063818.24817518,3724117.38417995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73122812.0810368,0,4679859.97318636,0,0,0,0,0,0,0,0,0,0,0,2845471.86019663,0,633974.780742589,0,0,0,0,0,0,0,0,0,0,0,0,0,16088187.0996574,0,0,0,0,0,0,0,263242.123491733,0,0,0,0,0,0,0,893788.172203188,0,0,0,241792.765281295,0,5750611.93505139,0,3076120.95933264,0,0,0,0,0,0,0,0,112035847.758081,0,2105936.98793386,350989.497988977,672651.873479319,0,0,0,0,0,0,0,1403957.99195591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB20190729,Port Hacking,-34.11923,151.22667,2019-07-29 10:03:00,2019,7,29,10:03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55977421.8181818,0,0,0,0,0,70917341.8304668,0,0,96930015.7862408,13894009.8280098,4168202.94840295,0,0,0,0,0,0,0,0,0,0,0,540540.540540541,0,0,0,0,117327194.103194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248934342.751843,0,1929723.58722359,0,0,0,29524770.8845209,12249885.3316953,0,0,0,0,0,0,0,104205073.710074,9411020.71944103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1474201.47420147,0,0,0,0,0,0,0,2235872.23587224,0,0,0,0,0,0,0,0,150055306.142506,0,0,0,1613763.51187551,0,0,0,0,0,0,15479115.4791155,22384793.6117936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAR20190723_0630,Darwin,-12.4,130.76805,2019-07-23 16:00:00,2019,7,23,16:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950000,1847254.92,0,0,0,0,0,0,0,0,4867893.705,1060286.625,0,0,0,0,0,0,0,0,0,0,144316790.625,0,580000,0,0,0,0,0,0,0,0,4090611.97916667,0,0,2770882.38,11200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785397.5,0,589048.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29070000,0,0,0,1507963.2,0,0,0,0,0,0,0,0,0,0,50175000,0,0,0,0,0,0,0,1450000,0,0,0,0,0,0,0,0,163854862.433333,0,0,0,0,0,0,0,0,0,0,86187500,7696895.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20190723,North Stradbroke,-27.345,153.562,2019-07-23 10:20:00,2019,7,23,10:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5558440.08024072,0,0,0,0,0,57900417.5025075,0,0,7449065.95787362,0,510468.986960883,0,0,0,0,0,0,0,0,0,0,0,341023.069207623,0,0,0,0,68062531.5947844,0,0,0,0,0,0,2779220.04012036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17015632.8986961,0,1575521.56469408,0,0,0,0,0,0,0,0,0,0,0,0,7089847.04112337,1707471.49573721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6656578.6108325,105034.770979605,0,0,0,3340020.06018054,0,0,0,0,0,0,0,0,68566698.4954865,0,0,0,329389.041792043,0,0,0,0,0,0,250752.256770311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROT20190711,Rottnest Island,-32,115.41667,2019-07-11 09:26:00,2019,7,11,09:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1894620.43076923,0,0,0,0,0,0,0,0,1236094.83461538,392698.75,304492.569230769,0,0,0,0,178708.138846154,0,0,0,309418.085603633,0,0,61538.4615384615,0,0,0,0,966643.076923077,0,0,0,1048874.86645299,0,0,4973378.63076923,0,0,0,0,0,0,0,0,0,0,0,179735.197115385,0,0,0,0,0,0,604151.923076923,0,0,0,0,4795757.96538462,0,0,0,0,0,0,0,0,966643.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104887.486645299,0,0,0,271868.365384615,0,0,0,0,0,775328.301282051,0,615384.615384615,147681.581196581,0,0,112775.025641026,52494.0893162393,0,0,233333.333333333,0,0,0,0,0,0,0,0,513529134.615385,0,1449964.61538462,0,0,0,0,0,0,0,0,11375000,2799237.24358974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20190703,Yongala,-19.30847,147.61842,2019-07-03 10:50:00,2019,7,3,10:50:00,0,0,0,0,0,0,0,0,409061.197916667,0,0,0,0,0,0,0,0,14110975.0833333,0,0,0,0,0,255560983.398438,0,0,7278016.83333333,0,5890481.25,0,0,1178096.25,412333687.5,0,0,0,103628.836805556,0,0,0,312500,0,0,0,0,41887866.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244454971.875,0,818122.395833333,0,0,0,0,21213913.7239583,0,0,0,0,0,0,0,108237592.96875,59404889.8144531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55305073.9583333,0,0,0,0,1864583.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144375000,0,0,0,0,0,0,0,31013383.78125,0,0,0,0,0,422969.278645833,0,0,0,0,0
PHB20190626,Port Hacking,-34.11923,151.22667,2019-06-27 09:38:00,2019,6,27,09:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76159.7575757576,0,0,0,0,0,0,0,0,0,0,0,5830981.43939394,0,85858.5858585859,0,0,0,0,0,0,66110.9006734007,0,219494.801325758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201109.359848485,0,1784994.31818182,0,0,0,0,0,0,0,0,0,0,0,482364.964583333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89249.7159090909,0,0,0,0,0,0,0,0,0,0,3351822.66414141,0,0,0,0,93434.3434343434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50505.0505050505,5394649.49494949,0,0,0,0,0,0,722922.698863636,0,0,0,0,0,0,0,0,0,0,0
MAI20190624,Maria Island,-42.59667,148.23333,2019-06-24 10:10:00,2019,6,24,10:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9529.59555106168,0,0,0,0,0,0,0,0,0,0,0,0,0,20222.4469160768,0,0,0,0,0,0,0,0,546092.149498652,50295.0876306033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4864064.3958544,0,0,0,7236536.62158746,0,0,0,0,0,0,0,1931410.77831143,1786799.16582406,322740.599326972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89339.9582912032,0,0,0,0,0,0,0,303336.703741153,0,0,1677605.88346815,0,0,1951661.16885743,0,25278.0586450961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1608119.24924166,0,0,595599.721941355,0,0,0,0,0,0,0,6267032.6297607,0,1641208.12268284,0,0,0,0,0
ROT20190621,Rottnest Island,-32,115.41667,2019-06-21 09:15:00,2019,6,21,09:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609655.089108911,0,0,0,0,0,0,0,0,3102190.52145215,103682.838283828,783842.257425743,0,0,0,26128075.2475248,230020.376732673,0,0,0,398260.902262101,0,0,231023.102310231,0,0,0,0,3317850.82508251,0,0,0,540014.782728273,0,0,3657930.53465347,0,0,0,0,0,0,0,3836679.74785479,0,0,0,0,0,0,0,0,12079050.660066,0,1036828.38283828,0,0,0,0,1096964.4290429,0,0,0,0,0,0,1260835.1549505,0,311048.514851485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810022.174092409,0,0,0,0,0,0,0,0,0,0,0,198019.801980198,0,0,2190299.95874587,34560.9460946095,31104.8514851485,0,0,534653.465346535,63702735.8415842,0,0,0,0,0,0,0,292371779.581958,0,1358106.93773377,0,0,0,0,0,0,0,0,561056.105610561,2566150.24752475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20190618,North Stradbroke,-27.345,153.562,2019-06-18 10:00:00,2019,6,18,10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70443497.1195097,0,0,0,0,0,0,0,0,35106225.3319714,0,0,0,0,0,0,0,0,0,0,0,0,0,449438.202247191,0,0,0,0,25671828.3963228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3395099.30541369,0,0,0,0,0,0,0,7220201.73646578,51296524.9201992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27115868.7436159,0,0,0,0,5025536.26149132,0,0,0,0,0,0,0,0,27725574.6680286,0,0,0,0,0,0,0,0,0,0,6435137.89581205,10108282.4310521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAR20190529,Darwin,-12.4,130.76805,2019-05-30 08:39:00,2019,5,30,08:39:00,0,0,0,0,0,0,0,0,0,68760652.1496371,0,0,0,191593.576067839,0,0,1432160.8040201,6188458.69346734,0,0,0,0,0,0,0,0,7872393.03182579,2525901.50753769,0,0,0,0,0,0,0,0,0,0,246670069.095477,0,509212.730318258,0,0,0,0,26942949.4137353,0,0,0,1918544.98185371,0,0,3713075.2160804,37520938.0234506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55824528.2345059,0,0,0,0,0,0,0,0,0,0,0,0,0,1279842.7201005,0,4562409.59798995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75777045.2261307,1790232.69346734,0,0,0,0,0,0,0,0,0,8844221.10552764,0,0,0,0,0,5173046.28743719,0,469011.725293132,0,0,0,0,0,0,0,0,333040113.768844,0,0,0,0,0,0,0,0,0,0,10845896.1474037,7893442.21105528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20190528,Yongala,-19.30847,147.61842,2019-05-28 10:25:00,2019,5,28,10:25:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39995772.6893939,0,0,0,0,0,41967199.7474747,0,0,30463903.030303,76457256.6287879,3173323.23232323,0,0,0,199919363.636364,0,0,0,0,0,0,0,471380.471380471,0,0,0,0,12693292.9292929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39141884.2962963,0,0,0,0,0,0,0,0,179557206.228956,0,3966654.04040404,0,1983327.02020202,0,0,99728293.6658249,0,0,0,0,0,0,0,291549071.969697,22825614.84375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688655.215347924,0,0,0,594998.106060606,0,0,0,0,0,0,0,0,0,0,165277251.683502,0,0,0,0,2424242.42424242,0,0,0,0,0,22036966.8911336,0,0,916032639.73064,0,4759984.84848485,0,207323.784511785,0,0,0,0,0,0,201515151.515152,0,0,0,0,0,0,0,15383795.0318182,0,0,0,0,0,0,0,0,0,0,0
NSI20190527,North Stradbroke,-27.345,153.562,2019-05-27 10:15:00,2019,5,27,10:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56916252.8723404,0,0,0,0,0,276351301.196809,0,0,60656081.8191489,36094863.8297872,4010540.42553191,0,0,0,757992140.425532,0,0,0,0,0,0,0,595744.680851064,0,0,0,0,176463778.723404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98592452.1276596,0,0,0,0,0,0,3535959.80851064,0,0,0,0,0,0,0,0,39325228.8131649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751976.329787234,0,0,0,0,0,0,0,0,0,0,42361333.2446809,0,0,0,0,2872340.42553192,410679339.574468,0,0,0,0,0,0,0,259883019.574468,0,0,0,436703.290780142,0,0,0,0,0,0,425531.914893617,9023715.95744681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROT20190527,Rottnest Island,-32,115.41667,2019-05-27 09:28:00,2019,5,27,09:28:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3789251.32951733,0,0,0,0,0,1371205.53630363,0,0,8007944.01485149,3126037.57425743,1125995.62376238,0,0,0,0,76673.4589108911,0,0,0,398260.902262101,24300665.2227723,0,66006.600660066,0,0,0,0,1658925.41254125,0,0,0,135003.695682068,65665.797579758,0,914482.633663366,825082.508250825,0,0,0,0,0,0,3836679.74785479,0,0,0,0,0,0,0,0,25920709.5709571,0,1555242.57425743,0,0,0,0,18518273.3316832,0,0,0,0,0,0,0,2332863.86138614,12973639.1491337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350036.95682068,0,0,0,233286.386138614,0,0,0,0,0,0,0,198019.801980198,0,0,0,34560.9460946095,317960.704070407,0,0,432343.234323432,0,0,0,0,0,4320118.26182618,0,0,23888525.9405941,0,1866291.08910891,0,0,0,0,0,0,0,0,4245049.5049505,2592070.95709571,0,0,0,0,0,0,2267543.67326733,0,0,0,691218.921892189,0,0,0,0,0,0,0
PHB20190522,Port Hacking,-34.11923,151.22667,2019-05-23 08:50:00,2019,5,23,08:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22327869.178125,0,0,5541764.76,0,0,0,0,0,0,0,0,10799215.625,0,508937.58,0,0,0,39584034,0,0,0,0,0,0,0,320000,0,0,0,0,92991064,0,0,0,0,0,812886.4125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57491097,0,3141590,0,589048.125,0,0,0,0,0,0,0,0,0,0,0,27237585.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6636608.875,0,0,7720771.584,0,1720000,0,0,0,0,0,0,0,0,22619448,0,2827431,0,0,0,0,0,0,0,0,3150000,6204640.25,0,0,0,0,0,0,17176643.325,0,0,0,0,0,812101.015,0,0,0,0,0
KAI20190514,Kangaroo Island,-35.83217,136.44733,2019-05-14 15:35:00,2019,5,14,15:35:00,0,0,0,0,0,0,0,0,0,0,0,0,56284.9693540783,0,0,0,0,0,0,0,0,0,0,0,0,0,444355.021216407,299939.639321075,1599678.07637907,0,0,0,167966198.019802,0,0,0,0,0,0,0,147100.424328147,0,0,0,0,0,0,0,0,3041195.38887317,0,0,783842.257425743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999597.59547383,0,0,0,0,470127.612446959,0,0,0,0,0,0,1621073.77065064,0,799839.038189533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129159.192833569,2184093.80028289,0,557284.299858557,0,0,0,0,0,0,0,0,0,0,3199356.15275813,133306.506364922,0,0,0,0,0,0,0,16053748.2319661,355484.016973126,0,0,999798.797736917,0,0,0,0,0,0,0,2114389.30928807,0,0,148118.340405469,0,0,0,0
YON20190507,Yongala,-19.30847,147.61842,2019-05-07 11:30:00,2019,5,7,11:30:00,0,0,0,0,0,0,0,0,0,66639787.8787879,0,0,0,0,0,0,0,230218749.690341,0,0,0,0,0,655985411.931818,0,0,20134735.9090909,162470182.840909,5711981.81818182,0,0,0,0,0,0,0,0,0,69971777.2727273,0,787878.787878788,0,0,0,0,38079878.7878788,0,0,0,0,0,0,8396613.27272727,67878787.8787879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368932145.651515,0,7139977.27272727,0,7139977.27272727,0,0,73068147.4166667,0,0,0,0,0,0,0,104957665.909091,32241459.8721591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4897256,0,0,2479158.77525253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490873437.5,0,0,0,0,2393939.39393939,0,0,0,0,0,39666540.4040404,0,0,226194480,0,0,0,0,0,0,0,0,0,0,229090909.090909,0,0,0,0,0,0,0,2602521.71590909,0,0,0,0,0,649261.933333333,0,0,0,0,0
ROT20190507,Rottnest Island,-32,115.41667,2019-05-07 09:40:00,2019,5,7,09:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2743447.9009901,0,0,0,0,0,0,0,0,3750467.46782178,1371723.95049505,0,0,0,0,0,0,0,0,0,0,14288791.1509901,0,0,0,0,0,0,6220970.2970297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9720266.08910891,0,1944053.21782178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6237.62376237624,0,0,607516.630569307,0,0,0,0,0,0,0,0,0,0,0,594059.405940594,0,0,13141799.7524752,0,0,0,0,1594059.40594059,0,0,0,0,0,0,0,0,306818255.049505,0,1399718.31683168,0,243862.035643564,0,0,0,0,0,0,54752475.2475248,0,0,0,0,0,0,0,0,0,0,0,285127.805280528,0,0,0,0,0,0,0
MAI20190430,Maria Island,-42.59667,148.23333,2019-05-01 09:47:00,2019,5,1,09:47:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87628.8659793815,0,0,0,0,10364008.2474227,0,0,0,105428.143792955,0,0,0,0,0,0,0,0,2914877.31958763,0,2996170.00927835,0,0,0,0,0,0,0,0,80968814.4329897,0,0,0,0,0,2459427.73840206,0,0,0,0,0,0,0,492310.633956186,0,2436655.25934278,0,0,0,0,0,0,0,0,0,0,0,6679927.19072165,0,0,0,1349480240.54983,0,210856.287585911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6841864.81958763,0,0,7959558.33402062,0,0,0,0,0,0,0,0,0,0,5182004.12371134,0,0,0,158698.87628866,0,635659172.508591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7287193.29896907,3183086.51739691,0,1673355.49828179,0,0,0,0,0
NSI20190416,North Stradbroke,-27.345,153.562,2019-04-16 10:10:00,2019,4,16,10:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601907.761485826,0,0,0,0,0,12184025.7331378,0,0,73702.991202346,921287.390029326,165831.730205279,0,0,0,0,0,0,0,0,0,0,0,263929.618768329,0,0,0,0,27638621.7008798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78539750,0,0,0,0,0,4664017.41202346,4893571.5200391,0,0,0,0,0,0,0,0,17562040.872434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22705895.4667644,0,0,0,0,1603128.05474096,0,0,0,0,0,0,0,0,184748831.280547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023652.65558814,0,0,0,0,0,0,0
PHB20190408,Port Hacking,-34.11923,151.22667,2019-04-09 08:50:00,2019,4,9,08:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17699.0985915493,0,0,0,0,0,79516887.7347418,0,0,0,0,0,0,0,183098.591549296,0,0,0,0,10370565.5809859,0,0,0,96023.7553794992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184365.610328639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448008.433098592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96540.5377720871,0,0,0,0,0,0,0,0,1812387.69577465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67453.2312989045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1881635.41901408,0,0,0,1260876.40903756,0,1622417.37089202,0,0,0,0,0
NSI20190322,North Stradbroke,-27.345,153.562,2019-03-22 10:50:00,2019,3,22,10:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21762055.7291667,0,0,3100253.28947368,0,0,0,0,0,12148399.9269006,0,0,10706208.0263158,34906555.5555556,661387.368421053,0,0,0,0,0,0,0,0,5880753.08895793,0,0,1169590.64327485,0,0,0,0,22046245.6140351,0,0,0,1993475.62337557,0,0,0,0,0,0,0,0,0,0,0,0,0,59077.0487938597,0,0,0,0,0,35672050.1949318,0,10104529.2397661,0,574120.979532164,0,0,0,0,0,0,0,0,0,0,0,20504730.7839912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28706048.9766082,0,0,0,0,0,0,0,0,0,0,0,0,0,6468429.70272904,0,0,7525118.50292398,0,3654970.76023392,0,0,0,34453484.7949968,0,0,0,0,114640477.192982,0,0,0,0,0,0,0,0,0,0,170565.30214425,2755780.70175439,0,0,0,0,0,0,742200.6375,0,0,0,561362.73554256,0,0,255164.879792073,0,0,0,0
MAI20190320,Maria Island,-42.59667,148.23333,2019-03-21 09:35:00,2019,3,21,09:35:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008435.13956311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165048.54368932,0,0,0,0,915026.213592233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2821635.83398058,0,0,0,0,0,0,0,0,0,0,3336033.07038835,0,0,0,0,0,0,0,0,0,0,0,1390897.03379854,857837.075242719,3925319.48346481,0,0,0,0,0,0,0,0,0,0,0,571891.383495146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3221654.79368932,53376.5291262136,179446.807443366,3747947.37087379,0,7281.55339805825,0,0,0,0,0,0,0,0,1098031.45631068,0,0,0,0,0,0,0,107229.63440534,0,0,0,0,0,0,0,0,0,0,0,0,0,20588089.8058252,1016695.79288026,0,3151756.9579288,0,0,0,0,0
KAI20190320,Kangaroo Island,-35.83217,136.44733,2019-03-20 13:40:00,2019,3,20,13:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400690.20618557,0,242906.443298969,0,485812.886597938,0,0,0,0,0,0,0,256401.245704467,0,0,0,469072.164948454,0,0,0,0,1295501.03092784,0,0,0,105428.143792955,0,0,1428289.88659794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2186157.98969072,0,5667817.01030928,0,0,0,0,4820478.36726804,0,0,0,0,0,0,1476931.90186856,0,8055005.38458441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333996.359536083,0,0,0,0,0,0,0,0,0,0,0,0,477446.109106529,15919116.6680412,0,146907.216494845,0,0,0,9110637.98960481,0,0,0,0,1165950.92783505,0,2121167.02130584,485812.886597938,0,0,0,0,0,0,0,293170.103092784,182179.832474227,0,0,0,0,0,0,0,0,0,7287193.29896907,3252247.37972509,0,0,0,0,0,0,0
YON20190313,Yongala,-19.30847,147.61842,2019-03-13 10:10:00,2019,3,13,10:10:00,0,0,0,0,0,0,0,0,400713.010204082,0,0,0,0,0,0,0,0,25132720,0,0,0,0,0,0,0,0,2214072.95238095,6213277.84155329,601069.515306123,0,0,0,67319785.7142857,0,0,0,0,997330.158730159,0,0,74829.9319727891,0,0,0,0,0,0,0,0,0,0,498665.079365079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11540534.6938776,0,0,0,0,0,0,15904299.375,0,0,0,0,256152.425997387,0,0,0,2460878.77391582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2257349.95748299,0,0,0,0,210884.353741497,0,0,0,0,0,0,0,0,56505877.2789116,0,0,0,0,0,0,0,0,0,0,94285714.2857143,0,0,0,0,0,0,0,8120930.00739796,0,0,0,0,0,0,0,0,0,0,0
ROT20190306,Rottnest Island,-32,115.41667,2019-03-06 10:24:00,2019,3,6,10:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387755.102040816,0,0,0,0,0,0,0,0,0,261585.453061225,1538737.95918367,8463058.7755102,0,0,0,0,0,0,0,0,0,0,0,179591.836734694,0,0,0,0,0,0,0,0,333927.508503401,0,0,0,0,0,0,0,0,0,0,4744954.95346939,0,0,0,0,0,0,0,163265.306122449,0,0,1602852.04081633,0,0,0,0,0,0,0,0,0,0,0,2338977.86908163,0,694836.359693878,0,0,0,0,0,0,0,0,0,0,0,961711.224489796,0,0,0,0,0,0,0,0,0,144256.683673469,0,0,0,0,0,0,0,0,0,0,0,0,0,3151335.34040816,0,432653.06122449,0,0,0,0,0,0,0,0,0,0,839808.983945578,192342.244897959,1759290.4,0,0,6734.69387755102,0,0,0,81632.6530612245,0,0,0,0,0,0,0,0,0,0,0,6699921.53061225,0,1657349.01020408,0,0,0,0,0
