NRScode,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Amphipod,Appendicularian,Ascidian,Brachiopod,Bryozoan,Cephalochordate,Cephalopod,Chaetognath,Ciliophora,Cirripedia,Cladoceran,Cnidarian,Coelenterate,Copepod,Ctenophore,Cumacean,Decapod,Echinoderm,Egg,Euphausiid,Fish,Foraminifera,Hemichordata,Isopod,Mollusc,Mysida,Nematode,Nemertean,Noctilucaceae,Ostracod,Phoronid,Platyhelminthes,Polychaete,Radiozoa,Sipunculid,Thaliacean,Thecostraca,Urochordata
MAI20181018,Maria Island,-42.59667,148.23333,2018-10-19T08:45:00Z,2018,10,19,08:45:00,0,51.866,0,0,0,0,0,0,0,0,99.0169,4.7151,0,881.7222,0,0,4.7151,0,0,0,0,4.7151,0,0,4.7151,0,0,0,1240.0688,0,0,0,4.7151,0,0,0,0,0
YON20181011,Yongala,-19.30847,147.61842,2018-10-11T10:54:00Z,2018,10,11,10:54:00,0,901.7611,0,0,0,0,0,70.7264,0,0,53.0448,53.0448,0,4402.716,0,0,17.6816,0,0,0,0,0,0,17.6816,654.2188,0,0,0,17.6816,0,0,0,265.2239,0,0,0,0,0
YON20180927,Yongala,-19.30847,147.61842,2018-09-27T10:52:00Z,2018,9,27,10:52:00,0,183.8885,0,0,0,0,0,134.3801,14.1452,28.2905,0,28.2905,0,3897.022,0,0,14.1452,7.0726,0,0,0,56.5811,0,0,183.8886,0,0,0,0,14.1453,0,7.0726,42.4358,0,0,0,0,0
PHB20180927,Port Hacking,-34.11923,151.22667,2018-09-27T10:43:00Z,2018,9,27,10:43:00,0,7.0726,0,0,0,0,0,0,14.1452,0,0,21.2178,0,1315.5099,0,0,0,7.0726,0,7.0726,0,28.2905,0,7.0726,134.38,0,0,0,2701.7469,7.0726,0,0,21.2179,0,0,0,7.0726,0
ROT20180921,Rottnest Island,-32,115.41667,2018-09-21T09:27:00Z,2018,9,21,09:27:00,0,66.0113,0,0,9.4302,0,0,3.1434,0,0,40.8641,6.2868,0,792.1355,0,0,0,9.4302,0,0,3.1434,6.2868,0,0,53.4377,0,0,0,0,0,0,3.1434,3.1434,0,0,3.1434,0,0
MAI20180919,Maria Island,-42.59667,148.23333,2018-09-20T09:50:00Z,2018,9,20,09:50:00,0,240.4696,0,0,0,0,0,9.4302,0,4.7151,51.866,0,0,730.8394,0,0,4.7151,9.4302,0,4.7151,4.7151,0,0,0,23.5755,0,0,0,108.4471,0,0,0,9.4302,0,0,0,0,0
NSI20180913,North Stradbroke,-27.345,153.562,2018-09-13T10:20:00Z,2018,9,13,10:20:00,0,559.3812,0,0,0,0,0,77.156,0,6.4297,0,83.5858,0,2063.924,12.8593,0,0,19.289,0,0,0,77.156,0,0,218.6087,0,0,0,64.2967,6.4297,0,0,6.4297,0,0,70.7264,0,0
PHB20180905,Port Hacking,-34.11923,151.22667,2018-09-05T10:50:00Z,2018,9,5,10:50:00,0,35.3632,0,0,0,0,0,21.2179,0,3.5363,10.6089,3.5363,0,968.9509,0,0,0,35.3632,0,7.0726,0,0,3.5363,0,17.6815,0,0,0,1354.4098,0,0,0,14.1453,0,0,137.9164,0,0
ROT20180831,Rottnest Island,-32,115.41667,2018-08-31T10:07:00Z,2018,8,31,10:07:00,0,94.3018,0,0,31.4339,0,0,31.4339,0,15.717,62.8679,31.434,0,4777.9587,47.1509,0,0,15.717,0,0,0,0,0,15.717,408.6413,0,0,0,0,78.5849,0,0,78.5848,0,0,0,0,0
KAI20180820,Kangaroo Island,-35.83217,136.44733,2018-08-21T08:00:00Z,2018,8,21,08:00:00,0,14.1453,0,0,7.0726,0,0,14.1453,0,7.0726,0,0,0,2623.9476,0,0,0,0,0,0,0,7.0726,0,0,99.0169,0,0,0,56.5811,0,0,0,0,0,0,0,0,0
YON20180817,Yongala,-19.30847,147.61842,2018-08-17T10:23:00Z,2018,8,17,10:23:00,0,282.9055,0,0,0,0,0,0,318.2686,0,0,0,0,3713.134,0,0,0,53.0448,0,0,0,17.6816,0,0,159.1344,0,0,0,0,442.0398,0,0,53.0448,0,0,0,0,0
NSI20180817,North Stradbroke,-27.345,153.562,2018-08-17T10:20:00Z,2018,8,17,10:20:00,0,257.1868,0,0,0,0,0,90.0154,25.7187,0,0,12.8593,0,1575.2692,0,0,0,12.8593,0,0,0,25.7187,0,0,45.0077,0,0,0,0,0,0,0,25.7187,0,0,192.8902,0,0
DAR20180731_0630,Darwin,-12.4,130.76805,2018-07-31T16:00:00Z,2018,7,31,16:00:00,0,37.2244,0,0,37.2244,0,0,130.2854,148.8976,0,0,0,0,6179.2504,0,0,18.6122,74.4488,0,0,0,0,0,55.8366,316.4074,0,0,0,18.6122,186.122,0,0,93.061,0,0,0,0,0
ROT20180727,Rottnest Island,-32,115.41667,2018-07-27T09:33:00Z,2018,7,27,09:33:00,15.717,188.6037,0,0,94.3018,0,0,15.717,0,31.434,0,0,0,5689.5433,0,0,15.717,15.717,0,0,0,78.5849,0,15.717,565.8109,0,0,0,0,31.4339,0,0,78.5848,15.717,0,0,0,0
PHB20180724,Port Hacking,-34.11923,151.22667,2018-07-25T09:33:00Z,2018,7,25,09:33:00,0,219.2517,0,0,0,0,0,7.0726,42.4358,0,0,14.1452,0,2150.0807,0,0,7.0726,0,0,0,0,42.4358,0,0,7.0726,0,0,0,14.1453,7.0726,0,0,35.3631,14.1453,0,0,0,0
YON20180720,Yongala,-19.30847,147.61842,2018-07-20T10:56:00Z,2018,7,20,10:56:00,0,548.1293,0,0,0,0,0,26.5224,8.8408,0,0,26.5224,0,1684.1716,0,0,44.204,35.3632,0,0,0,0,0,8.8408,88.408,0,0,0,0,0,0,0,17.6816,0,0,0,0,0
ROT20180719,Rottnest Island,-32,115.41667,2018-07-19T09:35:00Z,2018,7,19,09:35:00,0,102.1603,0,0,23.5755,0,0,62.8679,0,7.8585,0,15.717,0,2970.508,15.717,0,31.434,31.434,0,7.8585,15.717,15.717,0,0,94.3019,0,0,0,0,15.717,0,0,7.8585,0,0,15.717,0,0
NSI20180718,North Stradbroke,-27.345,153.562,2018-07-18T10:20:00Z,2018,7,18,10:20:00,0,495.0845,0,0,0,0,0,45.0077,45.0076,25.7187,6.4297,6.4297,0,2134.6506,0,0,6.4297,6.4297,0,0,0,25.7187,0,0,128.5934,0,0,0,38.578,6.4297,0,0,19.2891,0,0,25.7187,0,0
MAI20180711,Maria Island,-42.59667,148.23333,2018-07-12T08:40:00Z,2018,7,12,08:40:00,0,53.7521,0,0,0,0,0,8.4872,0,0,1.886,0,0,175.4009,0,0,0,0,0,0,0,0,0,0.943,3.7721,0,0,0,0,0,0,0,0,0,0,0,0,0
MAI20180627,Maria Island,-42.59667,148.23333,2018-06-28T09:00:00Z,2018,6,28,09:00:00,0,188.6036,0,0,0,0,0,4.7151,0,0,47.1509,0,0,740.2697,0,0,0,0,0,14.1453,0,4.7151,0,0,66.0113,0,0,0,4.7151,0,0,0,0,0,0,0,0,0
YON20180621,Yongala,-19.30847,147.61842,2018-06-21T11:30:00Z,2018,6,21,11:30:00,0,297.0507,0,0,0,0,0,14.1453,0,0,0,0,0,3359.5019,0,0,42.4358,14.1453,0,0,0,0,0,14.1453,113.162,0,0,0,0,42.4358,0,14.1453,113.1622,0,0,0,0,0
ROT20180620,Rottnest Island,-32,115.41667,2018-06-20T09:56:00Z,2018,6,20,09:56:00,0,526.5185,0,0,15.717,0,0,78.5848,0,0,0,15.717,0,2176.8009,15.717,0,23.5755,0,0,0,0,15.717,0,0,94.3018,0,0,0,0,31.434,0,0,15.717,0,0,0,0,0
MAI20180605,Maria Island,-42.59667,148.23333,2018-06-06T09:30:00Z,2018,6,6,09:30:00,0,127.3075,0,0,0,0,0,37.7207,0,0,18.8604,4.7151,0,1065.6109,0,0,0,4.7151,0,14.1453,0,0,0,0,18.8604,0,0,0,9.4302,0,0,0,9.4302,0,0,9.4302,0,0
YON20180602,Yongala,-19.30847,147.61842,2018-06-03T09:10:00Z,2018,6,3,09:10:00,0,52.3375,0,0,1.4145,0,0,2.829,5.6581,1.4145,0,0,0,339.4864,0,0,2.829,5.6581,0,0,0,1.4145,0,1.4145,12.7307,0,0,0,0,1.4145,0,0,8.4871,0,0,0,0,0
NSI20180530,North Stradbroke,-27.345,153.562,2018-05-30T10:20:00Z,2018,5,30,10:20:00,0,218.6087,0,0,0,0,0,19.289,6.4296,3.2148,0,6.4297,0,1064.11,0,0,6.4296,0,9.6445,0,0,12.8593,0,0,115.7341,0,0,0,9.6445,3.2148,0,0,3.2148,0,0,9.6445,0,0
PHB20180528,Port Hacking,-34.11923,151.22667,2018-05-29T09:50:00Z,2018,5,29,09:50:00,0,332.4138,0,0,0,0,0,28.2905,7.0726,21.2179,56.5811,28.2905,0,2631.0201,0,0,35.3631,0,0,0,7.0726,120.2349,0,0,926.5153,0,0,0,120.2348,7.0726,0,0,35.3632,0,0,7.0726,0,0
KAI20180515,Kangaroo Island,-35.83217,136.44733,2018-05-16T08:15:00Z,2018,5,16,08:15:00,0,35.3632,0,0,3.5363,0,0,31.8268,0,0,7.0726,3.5363,0,1209.4205,0,0,10.6089,0,0,0,0,0,0,3.5363,24.7542,0,0,0,3.5363,0,0,0,7.0726,0,0,0,0,0
ROT20180511,Rottnest Island,-32,115.41667,2018-05-11T09:21:00Z,2018,5,11,09:21:00,3.6837,58.9387,0,0,7.3673,0,0,18.4183,3.6837,7.3673,14.7347,7.3674,0,1057.2125,0,0,11.0511,0,0,0,0,3.6837,0,0,18.4183,0,0,0,0,0,0,0,14.7347,3.6837,0,14.7346,0,0
DAR20180509,Darwin,-12.4,130.76805,2018-05-10T07:02:00Z,2018,5,10,07:02:00,0,685.1616,0,0,0,0,0,44.204,44.204,0,0,22.102,0,7492.574,0,0,0,0,0,0,44.204,0,0,0,1370.3231,0,0,0,0,44.204,0,0,44.204,0,0,0,0,0
YON20180425,Yongala,-19.30847,147.61842,2018-04-26T09:48:00Z,2018,4,26,09:48:00,0,198.0338,0,0,0,0,0,14.1453,0,0,0,14.1453,0,3465.5918,0,0,14.1453,14.1453,0,0,0,0,0,0,42.4358,0,0,0,0,0,0,0,14.1453,0,0,0,0,0
MAI20180418,Maria Island,-42.59667,148.23333,2018-04-19T09:30:00Z,2018,4,19,09:30:00,0,235.7546,0,0,0,0,0,0,0,9.4302,433.7884,0,0,1579.5557,0,0,4.7151,4.7151,0,0,0,9.4302,0,4.7151,113.1622,4.7151,0,0,1433.3876,33.0056,0,0,0,0,0,61.2962,0,0
NSI20180417,North Stradbroke,-27.345,153.562,2018-04-17T10:15:00Z,2018,4,17,10:15:00,0,276.4759,0,0,0,0,0,6.4297,0,0,0,6.4297,0,1793.8782,0,0,0,0,0,0,0,25.7187,0,0,38.578,0,0,0,0,6.4297,0,0,19.289,0,0,19.2891,0,0
YON20180329,Yongala,-19.30847,147.61842,2018-03-29T10:27:00Z,2018,3,29,10:27:00,27.2024,326.4294,0,0,0,0,0,81.6073,0,0,0,27.2024,0,5277.2741,0,0,0,0,0,0,0,27.2024,0,0,108.8098,0,0,0,0,27.2024,0,0,81.6073,0,0,0,0,0
ROT20180328,Rottnest Island,-32,115.41667,2018-03-28T09:23:00Z,2018,3,28,09:23:00,0,353.6318,0,0,46.1259,0,0,30.7506,0,0,1891.1614,30.7506,0,2475.4228,0,0,46.1259,30.7506,0,0,0,0,0,0,46.1259,0,0,0,0,0,0,0,30.7506,0,0,153.753,0,0
PHB20180326,Port Hacking,-34.11923,151.22667,2018-03-27T09:40:00Z,2018,3,27,09:40:00,0,91.9444,0,0,0,0,0,7.0726,3.5363,3.5363,10.609,7.0726,0,1145.7667,0,0,7.0726,0,0,0,0,14.1453,0,0,14.1452,0,0,0,49.5085,0,0,0,7.0726,0,0,7.0726,0,0
NSI20180320,North Stradbroke,-27.345,153.562,2018-03-20T10:40:00Z,2018,3,20,10:40:00,6.4297,347.2022,0,0,0,0,0,6.4297,19.289,0,0,12.8594,0,1523.8318,0,0,6.4297,12.8593,0,0,0,19.289,0,0,70.7263,0,0,0,0,0,0,0,19.2891,0,0,250.7571,0,0
MAI20180315,Maria Island,-42.59667,148.23333,2018-03-16T08:45:00Z,2018,3,16,08:45:00,0,202.7489,0,0,4.7151,0,0,51.866,0,0,429.0732,37.7208,0,2131.2212,0,0,0,23.5755,0,9.4302,0,4.7151,0,0,377.2072,0,0,0,598.8165,0,0,0,0,0,0,174.4584,0,0
KAI20180307,Kangaroo Island,-35.83217,136.44733,2018-03-07T12:20:00Z,2018,3,7,12:20:00,0,325.3413,0,0,0,0,0,14.1453,0,0,678.9731,0,0,2532.0039,0,0,28.2906,0,0,0,0,0,0,0,84.8717,0,0,0,1103.3312,0,0,0,0,0,0,311.196,0,0
NSI20180302,North Stradbroke,-27.345,153.562,2018-03-02T10:25:00Z,2018,3,2,10:25:00,0,189.6753,0,0,0,0,0,6.4297,0,0,0,6.4296,0,797.2784,0,0,0,3.2148,0,0,3.2148,3.2148,0,0,54.6522,0,0,0,0,0,0,0,16.0742,0,0,6.4297,0,0
MAI20180301,Maria Island,-42.59667,148.23333,2018-03-02T09:30:00Z,2018,3,2,09:30:00,0,146.1678,0,0,0,0,0,14.1453,0,4.7151,169.7433,23.5755,0,928.873,0,0,9.4302,18.8604,0,14.1453,0,84.8716,0,0,202.749,4.7151,0,0,0,0,0,0,0,0,0,51.866,0,0
PHB20180221,Port Hacking,-34.11923,151.22667,2018-02-22T09:18:00Z,2018,2,22,09:18:00,0,99.0169,0,0,7.0726,0,0,56.5811,35.3631,0,148.5254,0,0,1718.6495,0,0,0,7.0726,0,0,0,14.1453,0,0,148.5253,0,0,0,7.0726,0,0,0,7.0726,0,0,0,0,0
ROT20180221,Rottnest Island,-32,115.41667,2018-02-21T10:05:00Z,2018,2,21,10:05:00,15.717,345.7733,0,0,47.1509,0,0,0,0,0,1335.9423,0,0,3520.6014,0,0,31.4339,31.4339,0,0,0,47.1509,0,31.4339,188.6036,0,0,0,0,15.717,0,15.717,0,0,0,15.717,0,0
YON20180220,Yongala,-19.30847,147.61842,2018-02-20T10:30:00Z,2018,2,20,10:30:00,0,408.0366,0,0,0,0,0,163.2147,0,27.2024,0,27.2024,0,7045.4327,0,0,27.2024,27.2024,0,0,0,0,0,0,761.6684,0,0,0,0,0,0,0,0,0,0,0,0,0
DAR20180209_0030,Darwin,-12.4,130.76805,2018-02-09T10:00:00Z,2018,2,9,10:00:00,0,1004.1396,0,0,0,43.6582,0,43.6582,43.6582,174.633,87.3164,0,0,13053.8153,0,0,43.6582,87.3164,0,0,0,1047.7979,0,0,873.1648,0,0,0,0,0,0,0,130.9747,0,0,0,0,0
YON20180130,Yongala,-19.30847,147.61842,2018-01-30T10:05:00Z,2018,1,30,10:05:00,0,1264.9138,0,0,0,13.6012,0,54.4049,54.4049,0,0,27.2024,0,3577.1214,0,0,0,13.6012,0,0,0,0,0,0,612.0552,0,0,0,0,0,0,0,13.6012,0,0,95.2085,0,0
ROT20180125,Rottnest Island,-32,115.41667,2018-01-25T10:00:00Z,2018,1,25,10:00:00,0,345.5947,0,0,8.0371,0,0,0,0,48.2225,819.7828,0,0,2065.5315,0,0,40.1855,8.0371,0,0,8.0371,0,0,0,200.9271,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB20180123,Port Hacking,-34.11923,151.22667,2018-01-24T09:41:00Z,2018,1,24,09:41:00,0,70.7263,0,0,0,0,0,28.2905,35.3632,28.2905,431.4308,28.2905,0,1421.599,0,0,0,0,0,0,0,0,0,0,155.5979,0,0,0,56.5811,0,0,0,14.1453,0,0,0,0,0
NSI20180123,North Stradbroke,-27.345,153.562,2018-01-23T10:20:00Z,2018,1,23,10:20:00,12.8593,90.0154,0,0,6.4297,0,0,45.0077,0,0,6.4297,6.4297,0,2784.0467,0,0,12.8594,0,0,0,6.4297,64.2967,0,0,115.7341,0,0,6.4297,0,0,0,0,25.7188,0,0,96.4451,0,0
MAI20180116,Maria Island,-42.59667,148.23333,2018-01-17T10:30:00Z,2018,1,17,10:30:00,4.7151,89.5867,0,0,0,0,0,37.7207,0,0,0,4.7151,0,834.5713,0,0,0,4.7151,0,9.4302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.7264,0,0
NSI20171219,North Stradbroke,-27.345,153.562,2017-12-19T10:45:00Z,2017,12,19,10:45:00,6.4297,57.867,0,0,0,0,0,19.289,0,0,12.8594,0,0,2308.2514,6.4297,0,0,6.4297,0,0,0,19.289,0,0,70.7263,0,0,0,0,6.4297,0,0,19.289,0,0,25.7187,0,0
MAI20171217,Maria Island,-42.59667,148.23333,2017-12-18T09:40:00Z,2017,12,18,09:40:00,0.7858,0.7858,0,0,1.5717,0,0,4.7151,0,0,0,0,0,185.4595,0,0,3.1433,0,0,9.4301,0,1.5717,0,0,3.1433,0,0,0,0,0,0,0.7858,8.6443,0,0,0.7858,0,0
YON20171215,Yongala,-19.30847,147.61842,2017-12-15T10:44:00Z,2017,12,15,10:44:00,0,1086.1549,0,0,0,0,0,75.7782,0,0,75.7782,25.2594,0,5203.439,25.2594,0,75.7782,0,0,0,0,25.2594,0,0,126.297,0,0,0,0,0,0,25.2594,176.8159,0,0,378.8912,0,0
ROT20171214,Rottnest Island,-32,115.41667,2017-12-14T09:37:00Z,2017,12,14,09:37:00,23.5755,432.2166,0,0,7.8585,0,0,7.8585,0,0,1108.0463,47.1509,0,3654.1959,0,0,47.151,7.8585,15.717,0,7.8585,0,0,7.8585,762.2731,0,0,0,0,0,0,0,102.1603,0,0,15.717,0,0
PHB20171211,Port Hacking,-34.11923,151.22667,2017-12-12T08:54:00Z,2017,12,12,08:54:00,0,158.7735,0,0,0,0,0,7.217,0,0,252.5942,7.217,0,1284.6225,0,0,0,0,0,7.217,0,0,0,0,21.651,0,0,0,9403.7191,7.217,0,0,14.434,0,0,28.8679,0,0
YON20171130,Yongala,-19.30847,147.61842,2017-11-30T10:34:00Z,2017,11,30,10:34:00,0,272.0244,0,0,0,0,0,54.4049,0,13.6012,0,0,0,2305.407,0,0,0,40.8037,0,0,0,0,0,0,54.4049,0,0,0,0,163.2147,0,0,0,0,0,0,0,0
KAI20171129,Kangaroo Island,-35.83217,136.44733,2017-11-29T14:50:00Z,2017,11,29,14:50:00,0,70.7263,0,0,0,0,0,106.0895,7.0726,14.1453,63.6537,14.1452,0,3444.3734,0,0,0,28.2905,0,0,14.1453,0,0,0,35.3632,0,0,0,14.1453,0,0,0,21.2179,0,0,0,14.1453,0
MAI20171123,Maria Island,-42.59667,148.23333,2017-11-24T09:50:00Z,2017,11,24,09:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,234.8115,0,0,1.886,0,0,2.829,1.886,0,0,0,5.6581,0,0,0,0,0,0,0,0,0,0,0,0,0
ROT20171123,Rottnest Island,-32,115.41667,2017-11-23T10:05:00Z,2017,11,23,10:05:00,7.6876,269.0677,0,0,7.6876,0,0,0,0,0,768.7648,7.6876,0,2075.6641,0,0,38.4382,15.3753,0,0,0,15.3753,0,0,107.627,0,0,0,30.7506,0,0,0,38.4382,0,0,23.0629,0,0
NSI20171116,North Stradbroke,-27.345,153.562,2017-11-16T10:30:00Z,2017,11,16,10:30:00,0,109.3044,0,0,0,0,0,19.289,12.8594,6.4297,6.4297,6.4297,0,1613.847,0,0,0,6.4297,0,0,0,25.7187,0,0,128.5934,0,0,0,0,12.8593,0,0,0,0,0,38.578,0,0
ROT20171103,Rottnest Island,-32,115.41667,2017-11-03T09:25:00Z,2017,11,3,09:25:00,0,502.943,0,0,62.8679,0,0,0,0,0,2797.6205,31.4339,0,2616.8757,0,0,31.434,78.5849,0,0,15.717,15.717,0,0,62.8679,0,0,15.717,0,0,0,0,15.717,0,0,15.717,0,0
YON20171025,Yongala,-19.30847,147.61842,2017-10-26T09:56:00Z,2017,10,26,09:56:00,0,353.6318,0,0,0,0,0,27.2024,0,0,0,81.6072,0,7616.6846,0,0,0,27.2024,0,0,0,0,0,0,1305.7174,0,0,0,0,81.6073,27.2024,27.2024,54.4049,0,0,0,27.2024,0
PHB20171024,Port Hacking,-34.11923,151.22667,2017-10-25T09:01:00Z,2017,10,25,09:01:00,0,60.1174,0,0,0,0,0,0,1.7682,0,254.6149,15.9134,0,217.4841,0,0,1.7682,1.7682,0,3.5364,0,0,0,0,1.7682,0,0,0,898.2248,1.7682,1.7682,0,1.7682,0,0,5.3045,0,0
NSI20171023,North Stradbroke,-27.345,153.562,2017-10-23T10:25:00Z,2017,10,23,10:25:00,0,166.2069,0,0,0,0,0,14.1453,0,0,10.6089,7.0726,0,1333.1917,0,0,0,17.6816,0,0,3.5363,3.5363,0,0,215.7154,0,0,0,45.9721,10.609,0,0,17.6815,7.0726,0,10.609,0,0
MAI20171015,Maria Island,-42.59667,148.23333,2017-10-16T09:50:00Z,2017,10,16,09:50:00,0,25.1472,0,0,0,0,0,1.5717,0,0,7.8585,0,0,378.7792,0,0,11.0019,0,0,4.7151,0,4.7151,0,0,33.0057,0,0,0,0,0,0,0,0,0,0,0,0,0
DAR20171009,Darwin,-12.4,130.76805,2017-10-10T07:57:00Z,2017,10,10,07:57:00,0,88.4079,0,0,0,0,0,0,44.204,0,0,0,0,2674.3407,0,0,22.102,0,0,0,0,861.9775,0,0,994.5894,0,0,0,0,66.306,0,0,88.408,0,0,0,0,0
NSI20170927,North Stradbroke,-27.345,153.562,2017-09-27T10:40:00Z,2017,9,27,10:40:00,12.8593,321.4835,0,0,0,0,0,25.7187,25.7187,12.8593,205.7494,0,0,2475.4226,0,0,12.8593,12.8593,12.8593,0,0,38.578,0,0,437.2175,0,0,0,0,12.8593,0,0,25.7187,12.8593,0,270.0461,0,0
MAI20170921,Maria Island,-42.59667,148.23333,2017-09-22T09:15:00Z,2017,9,22,09:15:00,0,1.886,0,0,0,0,0,5.6581,0,0,0,3.7721,0,329.1134,0,0,5.6581,0,0.943,20.7464,0.943,0,0,0,1.886,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB20170921,Port Hacking,-34.11923,151.22667,2017-09-22T08:48:00Z,2017,9,22,08:48:00,0,24.7543,0,0,0,0,0,0,3.5364,21.2179,51.2767,1.7682,0,350.0958,0,0,0,0,0,0,0,65.4218,0,0,12.3771,0,0,1.7682,244.0059,3.5364,0,0,1.7682,0,0,1.7682,0,0
ROT20170914,Rottnest Island,-32,115.41667,2017-09-14T09:45:00Z,2017,9,14,09:45:00,0,78.5848,0,0,31.4339,0,0,47.1509,0,0,15.717,15.717,0,3159.1108,15.717,0,31.4339,15.717,0,0,0,0,0,0,62.8679,0,0,0,0,0,0,0,0,15.717,0,0,0,0
KAI20170908,Kangaroo Island,-35.83217,136.44733,2017-09-08T15:00:00Z,2017,9,8,15:00:00,0,166.2069,0,0,7.0726,0,0,38.8995,3.5363,3.5363,53.0447,3.5363,0,2203.1259,0,0,3.5363,0,0,0,0,3.5363,0,0,21.2179,0,0,0,130.8438,0,0,0,3.5363,0,0,0,0,0
YON20170906,Yongala,-19.30847,147.61842,2017-09-06T10:00:00Z,2017,9,6,10:00:00,0,509.2298,0,0,0,0,0,28.2906,42.4358,0,0,28.2906,0,5629.8183,0,0,42.4358,42.4359,0,0,0,14.1453,0,0,2164.2267,0,0,0,0,42.4358,0,0,0,0,0,0,0,0
NSI20170829,North Stradbroke,-27.345,153.562,2017-08-29T11:50:00Z,2017,8,29,11:50:00,0,372.9207,0,0,0,0,0,25.7187,167.1713,0,0,0,0,2514.0005,0,0,0,0,0,0,0,77.156,0,0,424.3582,0,0,0,0,0,12.8593,0,0,12.8593,0,115.734,0,0
PHB20170821,Port Hacking,-34.11923,151.22667,2017-08-22T09:50:00Z,2017,8,22,09:50:00,0,353.6317,0,0,0,0,0,0,0,0,42.4358,14.1452,0,1492.3257,0,0,7.0726,0,0,0,0,0,0,14.1453,70.7263,0,0,0,113.1622,0,0,0,7.0726,0,0,212.179,7.0726,0
YON20170816,Yongala,-19.30847,147.61842,2017-08-16T10:24:00Z,2017,8,16,10:24:00,0,130.1365,0,0,0,0,0,0,0,5.6581,0,11.3162,0,2500.8837,0,0,11.3162,107.504,0,0,0,33.9486,0,0,237.6405,0,0,5.6581,0,5.6581,0,0,16.9743,0,0,0,0,0
ROT20170802,Rottnest Island,-32,115.41667,2017-08-02T09:33:00Z,2017,8,2,09:33:00,15.717,220.0376,0,0,15.717,0,0,15.717,0,0,0,31.4339,0,4039.2613,0,0,0,15.717,0,0,0,125.7358,0,0,220.0376,0,0,0,0,15.717,0,15.717,78.5848,0,0,0,0,0
MAI20170801,Maria Island,-42.59667,148.23333,2017-08-01T10:01:00Z,2017,8,1,10:01:00,0,0.7254,0,0,0,0,0,1.0881,0,0,0,0.7253,0,36.6315,0,0,3.2643,0,0,1.6321,0,0,0,0.1813,2.5388,0,0,0,0,0.1813,0,0,0.1813,0,0,0,0,0
YON20170724,Yongala,-19.30847,147.61842,2017-07-24T10:45:00Z,2017,7,24,10:45:00,7.0726,42.4358,0,0,0,0,0,28.2905,0,0,0,14.1452,0,2051.0643,0,0,0,21.2179,0,0,0,0,0,14.1453,162.6707,0,0,0,0,28.2905,0,0,35.3631,0,0,0,0,0
NSI20170717,North Stradbroke,-27.345,153.562,2017-07-17T11:05:00Z,2017,7,17,11:05:00,0,147.8824,0,0,0,0,0,19.289,25.7187,0,0,6.4297,0,1707.0765,0,0,6.4297,6.4297,0,0,0,19.289,0,0,64.2968,0,0,0,6.4297,12.8594,0,0,0,0,0,0,0,0
PHB20170716,Port Hacking,-34.11923,151.22667,2017-07-17T09:42:00Z,2017,7,17,09:42:00,0,259.3301,0,0,0,0,0,14.1453,4.7151,28.2906,4.7151,4.7151,0,1225.9241,4.7151,0,0,4.7151,0,0,0,28.2905,0,0,42.4359,0,0,0,4.7151,18.8604,0,0,37.7208,14.1453,0,23.5755,0,0
DAR20170715_0630,Darwin,-12.4,130.76805,2017-07-15T16:00:00Z,2017,7,15,16:00:00,0,0,0,0,66.306,0,0,110.5099,88.4079,0,0,22.102,0,4862.4372,0,0,22.102,0,0,0,44.204,486.2437,0,0,2188.0968,0,0,0,0,265.2238,0,0,88.4079,0,0,0,0,0
YON20170705,Yongala,-19.30847,147.61842,2017-07-05T10:21:00Z,2017,7,5,10:21:00,0,480.9392,14.1453,0,0,0,0,0,0,0,0,0,0,4696.2303,0,0,0,42.4358,0,0,0,14.1453,0,0,155.598,0,0,0,0,14.1453,28.2905,0,0,0,0,0,0,0
NSI20170627,North Stradbroke,-27.345,153.562,2017-06-27T10:20:00Z,2017,6,27,10:20:00,6.4297,173.6011,0,0,0,0,0,25.7187,12.8594,6.4297,0,6.4297,0,1633.136,0,0,0,19.289,0,0,0,45.0077,0,0,135.0231,0,0,0,0,6.4297,0,0,6.4297,0,0,12.8593,0,0
MAI20170626,Maria Island,-42.59667,148.23333,2017-06-27T09:25:00Z,2017,6,27,09:25:00,0,2.4038,0,0,0,0,0,0.5547,0,0,0,0,0,18.7686,0,0,0,0,0,0,0,0,0,0,0.8322,0,0,0,0,0,0,0,0,0,0,0,0,0
ROT20170626,Rottnest Island,-32,115.41667,2017-06-26T09:46:00Z,2017,6,26,09:46:00,15.717,31.4339,0,0,78.5848,0,0,31.434,0,31.434,31.434,31.4339,0,4730.8079,0,0,47.1509,0,0,15.717,0,47.1509,0,0,392.9242,0,0,15.717,0,78.5849,0,0,0,110.0188,15.717,0,0,0
PHB20170614,Port Hacking,-34.11923,151.22667,2017-06-15T08:52:00Z,2017,6,15,08:52:00,0,127.3075,0,0,0,0,0,21.2179,49.5084,21.2179,226.3244,21.2178,0,2970.5064,0,0,0,35.3632,0,0,14.1452,91.9442,0,7.0726,113.1621,0,0,14.1453,7.0726,21.2179,0,0,7.0726,7.0726,0,0,0,0
