NRScode,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Acanthostomella,Actiniscus,Actinocyclus,Actinoptychus,Akashiwo,Alexandrium,Amphidinium,Amphiprora,Amphisolenia,Amphora,Amphorides,Anabaena,Ascampbelliella,Asterionellopsis,Asteromphalus,Attheya,Bacillaria,Bacteriastrum,Bellerochea,Biddulphia,Brachidinium,Calciosolenia,Campylodiscus,Cerataulina,Ceratium,Ceratocorys,Ceratoperidinium,Chaetoceros,Chaetoceros (Hyalochaete),Chaetoceros (Phaeoceros),Chamaesiphon,Cladopyxis,Climacocylis,Climacodium,Cocconeis,Cochlodinium,Codonella,Codonellopsis,Corethron,Coscinodiscus,Cyclotella,Cylindrotheca,Cymatocylis,Cymatosira,Cymbella,Cyttarocylis,Dactyliosolen,Dactyliosolen cf.,Dadayiella,Detonula,Dictyocha,Dictyocysta,Dinophysis,Diploneis,Ditylum,Entomoneis,Ephemera,Epiplocylis,Epiplocyloides,Eucampia,Euglena,Eutintinnus,Eutreptiella,Favella,Fragilaria,Fragilariopsis,Goniodoma,Gonyaulax,Gossleriella,Grammatophora,Guinardia,Gymnodinium,Gyrodinium,Gyrosigma,Haslea,Helicostomella,Helicotheca,Hemiaulus,Hemidiscus,Heterocapsa,Heterosigma,Heterosigma cf.,Karenia,Kofoidinium,Laboea,Lauderia,Leptocylindrus,Licmophora,Lingulodinium,Lioloma cf.,Lithodesmium,Lyrella,Manguinea,Mastogloia,Melosira,Membraneis,Mesodinium,Mesoporos,Meuniera,Navicula,Neostreptotheca,Nitzschia,Noctiluca,Nodularia,Octactis,Odontella,Ormosella,Ornithocercus,Oxytoxum,Palmerina,Paralia,Parundella,Peridinium,Phaeocystis,Phalacroma,Planktoniella,Pleurosigma,Podolampas,Porosira,Proboscia,Pronoctiluca,Prorocentrum,Protoperidinium,Protorhabdonella,Pseudo-nitzschia,Pseudosolenia,Pterosperma,Pyrocystis,Pyrophacus,Pyrophacus cf.,Rhabdonella,Rhabdonema,Rhaphoneis,Rhizosolenia,Rotalia,Salpingella,Scrippsiella,Skeletonema,Steenstrupiella,Stephanopyxis,Striatella,Strombidium,Surirella,Synedra,Thalassionema,Thalassiosira,Thalassiothrix,Tintinnidium,Tintinnopsis,Toxarium,Triadinium,Triceratium,Trichodesmium,Trigonium,Tripos,Tripos (Amphiceratium),Tripos (Ceratium),Tripos (gametes),Tripos (Tripoceratium),Tryblionella,Undella,Vorticella,Xystonella,Xystonellopsis
ROT20180511,Rottnest Island,-32,115.41667,2018-05-11 09:21:00,2018,5,11,09:21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1458.33,0,0,0,0,0,520.83,0,0,0,3854.16,2395.82,1666.67,0,0,0,104.17,0,0,0,0,0,10.42,0,1562.5,0,0,0,0,937.5,0,0,0,104.17,0,0,104.17,312.5,0,0,0,0,104.17,0,104.17,0,0,0,729.17,0,0,0,0,104.17,0,0,0,0,0,0,312.5,0,0,0,0,0,0,0,104.17,416.67,104.17,0,0,0,0,0,104.17,0,0,0,0,208.33,0,104.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.17,0,0,0,0,0,0,0,23229.16,0,0,0,0,0,0,0,0,729.17,0,0,0,0,0,104.17,0,0,0,0,937.5,416.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAR20180509,Darwin,-12.4,130.76805,2018-05-10 07:02:00,2018,5,10,07:02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486.11,138.89,0,0,0,0,0,0,0,0,0,763.89,625,138.89,0,0,0,0,0,0,0,0,0,79.86,0,4444.44,0,0,0,0,69.44,0,0,0,0,208.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.33,0,138.89,0,0,0,0,0,0,0,0,0,0,0,208.33,69.44,138.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.89,69.44,138.89,0,69.44,0,902.78,0,0,0,0,0,902.78,0,0,0,0,0,0,0,4722.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,416.67,0,0,347.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20180425,Yongala,-19.30847,147.61842,2018-04-26 09:48:00,2018,4,26,09:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.1,0,0,0,0,0,25.51,0,0,0,204.08,0,25.51,0,0,0,0,0,0,0,0,0,0,0,51.02,0,0,0,0,0,0,25.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.12,0,0,0,102.04,0,0,102.04,0,0,0,0,0,0,0,0,76.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.02,0,0,0,0,0,25.51,0,0,0,0,0,0,0,76.53,0,0,51.02,0,0,0,0,0,0,0,102.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAI20180418,Maria Island,-42.59667,148.23333,2018-04-19 09:30:00,2018,4,19,09:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,204.08,0,0,0,340.14,0,0,0,0,0,680.27,0,0,0,680.28,0,68.03,0,0,0,0,0,0,0,0,0,0,0,816.33,0,0,0,0,1360.54,0,0,0,136.05,68.03,0,0,0,0,0,0,0,1836.73,0,0,612.24,0,0,0,0,0,0,0,272.11,0,544.22,0,0,0,0,1632.65,0,0,0,0,0,0,68.03,680.27,1292.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,0,0,0,0,68.03,0,0,0,0,0,0,0,68.03,0,0,68.03,0,204.08,0,0,5918.37,0,0,0,0,0,0,0,0,340.14,0,136.05,68.03,0,0,476.19,0,0,0,0,0,816.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.03,0,0,0
NSI20180417,North Stradbroke,-27.345,153.562,2018-04-17 10:15:00,2018,4,17,10:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.17,0,0,0,0,0,0,0,26.04,0,0,0,0,0,0,0,0,26.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.42,0,0,0,104.17,0,0,0,0,0,26.04,0,0,0,0,0,0,0,52.08,0,0,0,0,0,0,0,0,0,0,0,52.08,0,0,0,0,0,0,0,0,0,0,26.04,0,0,0,0,0,0,0
YON20180329,Yongala,-19.30847,147.61842,2018-03-29 10:27:00,2018,3,29,10:27:00,25.51,0,0,0,0,0,0,0,0,0,25.51,0,25.51,0,0,0,0,153.06,0,0,0,0,0,0,25.51,0,0,0,0,0,0,0,25.51,51.02,0,0,0,0,0,0,0,102.04,0,0,0,0,0,0,25.51,0,25.51,0,0,0,0,0,0,0,0,0,0,25.51,0,0,0,0,0,0,0,0,0,0,0,51.02,25.51,0,0,153.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.51,0,25.51,0,25.51,0,25.51,0,0,0,0,0,0,0,127.55,0,25.51,0,0,0,0,0,0,0,0,25.51,0,0,0,0,0,0,0,2168.37,0,0,0,25.51,0,0,0,0,0,0,0
ROT20180328,Rottnest Island,-32,115.41667,2018-03-28 09:23:00,2018,3,28,09:23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.02,0,0,0,0,0,0,0,0,0,127.55,127.55,127.55,0,0,0,280.61,0,0,0,0,25.51,0,0,127.55,0,0,0,0,76.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.53,0,0,0,0,0,0,153.06,0,0,0,0,0,0,0,0,153.06,0,0,0,0,0,0,0,0,0,25.51,0,0,0,0,0,0,0,51.02,51.02,0,0,0,0,0,0,0,850.34,0,0,0,0,0,0,0,0,0,0,0,153.06,0,0,0,0,0,0,0,331.63,0,102.04,0,0,0,0,102.04,0,0,0,102.04,0,0,0,0,0,0,0,510.2,0,0,0,433.67,0,10.2,0,0,0,0,0
PHB20180326,Port Hacking,-34.11923,151.22667,2018-03-27 09:40:00,2018,3,27,09:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,4133.34,0,200,0,0,0,0,0,0,0,0,0,0,0,1000,20,0,0,0,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,66.67,0,0,0,200,0,0,0,0,0,0,0,0,266.67,11533.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,66.67,0,0,0,0,666.67,66.67,0,0,0,0,0,0,0,133.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,0,0,0,0,0,10,0,0,0,0,0
NSI20180320,North Stradbroke,-27.345,153.562,2018-03-20 10:40:00,2018,3,20,10:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.18,0,0,0,0,0,0,0,0,0,291.55,0,0,0,0,0,194.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.55,0,0,0,0,0,0,63654.03,0,0,97.18,0,0,9.72,0,0,0,0,0
MAI20180315,Maria Island,-42.59667,148.23333,2018-03-16 08:45:00,2018,3,16,08:45:00,0,0,0,0,0,0,49.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.53,0,0,0,0,0,0,0,0,24.51,0,0,0,0,0,0,0,0,245.1,0,0,0,0,122.55,0,0,0,0,0,24.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416.67,0,0,0,0,0,0,0,0,0,49.02,0,0,0,0,0,0,0,0,0,0,0,24.51,0,0,0,0,0,0,0,0,0,0,0,0,0,73.53,0,563.73,0,0,0,0,0,0,0,0,196.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.51,49.02,0,9.8,0,0,0,0,0
KAI20180307,Kangaroo Island,-35.83217,136.44733,2018-03-07 12:20:00,2018,3,7,12:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,1133.33,0,0,0,266.67,0,0,0,0,0,133.33,33.33,0,0,0,233.33,0,0,133.33,0,0,0,0,1700,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,66.67,0,0,100,0,0,0,0,0,0,33.33,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.67,0,0,0,0,0,0,0,0,0,0,100,0,233.33,0,0,1100,0,0,0,0,0,33.33,0,0,100,0,0,0,0,0,0,0,0,0,0,66.67,200,0,0,0,0,0,0,0,0,0,33.33,133.33,0,66.67,0,0,0,0,0
NSI20180302,North Stradbroke,-27.345,153.562,2018-03-02 10:25:00,2018,3,2,10:25:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.13,0,0,0,0,0,25.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.13,0,0,0,0,0,0,0,0,50.25,0,0,0,0,0,0,150.76,0,0,0,0,0,0,0,100.5,50.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.51,0,0,0,0,0,0,0,0,0,0,25.13,0,0,0,0,226.13,0,0,0,0,0,0,0,0,75.39,0,0,25.13,0,0,0,0,0,0,0,0,728.64,0,0,0,0,0,0,3015.08,0,0,0,0,0,0,0,0,0,0,0
MAI20180301,Maria Island,-42.59667,148.23333,2018-03-02 09:30:00,2018,3,2,09:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,58333.33,6666.67,833.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4166.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3333.33,28333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104166.67,0,0,0,0,0,0,0,0,4166.67,0,0,0,12500,0,0,0,0,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB20180221,Port Hacking,-34.11923,151.22667,2018-02-22 09:18:00,2018,2,22,09:18:00,51.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.64,0,0,0,0,0,0,0,0,0,463.92,257.73,0,0,0,77.32,0,0,0,0,0,0,0,0,335.05,0,0,0,0,77.32,0,0,0,51.55,0,0,25.77,0,0,0,0,0,0,0,25.77,0,0,0,103.09,0,0,0,0,0,0,489.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2474.23,103.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.77,51.55,128.86,25.77,0,747.43,0,0,0,0,0,0,0,0,51.55,0,0,25.77,154.64,0,0,0,0,0,0,103.09,25.77,0,0,0,0,0,0,3737.11,0,0,0,25.77,0,25.77,25.77,0,0,0,0
ROT20180221,Rottnest Island,-32,115.41667,2018-02-21 10:05:00,2018,2,21,10:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.52,25.38,0,0,0,0,0,0,0,0,0,0,0,0,532.99,0,0,0,0,0,0,0,0,203.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.66,0,0,0,0,0,0,0,25.38,0,0,0,0,0,0,0,0,0,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.52,0,0,25.38,25.38,0,0,0,0,0,0,0,0,0,0,0,50.76,0,0,0,0,0,0,0
YON20180220,Yongala,-19.30847,147.61842,2018-02-20 10:30:00,2018,2,20,10:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.59,0,0,0,0,0,0,0,0,0,0,0,25.51,0,0,0,0,0,0,0,0,0,0,0,586.73,0,0,0,0,0,0,25.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.1,0,0,25.51,0,0,0,459.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.51,0,25.51,25.51,0,0,0,0,0,0,0,0,0,0,86.73,0,0,0,0,0,0,0,0,0,0,153.06,0,0,0,0,0,0,0,816.33,0,0,0,0,0,0,0,0,0,0,0
DAR20180208_2130,Darwin,-12.4,130.76805,2018-02-09 07:00:00,2018,2,9,07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,200,0,0,0,950,1500,100,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,200,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,50,0,0,0,200,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,5250,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20180130,Yongala,-19.30847,147.61842,2018-01-30 10:05:00,2018,1,30,10:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.02,0,0,0,0,0,0,0,0,0,126.27,101.01,0,0,0,0,0,0,0,0,0,0,0,0,126.26,0,0,0,0,0,0,25.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111.11,0,0,0,50.51,0,0,25.25,0,0,0,0,0,0,0,101.01,555.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.25,0,1843.44,25.25,0,0,0,227.27,101.01,0,0,0,0,25.25,0,0,429.3,0,0,25.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12424.24,0,0,0,25.25,0,0,0,0,0,0,0
ROT20180125,Rottnest Island,-32,115.41667,2018-01-25 10:00:00,2018,1,25,10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.04,0,0,0,0,0,0,0,0,0,1033.66,144.23,48.08,48.08,0,0,0,144.23,0,0,0,0,0,0,1177.88,0,0,0,0,96.15,0,24.04,0,96.15,0,24.04,192.31,0,0,0,0,0,96.15,0,24.04,0,0,0,0,0,0,0,24.04,120.19,0,48.08,0,24.04,0,0,0,0,0,72.12,0,0,0,0,0,120.2,24.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.04,0,0,0,0,0,0,0,72.12,24.04,0,24.04,0,96.15,24.04,0,937.5,0,0,0,0,0,0,0,0,168.27,0,0,96.15,0,0,0,24.04,0,0,0,48.08,168.27,0,0,0,0,0,0,360.58,0,0,0,144.23,0,24.04,48.08,0,0,0,24.04
PHB20180123,Port Hacking,-34.11923,151.22667,2018-01-24 09:41:00,2018,1,24,09:41:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,25,0,0,0,125,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,25,0,0,0,0,2500,0,0,0,0,0,0,0,100,50,0,500,0,0,0,0,0,25,0,0,25,0,25,150,0,0,0,50,0,0,0,0,150,0,0,50,0,0,0,0,0,0,0,25,0,0,75,0,0,0,0
NSI20180123,North Stradbroke,-27.345,153.562,2018-01-23 10:20:00,2018,1,23,10:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,125,0,0,0,0,25,0,0,50,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,700,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,2750,0,0,0,0,0,0,0,0,0,0,0
MAI20180116,Maria Island,-42.59667,148.23333,2018-01-17 10:30:00,2018,1,17,10:30:00,49.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.76,0,0,0,0,0,0,0,0,0,0,0,0,0,173.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321.78,0,0,0,0,0,0,0,0,0,49.5,0,0,0,0,0,0,0,0,0,0,0,24.75,0,0,0,0,0,0,0,0,24.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.75,0,0,0,0,0,0,0,0,24.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20171219,North Stradbroke,-27.345,153.562,2017-12-19 10:45:00,2017,12,19,10:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.22,0,0,0,0,404.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022.24,0,0,0,0,0,0,0,0,0,0,0
MAI20171217,Maria Island,-42.59667,148.23333,2017-12-18 09:40:00,2017,12,18,09:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,25,50,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20171215,Yongala,-19.30847,147.61842,2017-12-15 10:44:00,2017,12,15,10:44:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900,0,0,0,0,0,50,0,0,0,1150,1900,50,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,2050,0,0,0,0,0,0,0,1400,0,0,0,0,0,0,0,0,0,0,350,50,0,0,0,0,0,0,7500,0,0,0,0,0,0,0,0,0,0,0
ROT20171214,Rottnest Island,-32,115.41667,2017-12-14 09:37:00,2017,12,14,09:37:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,50,0,0,0,0,0,0,75,0,0,0,25,100,75,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,25,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,50,25,0,0,0,25,0,0,0,0,25,0,50,0,250,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,25,0,0,0,0,0,0,125,75,0,50,0,0,0,0,0,0,0,0,125,0,25,0,0,0,0,0,0,0,0,50,0,0,0,25,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0
PHB20171211,Port Hacking,-34.11923,151.22667,2017-12-12 08:54:00,2017,12,12,08:54:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408.16,0,0,0,163.27,204.08,40.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612.24,0,40.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.45,0,0,0,0,0,0,0,0,0,0,0,0,0,40.82,0,612.24,0,0,0,0,0,0,0,0,0,40.82,0,0,0,0,0,142.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3877.55,0,40.82,408.16,0,2040.82,0,0,0,0,0,0,0,0,0,0,40.82,81.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20171130,Yongala,-19.30847,147.61842,2017-11-30 10:34:00,2017,11,30,10:34:00,0,0,0,0,0,0,0,0,0,0,25.77,0,0,0,0,0,0,25.77,0,0,0,0,0,0,0,0,0,180.41,103.09,25.77,0,0,0,0,0,0,0,0,0,0,0,463.92,0,0,0,0,0,0,25.77,0,0,0,0,25.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.41,0,0,25.77,309.28,0,0,180.41,0,0,0,0,0,0,0,0,25.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.77,0,0,25.77,0,257.73,0,25.77,0,0,128.87,180.41,0,0,0,0,0,0,0,231.96,0,25.77,77.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30824.74,0,0,0,0,0,0,0,0,0,0,0
KAI20171129,Kangaroo Island,-35.83217,136.44733,2017-11-29 14:50:00,2017,11,29,14:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,126.98,0,0,0,63.49,0,0,0,0,0,0,0,0,0,13269.84,0,190.48,0,0,0,0,0,0,0,0,380.95,0,0,253.97,0,0,0,0,825.4,0,0,0,126.98,0,0,63.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380.95,0,507.94,0,0,0,0,63.49,0,0,0,0,0,0,0,825.4,761.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.98,63.49,0,2285.71,63.49,0,0,0,0,0,0,0,126.98,0,0,0,0,0,0,0,0,0,0,63.49,1333.34,0,0,0,0,0,0,0,0,0,0,0,0,73.01,0,0,0,0,0
MAI20171123,Maria Island,-42.59667,148.23333,2017-11-24 09:50:00,2017,11,24,09:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,25,0,0,25,2325,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,0,50,0,0,0,0,0,0,0
ROT20171123,Rottnest Island,-32,115.41667,2017-11-23 10:05:00,2017,11,23,10:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041.67,0,0,0,0,0,208.33,0,0,0,2083.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416.67,0,0,0,0,0,0,0,0,0,0,0,0,208.33,0,0,0,0,0,0,0,0,0,0,625,0,0,0,0,0,0,208.33,0,0,0,0,0,0,0,0,1041.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.33,0,0,81458.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.33,0,0,0,0,0,0,10416.67,0,0,0,0,0,0,0,208.33,0,0,0
