NRScode,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Abylopsis tetragona,Bougainvillia vervoorti,Brooksia rostrata,Calanus Australis,Climacocylis scalaria,Codonella amphorella,Codonella galea,Codonellopsis morchella,Codonellopsis obesa,Codonellopsis orthoceras,Codonellopsis ostenfeldi,Cyttarocylis ampulla,Dadayiella ganymedes,Diacavolinia longirostris,Doliolum denticulatum,Evadne nordmanni,Evadne spinifera,Gazelletta hexanema,Hydromyles globulosus,Ihlea magalhanica,Leprotintinnus nordqvisti,Nanomia bijuga,Nyctiphanes australis,Oikopleura (Coecaria) longicauda,Pegea confoederata,Pelagobia longicirrata,Penilia avirostris,Pseudevadne tergestina,Rhabdonella amor,Rhabdonella apophysata,Rhabdonella spiralis,Rhabdosoma whitei,Salpingella acuminata,Serratosagitta pacifica,Serratosagitta serratodentata,Tectillaria fertilis,Thalia democratica,Thysanoessa gregaria,Tintinnopsis lobiancoi,Tintinnopsis mortensenii,Tintinnopsis radix,Xystonella treforti,Xystonellopsis heros,Xystonellopsis pulchra,Zoothamnium pelagicum
ROT20180921,Rottnest Island,-32,115.41667,2018-09-21T09:27:00Z,2018,9,21,09:27:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.8641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAI20180919,Maria Island,-42.59667,148.23333,2018-09-20T09:50:00Z,2018,9,20,09:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7151,0,0,0,0,0,0,4.7151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20180913,North Stradbroke,-27.345,153.562,2018-09-13T10:20:00Z,2018,9,13,10:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB20180905,Port Hacking,-34.11923,151.22667,2018-09-05T10:50:00Z,2018,9,5,10:50:00,3.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,10.6089,0,0,0,0,0,0,0,0,0,81.3353,0,0,0,0,0,0,0,0
ROT20180831,Rottnest Island,-32,115.41667,2018-08-31T10:07:00Z,2018,8,31,10:07:00,0,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.8679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAI20180820,Kangaroo Island,-35.83217,136.44733,2018-08-21T08:00:00Z,2018,8,21,08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20180817,Yongala,-19.30847,147.61842,2018-08-17T10:23:00Z,2018,8,17,10:23:00,0,0,0,0,194.4975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.7711,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20180817,North Stradbroke,-27.345,153.562,2018-08-17T10:20:00Z,2018,8,17,10:20:00,0,0,0,0,6.4297,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8593,0,0,0,0,0,12.8594,0,0,0,0,0,0,0,0
DAR20180731_0630,Darwin,-12.4,130.76805,2018-07-31T16:00:00Z,2018,7,31,16:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROT20180727,Rottnest Island,-32,115.41667,2018-07-27T09:33:00Z,2018,7,27,09:33:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB20180724,Port Hacking,-34.11923,151.22667,2018-07-25T09:33:00Z,2018,7,25,09:33:00,0,0,0,0,14.1453,0,0,0,0,7.0726,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1453,0,0,0
YON20180720,Yongala,-19.30847,147.61842,2018-07-20T10:56:00Z,2018,7,20,10:56:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROT20180719,Rottnest Island,-32,115.41667,2018-07-19T09:35:00Z,2018,7,19,09:35:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20180718,North Stradbroke,-27.345,153.562,2018-07-18T10:20:00Z,2018,7,18,10:20:00,0,0,0,0,0,0,0,0,0,0,0,12.8593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,12.8593,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0
MAI20180711,Maria Island,-42.59667,148.23333,2018-07-12T08:40:00Z,2018,7,12,08:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAI20180627,Maria Island,-42.59667,148.23333,2018-06-28T09:00:00Z,2018,6,28,09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0056,0,0,0,0,0,0,4.7151,0,0,0,9.4302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20180621,Yongala,-19.30847,147.61842,2018-06-21T11:30:00Z,2018,6,21,11:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROT20180620,Rottnest Island,-32,115.41667,2018-06-20T09:56:00Z,2018,6,20,09:56:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAI20180605,Maria Island,-42.59667,148.23333,2018-06-06T09:30:00Z,2018,6,6,09:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1453,0,0,0,4.7151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20180602,Yongala,-19.30847,147.61842,2018-06-03T09:10:00Z,2018,6,3,09:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20180530,North Stradbroke,-27.345,153.562,2018-05-30T10:20:00Z,2018,5,30,10:20:00,0,0,0,0,0,0,0,0,0,0,0,6.4296,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB20180528,Port Hacking,-34.11923,151.22667,2018-05-29T09:50:00Z,2018,5,29,09:50:00,0,0,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.5811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAI20180515,Kangaroo Island,-35.83217,136.44733,2018-05-16T08:15:00Z,2018,5,16,08:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,0
ROT20180511,Rottnest Island,-32,115.41667,2018-05-11T09:21:00Z,2018,5,11,09:21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAR20180509,Darwin,-12.4,130.76805,2018-05-10T07:02:00Z,2018,5,10,07:02:00,0,0,0,0,0,0,22.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20180425,Yongala,-19.30847,147.61842,2018-04-26T09:48:00Z,2018,4,26,09:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAI20180418,Maria Island,-42.59667,148.23333,2018-04-19T09:30:00Z,2018,4,19,09:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,301.7658,51.866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20180417,North Stradbroke,-27.345,153.562,2018-04-17T10:15:00Z,2018,4,17,10:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20180329,Yongala,-19.30847,147.61842,2018-03-29T10:27:00Z,2018,3,29,10:27:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROT20180328,Rottnest Island,-32,115.41667,2018-03-28T09:23:00Z,2018,3,28,09:23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1891.1614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB20180326,Port Hacking,-34.11923,151.22667,2018-03-27T09:40:00Z,2018,3,27,09:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20180320,North Stradbroke,-27.345,153.562,2018-03-20T10:40:00Z,2018,3,20,10:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.289,0,0,0
MAI20180315,Maria Island,-42.59667,148.23333,2018-03-16T08:45:00Z,2018,3,16,08:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0056,0,0,0,0,0,0,4.7151,0,0,0,363.062,0,0,0,0,0,0,0,0,0,4.7151,0,0,0,0,0,0,0,0
KAI20180307,Kangaroo Island,-35.83217,136.44733,2018-03-07T12:20:00Z,2018,3,7,12:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664.8278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20180302,North Stradbroke,-27.345,153.562,2018-03-02T10:25:00Z,2018,3,2,10:25:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAI20180301,Maria Island,-42.59667,148.23333,2018-03-02T09:30:00Z,2018,3,2,09:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,23.5755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB20180221,Port Hacking,-34.11923,151.22667,2018-02-22T09:18:00Z,2018,2,22,09:18:00,0,0,0,0,7.0726,0,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,127.3075,0,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,21.2179,0,0,0
ROT20180221,Rottnest Island,-32,115.41667,2018-02-21T10:05:00Z,2018,2,21,10:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241.6405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20180220,Yongala,-19.30847,147.61842,2018-02-20T10:30:00Z,2018,2,20,10:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAR20180209_0030,Darwin,-12.4,130.76805,2018-02-09T10:00:00Z,2018,2,9,10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.3164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20180130,Yongala,-19.30847,147.61842,2018-01-30T10:05:00Z,2018,1,30,10:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.8037,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROT20180125,Rottnest Island,-32,115.41667,2018-01-25T10:00:00Z,2018,1,25,10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819.7828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB20180123,Port Hacking,-34.11923,151.22667,2018-01-24T09:41:00Z,2018,1,24,09:41:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431.4308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20180123,North Stradbroke,-27.345,153.562,2018-01-23T10:20:00Z,2018,1,23,10:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0
MAI20180116,Maria Island,-42.59667,148.23333,2018-01-17T10:30:00Z,2018,1,17,10:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0113,0,0,0,0,0,0,0,0
NSI20171219,North Stradbroke,-27.345,153.562,2017-12-19T10:45:00Z,2017,12,19,10:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAI20171217,Maria Island,-42.59667,148.23333,2017-12-18T09:40:00Z,2017,12,18,09:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7858,0,0,0,0,0,0,0
YON20171215,Yongala,-19.30847,147.61842,2017-12-15T10:44:00Z,2017,12,15,10:44:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.7782,0,0,0,0,0,0,0,0,378.8912,0,0,0,0,0,0,0,0
ROT20171214,Rottnest Island,-32,115.41667,2017-12-14T09:37:00Z,2017,12,14,09:37:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,998.0275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB20171211,Port Hacking,-34.11923,151.22667,2017-12-12T08:54:00Z,2017,12,12,08:54:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.5093,7.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20171130,Yongala,-19.30847,147.61842,2017-11-30T10:34:00Z,2017,11,30,10:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAI20171129,Kangaroo Island,-35.83217,136.44733,2017-11-29T14:50:00Z,2017,11,29,14:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2179,0,0,0,0,0,0,0,0,0,21.2179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,0
MAI20171123,Maria Island,-42.59667,148.23333,2017-11-24T09:50:00Z,2017,11,24,09:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.943,0,0,0,0,0,0,0
ROT20171123,Rottnest Island,-32,115.41667,2017-11-23T10:05:00Z,2017,11,23,10:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3753,0,0,0,0,0,0,0,0,0,0,0,753.3895,15.3753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20171116,North Stradbroke,-27.345,153.562,2017-11-16T10:30:00Z,2017,11,16,10:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROT20171103,Rottnest Island,-32,115.41667,2017-11-03T09:25:00Z,2017,11,3,09:25:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2766.1865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20171025,Yongala,-19.30847,147.61842,2017-10-26T09:56:00Z,2017,10,26,09:56:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB20171024,Port Hacking,-34.11923,151.22667,2017-10-25T09:01:00Z,2017,10,25,09:01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7682,242.2378,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20171023,North Stradbroke,-27.345,153.562,2017-10-23T10:25:00Z,2017,10,23,10:25:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,3.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAI20171015,Maria Island,-42.59667,148.23333,2017-10-16T09:50:00Z,2017,10,16,09:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5717,0,0,0,0,0,0,0
DAR20171009,Darwin,-12.4,130.76805,2017-10-10T07:57:00Z,2017,10,10,07:57:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20170927,North Stradbroke,-27.345,153.562,2017-09-27T10:40:00Z,2017,9,27,10:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.4374,0,0,0,0,0,0,0,0,0,0,0,102.8747,12.8593,0,0,25.7187,0,0,0,0,0,12.8593,0,0,0,0,0,0,0,0
MAI20170921,Maria Island,-42.59667,148.23333,2017-09-22T09:15:00Z,2017,9,22,09:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB20170921,Port Hacking,-34.11923,151.22667,2017-09-22T08:48:00Z,2017,9,22,08:48:00,0,0,0,0,0,0,0,0,0,0,0,1.7682,0,0,0,0,0,0,0,0,0,0,0,22.9861,0,0,44.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROT20170914,Rottnest Island,-32,115.41667,2017-09-14T09:45:00Z,2017,9,14,09:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAI20170908,Kangaroo Island,-35.83217,136.44733,2017-09-08T15:00:00Z,2017,9,8,15:00:00,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6089,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20170906,Yongala,-19.30847,147.61842,2017-09-06T10:00:00Z,2017,9,6,10:00:00,0,0,0,0,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20170829,North Stradbroke,-27.345,153.562,2017-08-29T11:50:00Z,2017,8,29,11:50:00,0,0,0,0,12.8593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.734,0,0,0,0,0,12.8593,0,0,0,0,25.7187,0,0,0
PHB20170821,Port Hacking,-34.11923,151.22667,2017-08-22T09:50:00Z,2017,8,22,09:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.4358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20170816,Yongala,-19.30847,147.61842,2017-08-16T10:24:00Z,2017,8,16,10:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROT20170802,Rottnest Island,-32,115.41667,2017-08-02T09:33:00Z,2017,8,2,09:33:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAI20170801,Maria Island,-42.59667,148.23333,2017-08-01T10:01:00Z,2017,8,1,10:01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20170724,Yongala,-19.30847,147.61842,2017-07-24T10:45:00Z,2017,7,24,10:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20170717,North Stradbroke,-27.345,153.562,2017-07-17T11:05:00Z,2017,7,17,11:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8593,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0
PHB20170716,Port Hacking,-34.11923,151.22667,2017-07-17T09:42:00Z,2017,7,17,09:42:00,0,0,0,0,0,0,0,0,0,4.7151,0,0,0,0,0,0,0,9.4302,0,0,0,0,0,0,0,0,4.7151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAR20170715_0630,Darwin,-12.4,130.76805,2017-07-15T16:00:00Z,2017,7,15,16:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20170705,Yongala,-19.30847,147.61842,2017-07-05T10:21:00Z,2017,7,5,10:21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20170627,North Stradbroke,-27.345,153.562,2017-06-27T10:20:00Z,2017,6,27,10:20:00,0,0,0,0,6.4297,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAI20170626,Maria Island,-42.59667,148.23333,2017-06-27T09:25:00Z,2017,6,27,09:25:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROT20170626,Rottnest Island,-32,115.41667,2017-06-26T09:46:00Z,2017,6,26,09:46:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,0,0,0,0,0,31.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB20170614,Port Hacking,-34.11923,151.22667,2017-06-15T08:52:00Z,2017,6,15,08:52:00,0,0,0,0,28.2905,0,0,0,0,0,0,21.2179,0,0,0,0,0,0,0,0,0,0,0,70.7264,0,0,198.0338,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAI20170601,Maria Island,-42.59667,148.23333,2017-06-02T09:00:00Z,2017,6,2,09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20170528,Yongala,-19.30847,147.61842,2017-05-29T08:11:00Z,2017,5,29,08:11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROT20170523,Rottnest Island,-32,115.41667,2017-05-23T09:53:00Z,2017,5,23,09:53:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,0,0,0,0,0,0,110.0188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0
KAI20170518,Kangaroo Island,-35.83217,136.44733,2017-05-18T11:15:00Z,2017,5,18,11:15:00,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.4358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB20170517,Port Hacking,-34.11923,151.22667,2017-05-18T09:45:00Z,2017,5,18,09:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAR20170516,Darwin,-12.4,130.76805,2017-05-17T08:47:00Z,2017,5,17,08:47:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20170516,North Stradbroke,-27.345,153.562,2017-05-16T10:20:00Z,2017,5,16,10:20:00,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8593,0,0,0
ROT20170428,Rottnest Island,-32,115.41667,2017-04-28T09:52:00Z,2017,4,28,09:52:00,0,0,0,0,0,0,0,0,0,0,0,23.5755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.7357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0
YON20170426,Yongala,-19.30847,147.61842,2017-04-26T10:20:00Z,2017,4,26,10:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20170424,North Stradbroke,-27.345,153.562,2017-04-24T11:00:00Z,2017,4,24,11:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8593,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0
