NRS_TRIP_CODE,SAMPLE_DEPTH_M,CPHL_C3,MG_DVP,CPHL_C2,CPHL_C1,CPHL_C1C2,CPHLIDE_A,PHIDE_A,PERID,PYROPHIDE_A,BUT_FUCO,FUCO,NEO,KETO_HEX_FUCO,PRAS,VIOLA,HEX_FUCO,ASTA,DIADCHR,DIADINO,DINO,ANTH,ALLO,MYXO,DIATO,ZEA,LUT,CANTHA,GYRO,DV_CPHL_B,CPHL_B,DV_CPHL_B_AND_CPHL_B,DV_CPHL_A,CPHL_A,DV_CPHL_A_AND_CPHL_A,ECHIN,PHYTIN_B,PHYTIN_A,LYCO,BETA_EPI_CAR,BETA_BETA_CAR,ALPHA_BETA_CAR,PYROPHYTIN_A,QC_FLAG
NRSMAI20160303,20,0.093,0,0.146,0,(null),0.195,0,0.041,0,0.039,0.291,0.009,0,0.017,0.013,0.116,0.009,0,0.052,0,0,0.013,0,0.005,0.011,0,0,0,0,0.07,0.07,0,0.806,0.806,0,0,0,0,(null),(null),0.025,0,0
NRSDAR20160202_0030,6,0.019,0,0.089,0.037,(null),0,0,0.04,0,0,0.296,0.008,0,0.022,0.004,0.016,0,0,0.028,0,0,0.033,0,0,0.082,0,0,0,0,0.067,0.067,0,1.05,1.05,0,0,0,0,(null),(null),0.051,0,0
NRSDAR20160202_0330,6,0.014,0,0.08,0.035,(null),0,0,0.039,0,0,0.25,0.007,0,0.019,0.004,0.016,0,0,0.031,0,0,0.032,0,0,0.09,0,0,0,0,0.078,0.078,0,0.966,0.966,0,0,0,0,(null),(null),0.044,0,0
NRSDAR20160202_0630,6,0.02,0,0.094,0.045,(null),0,0,0.017,0,0,0.353,0.013,0,0.03,0.01,0.018,0,0,0.032,0,0,0.036,0,0,0.102,0,0,0,0,0.124,0.124,0,1.145,1.145,0,0,0,0,(null),(null),0.056,0,0
NRSMAI20160720,20,0.036,0,0.04,0,(null),0,0,0.015,0,0.025,0.059,0.007,0,0.018,0.005,0.044,0,0,0.011,0,0,0.009,0,0,0.007,0,0,0,0,0.065,0.065,0.004,0.338,0.342,0,0,0,0,(null),(null),0.011,0,0
NRSYON20160601,1,0.024,0,0.022,0,(null),0.007,0,0,0,0.018,0.04,0.002,0,0.002,0.002,0.06,0,0,0.017,0,0,0.003,0,0.003,0.024,0,0,0,0,0.018,0.018,0.007,0.232,0.239,0,0,0,0,(null),(null),0.01,0,0
NRSNSI20160623,20,0,0,0.014,0,(null),0.008,0,0,0,0.006,0.037,0,0,0,0,0.013,0,0,0.005,0,0,0,0,0,0.026,0,0,0,0,0.004,0.004,0.039,0.161,0.2,0,0,0,0,(null),(null),0.009,0,0
NRSMAI20160321,20,0.043,0,0.051,0,(null),0.031,0,0.023,0,0.032,0.031,0.007,0,0.008,0.006,0.082,0.006,0,0.023,0,0,0.013,0,0.003,0.056,0.004,0,0,0,0.05,0.05,0.046,0.336,0.382,0,0,0,0,(null),(null),0.02,0,0
NRSMAI20160428,20,0.256,0,0.209,0,(null),0.187,0,0.045,0,0.048,0.449,0.008,0,0.015,0.005,0.132,0,0,0.043,0,0,0.018,0,0,0.018,0,0,0,0,0.076,0.076,0.009,1.328,1.337,0,0,0,0,(null),(null),0.035,0,0
NRSROT20150827,20,0.029,0,0.045,0,(null),0.076,0,0,0,0.027,0.058,0.006,0,0.015,0.006,0.059,0,0,0.016,0,0,0.007,0,0,0.048,0,0,0,0,0.046,0.046,0.015,0.271,0.286,0,0,0,0,(null),(null),0.015,0,0
NRSROT20150924,20,0.01,0,0.018,0,(null),0.008,0,0.004,0,0.012,0.019,0.002,0,0.004,0.002,0.023,0,0,0.012,0,0,0.002,0,0.001,0.051,0,0,0,0,0.013,0.013,0.035,0.103,0.138,0,0,0,0,(null),(null),0.009,0,0
NRSROT20151022,20,0.02,0,0.04,0,(null),0.01,0,0.007,0,0.024,0.026,0.012,0,0.027,0.011,0.057,0.004,0,0.015,0,0.002,0.012,0,0.004,0.019,0,0,0,0,0.091,0.091,0.014,0.351,0.365,0,0,0,0,(null),(null),0.014,0,0
NRSROT20151215,20,0.047,0,0.059,0,(null),0.014,0,0.007,0,0.038,0.052,0.009,0,0.021,0.01,0.072,0.008,0,0.033,0,0.003,0.021,0,0.01,0.025,0,0,0,0,0.085,0.085,0.016,0.454,0.47,0,0,0,0,(null),(null),0.018,0,0
NRSPHB20151013,15,0.039,0,0.046,0,(null),0.01,0,0.006,0,0.026,0.049,0.003,0,0.007,0.001,0.052,0,0,0.008,0,0,0,0,0,0.028,0,0,0,0,0.044,0.044,0.022,0.36,0.382,0,0,0,0,(null),(null),0.013,0,0
NRSNSI20161116,20,0.014,0,0.015,0,(null),0.024,0,0.005,0,0.008,0.02,0.001,0,0.002,0.002,0.022,0,0,0.005,0,0,0,0,0,0.066,0,0,0,0,0.012,0.012,0.01,0.182,0.192,0,0,0,0,(null),(null),0.01,0,0
NRSYON20160927,1,0.006,0,0.008,0,(null),0.031,0,0,0,0.006,0.013,0.002,0,0.002,0.003,0.012,0,0,0.017,0,0,0,0,0.001,0.099,0,0,0,0,0.013,0.013,0.048,0.218,0.266,0,0,0,0,(null),(null),0.034,0,0
NRSKAI20160915,40,0.044,0,0.048,0,(null),0,0,0.009,0,0.038,0.023,0.007,0,0.018,0.003,0.09,0,0,0.01,0,0,0.006,0,0,0.014,0,0,0,0,0.064,0.064,0,0.311,0.311,0,0,0,0,(null),(null),0.013,0,0
NRSYON20160823,1,0,0,0.003,0,(null),0.007,0,0,0,0.003,0.004,0,0,0,0,0.007,0,0,0.006,0,0,0,0,0,0.037,0,0,0,0,0,0,0.015,0.046,0.061,0,0,0,0,(null),(null),0.005,0,0
NRSROT20161024,20,0.019,0,0.028,0,(null),0,0,0.002,0,0.019,0.016,0.005,0,0.012,0.006,0.044,0.004,0,0.013,0,0.001,0.004,0,0.001,0.035,0,0,0,0,0.048,0.048,0.021,0.201,0.222,0,0,0,0,(null),(null),0.013,0,0
NRSROT20161004,20,0.039,0,0.04,0,(null),0.057,0,0.005,0,0.032,0.042,0.01,0,0.022,0.012,0.083,0,0,0.025,0,0,0.012,0,0.002,0.031,0,0,0,0,0.068,0.068,0.016,0.324,0.34,0,0,0,0,(null),(null),0.015,0,0
NRSROT20160621,20,0.041,0,0.054,0,(null),0.101,0,0.012,0,0.022,0.1,0.009,0,0.02,0.006,0.054,0.007,0,0.013,0,0,0.016,0,0,0.015,0,0,0,0,0.063,0.063,0,0.37,0.37,0,0,0,0,(null),(null),0.017,0,0
NRSROT20160413,20,0.066,0,0.066,0,(null),0.077,0,0.006,0,0.025,0.176,0.008,0,0.018,0.007,0.046,0.004,0,0.024,0,0,0.005,0,0.002,0.02,0,0,0,0,0.088,0.088,0.014,0.499,0.513,0,0,0,0,(null),(null),0.02,0,0
NRSROT20160527,20,0.078,0,0.125,0,(null),0,0,0.015,0,0.034,0.174,0.027,0,0.058,0.016,0.107,0.005,0,0.024,0,0,0.039,0,0.003,0.042,0.004,0,0,0,0.194,0.194,0.018,0.981,0.999,0,0,0,0,(null),(null),0.029,0,0
NRSDAR20160723,6,0.031,0,0.054,0.051,(null),0,0,0,0,0,0.259,0,0,0,0,0.018,0.023,0,0.029,0,0,0.011,0,0,0.065,0,0,0,0,0.044,0.044,0,0.704,0.704,0,0,0,0,(null),(null),0.037,0,0
NRSDAR20160724_0130,6,0.038,0,0.064,0.044,(null),0,0,0,0,0,0.287,0,0,0,0,0.024,0.021,0,0.031,0,0,0.013,0,0,0.061,0,0,0,0,0.035,0.035,0,0.858,0.858,0,0,0,0,(null),(null),0.041,0,0
NRSDAR20160724_0430,6,0.029,0,0.067,0.04,(null),0,0,0,0,0,0.311,0,0,0.018,0.003,0.023,0.017,0,0.03,0,0,0.013,0,0,0.078,0,0,0,0,0.037,0.037,0,0.842,0.842,0,0,0,0,(null),(null),0.04,0,0
NRSDAR20160724_0730,6,0.034,0,0.069,0.022,(null),0,0,0,0,0,0.288,0.006,0,0,0,0.023,0,0,0.029,0,0,0.01,0,0,0.076,0,0,0,0,0.044,0.044,0,0.786,0.786,0,0,0,0,(null),(null),0.043,0,0
NRSMAI20160831,20,0.087,0,0.196,0,(null),0.341,0.056,0.015,0,0.022,0.517,0.006,0,0.012,0.005,0.046,0,0,0.046,0,0,0.006,0,0.003,0.002,0,0,0,0,0.037,0.037,0,1.22,1.22,0,0,0,0,(null),(null),0.027,0,0
NRSROT20160502,20,0.047,0,0.055,0,(null),0.109,0,0.007,0,0.039,0.057,0.011,0,0.024,0.008,0.075,0.003,0,0.014,0,0,0.017,0,0.002,0.034,0.003,0,0,0,0.08,0.08,0.022,0.308,0.33,0,0,0,0,(null),(null),0.015,0,0
NRSNSI20160920,20,0.017,0,0.016,0,(null),0.014,0,0,0,0.019,0.013,0.006,0,0.001,0.002,0.017,0,0,0.004,0,0.004,0.003,0,0.002,0.034,0.015,0,0,0,0.027,0.027,0.003,0.178,0.181,0,0,0,0,(null),(null),0.005,0,0
NRSNSI20161019,20,0.017,0,0.024,0,(null),0.051,0,0.003,0,0.011,0.028,0,0,0,0,0.027,0,0,0.011,0,0,0,0,0.003,0.045,0,0,0,0,0.007,0.007,0.012,0.121,0.133,0,0,0,0,(null),(null),0.007,0,0
NRSNSI20161215,20,0.016,0,0.014,0,(null),0.024,0,0.002,0,0.006,0.024,0.006,0,0,0.003,0.03,0.004,0,0.007,0,0.004,0,0,0.003,0.082,0.017,0,0,0,0.024,0.024,0.028,0.192,0.22,0,0,0,0,(null),(null),0.01,0,0
NRSMAI20160927,20,0.105,0,0.142,0,(null),0,0,0.06,0,0.028,0.172,0.026,0,0.075,0.022,0.126,0,0,0.039,0,0,0.022,0,0.006,0.012,0,0,0,0,0.249,0.249,0,1,1,0,0,0,0,(null),(null),0.037,0,0
NRSYON20161108,1,0.006,0,0.006,0,(null),0.035,0,0,0,0.006,0.012,0.001,0,0,0.002,0.016,0,0,0.013,0,0,0,0,0,0.093,0,0,0,0,0.007,0.007,0.027,0.225,0.252,0,0,0,0,(null),(null),0.026,0,0
NRSPHB20161204,20,0.07,0,0.057,0,(null),0.079,0,0.029,0,0.032,0.099,0.004,0,0.004,0.002,0.058,0,0,0.016,0,0,0.004,0,0,0.005,0.002,0,0,0,0.024,0.024,0,0.358,0.358,0,0,0,0,(null),(null),0.01,0,0
NRSPHB20161030,15,0.127,0,0.22,0.044,(null),0,0,0.033,0,0.024,0.513,0.005,0,0.006,0.004,0.05,0,0,0.059,0,0,0.01,0,0.003,0.003,0,0,0,0,0.039,0.039,0,1.434,1.434,0,0,0,0,(null),(null),0.031,0,0
NRSYON20161207,1,0.003,0,0.005,0,(null),0.024,0,0,0,0.004,0.008,0,0,0,0.001,0.01,0,0,0.015,0,0,0,0,0,0.156,0,0,0,0.003,0.005,0.008,0.063,0.37,0.433,0,0,0,0,(null),(null),0.056,0,0
NRSYON20170120,0,0,0,0.006,0,(null),0,0,0,0,0.004,0.013,0.013,0,0,0.006,0.011,0,0,0.007,0,0,0,0,0,0.064,0.023,0,0,0,0.142,0.142,0,0.334,0.334,0,0,0,0,(null),(null),0.024,0,0
NRSPHB20160926,15,0.033,0,0.049,0,(null),0,0,0.01,0,0.028,0.062,0.004,0,0.009,0.003,0.033,0.005,0,0.013,0,0.002,0.006,0,0.004,0.076,0,0,0,0,0.043,0.043,0.026,0.419,0.445,0,0,0,0,(null),(null),0.023,0,0
NRSMAI20161117,20,0.028,0,0.095,0,(null),0,0,0.055,0,0.016,0.085,0.002,0,0.008,0.003,0.067,0,0,0.035,0,0,0.029,0,0.005,0,0,0,0,0,0.033,0.033,0,0.555,0.555,0,0,0,0,(null),(null),0.017,0,0
NRSROT20161114,20,0.025,0,0.035,0,(null),0,0,0.008,0,0.021,0.033,0.005,0,0.009,0.006,0.051,0.002,0,0.018,0,0,0.004,0,0.003,0.016,0,0,0,0,0.038,0.038,0.009,0.216,0.225,0,0,0,0,(null),(null),0.01,0,0
NRSKAI20161118,20,0.08,0,0.077,0,(null),0,0,0.009,0,0.056,0.038,0.011,0,0.025,0.005,0.135,0.006,0,0.014,0,0,0.011,0,0.002,0.038,0,0,0,0,0.08,0.08,0.023,0.423,0.446,0,0,0,0,(null),(null),0.018,0,0
NRSYON20161012,1,0.005,0,0.011,0.009,(null),0,0,0,0,0.005,0.015,0,0,0,0,0.009,0,0,0.007,0,0,0,0,0.002,0.058,0,0,0,0,0,0,0.035,0.097,0.132,0,0,0,0,(null),(null),0.011,0,0
NRSNSI20170117,20,0,0,0,0,(null),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0.005,0,0,0,0,0,0.013,0.058,0.071,0,0,0,0,(null),(null),0.004,0,0
NRSMAI20170104,20,0.044,0,0.047,0,(null),0.055,0,0.008,0,0.022,0.094,0.01,0,0.023,0.015,0.08,0,0,0.048,0,0,0.011,0,0.006,0.023,0.003,0,0,0,0.071,0.071,0,0.449,0.449,0,0,0,0,(null),(null),0.02,0,0
NRSNSI20170217,20,0.004,0,0.005,0,(null),0.018,0,0.004,0,0.003,0.007,0.001,0,0,0.001,0.008,0,0,0.007,0,0.002,0.002,0,0.001,0.065,0,0,0,0,0.005,0.005,0.01,0.179,0.189,0,0,0,0,(null),(null),0.016,0,0
NRSDAR20161107,6,0.007,0,0.03,0,(null),0,0,0,0,0,0.105,0.006,0,0.016,0.005,0.013,0,0,0.02,0,0,0.016,0,0,0.177,0,0,0,0,0.057,0.057,0,0.593,0.593,0,0,0,0,(null),(null),0.056,0,0
NRSMAI20170223,20,0.081,0,0.103,0,(null),0.182,0,0.021,0,0.019,0.229,0.016,0,0.04,0.014,0.078,0,0,0.022,0,0,0.037,0,0,0.02,0.002,0,0,0,0.139,0.139,0,0.813,0.813,0,0,0,0,(null),(null),0.027,0,0
NRSKAI20170315,40,0.12,0,0.12,0,(null),0,0,0.019,0,0.071,0.092,0.021,0,0.047,0.012,0.174,0.003,0,0.026,0,0.007,0.005,0,0.003,0.011,0.004,0,0,0,0.178,0.178,0,0.77,0.77,0,0,0,0,(null),(null),0.026,0,0
NRSDAR20170202_2130,6,0.033,0,0.077,0.025,(null),0,0,0.038,0,0,0.234,0.006,0,0.022,0.008,0.017,0,(null),0.029,0,0,0.021,0,0,0.097,0,0,0,0,0.069,0.069,0,0.869,0.869,0,0,0,(null),(null),(null),0.064,0,0
NRSDAR20170203_0630,6,0.021,0,0.069,0.016,(null),0.034,0,0.012,0,0,0.239,0.004,0,0.024,0.006,0.02,0,(null),0.02,0,0,0.027,0,0,0.141,0,0,0,0,0.064,0.064,0,0.849,0.849,0,0,0,(null),(null),(null),0.051,0,0
NRSPHB20170321,15,0.074,0,0.073,0.011,(null),0,0,0.008,0,0.054,0.065,0.013,0,0.028,0.003,0.093,0.006,(null),0.016,0,0,0.013,0,0,0.019,0.004,0,0,0,0.116,0.116,0.013,0.554,0.567,0,0,0,(null),(null),(null),0.02,0,0
NRSPHB20170419,15,0.012,0,0.02,0,(null),0,0,0,0,0.015,0.012,0,0,0,0,0.027,0,(null),0.006,0,0,0,0,0,0.042,0,0,0,0,0.017,0.017,0.044,0.123,0.167,0,0,0,(null),(null),(null),0.013,0,0
NRSDAR20170203_0030,6,0.03,0,0.066,0.028,(null),0,0,0.025,0,0,0.221,0.007,0,0.022,0.011,0.021,0,(null),0.052,0,0,0.037,0,0,0.108,0.007,0,0,0,0.084,0.084,0,0.938,0.938,0,0,0,(null),(null),(null),0.054,0,0
NRSMAI20170626,20,0.019,0,0.033,0,(null),0,0,0,0,0.022,0.02,0.007,0,0.019,0.005,0.036,0,(null),0.007,0,0,0.013,0,0,0.009,0,0,0,0,0.077,0.077,0.006,0.289,0.295,0,0,0,(null),(null),(null),0.012,0,0
NRSNSI20170424,20,0.003,0,0.008,0,(null),0.02,0,0,0,0.002,0.002,0,0,0,0,0.007,0,(null),0,0,0,0,0,0,0.083,0,0,0,0,0.01,0.01,0.062,0.138,0.2,0,0,0,(null),(null),(null),0.019,0,0
NRSMAI20170412,20,0.031,0,0.07,0,(null),0.017,0,0.008,0,0.019,0.051,0.008,0,0.017,0.005,0.058,0,(null),0.013,0,0,0.039,0,0,0.008,0,0,0,0,0.09,0.09,0,0.503,0.503,0,0,0,(null),(null),(null),0.019,0,0
NRSDAR20170203_0330,6,0.029,0,0.079,0.033,(null),0,0,0.026,0,0,0.309,0.011,0,0.026,0.01,0.027,0,(null),0.035,0,0,0.036,0,0,0.093,0,0,0,0,0.098,0.098,0,1.116,1.116,0,0,0,(null),(null),(null),0.06,0,0
NRSPHB20170205,20,0.023,0,0.042,0,(null),0.024,0,0.01,0,0.021,0.02,0.021,0,0.03,0.016,0.033,0,(null),0.008,0,0.006,0.012,0,0,0.046,0.02,0,0,0,0.126,0.126,0.007,0.418,0.425,0,0,0,(null),(null),(null),0.019,0,0
NRSMAI20170323,20,0.019,0,0.045,0,(null),0.006,0,0.01,0,0.012,0.037,0.006,0,0.01,0.006,0.031,0,(null),0.013,0,0,0.021,0,0,0.008,0,0,0,0,0.041,0.041,0,0.289,0.289,0,0,0,(null),(null),(null),0.01,0,0
NRSNSI20170627,20,0.023,0,0.031,0,(null),0.014,0,0,0,0.023,0.017,0.002,0,0.002,0.001,0.045,0,(null),0.008,0,0,0,0,0,0.05,0,0,0,0,0.02,0.02,0.035,0.183,0.218,0,0,0,(null),(null),(null),0.009,0,0
NRSDAR20170516,6,0.025,0,0.048,0.019,(null),0,0,0,0,0,0.141,0.006,0,0.026,0.003,0.025,0,(null),0.027,0,0,0.016,0,0,0.114,0,0,0,0,0.079,0.079,0,0.612,0.612,0,0,0,(null),(null),(null),0.043,0,0
NRSNSI20170516,20,0.013,0,0.03,0,(null),0.006,0,0,0,0.015,0.013,0.002,0,0.004,0,0.033,0,(null),0.004,0,0,0,0,0,0.059,0.002,0,0,0,0.049,0.049,0.065,0.236,0.301,0,0,0,(null),(null),(null),0.015,0,0
NRSKAI20170518,40,0.114,0,0.115,0,(null),0.019,0,0.01,0,0.089,0.045,0.012,0,0.021,0.005,0.201,0,(null),0.018,0,0,0.018,0,0,0.067,0.002,0,0,0,0.118,0.118,0.12,0.635,0.755,0,0,0,(null),(null),(null),0.032,0,0
NRSPHB20170517,15,0.046,0,0.06,0,(null),0,0,0.005,0,0.054,0.018,0.007,0,0.011,0.003,0.082,0,(null),0.013,0,0,0.014,0,0,0.027,0,0,0,0,0.06,0.06,0.039,0.322,0.361,0,0,0,(null),(null),(null),0.017,0,0
NRSPHB20170614,15,0.025,0,0.086,0.013,(null),0,0,0.01,0,0.043,0.072,0.012,0,0.024,0.008,0.086,0.005,(null),0.019,0,0.003,0.045,0,0,0.016,0.003,0,0,0,0.111,0.111,0.011,0.709,0.72,0,0,0,(null),(null),(null),0.025,0,0
NRSMAI20170601,20,0.023,0,0.049,0,(null),0,0,0,0,0.028,0.026,0.014,0,0.026,0.008,0.05,0,(null),0.009,0,0,0.023,0,0,0.009,0,0,0,0,0.11,0.11,0,0.396,0.396,0,0,0,(null),(null),(null),0.015,0,0
NRSROT20170331,20,0.055,0,0.068,0,(null),0.114,0,0,0,0.035,0.114,0.006,0,0.011,0.004,0.07,0,(null),0.024,0,0,0.005,0,0,0.016,0,0,0,0,0.029,0.029,0.007,0.258,0.265,0,0,0,(null),(null),(null),0.012,0,0
NRSROT20170407,20,0.059,0,0.063,0,(null),0.034,0,0,0,0.033,0.094,0.006,0,0.013,0.005,0.096,0.009,(null),0.022,0,0,0.007,0,0,0.028,0,0,0,0,0.041,0.041,0.015,0.393,0.408,0,0,0,(null),(null),(null),0.014,0,0
NRSROT20170428,20,0.038,0,0.041,0,(null),0.007,0,0,0,0.042,0.032,0.008,0,0.017,0.003,0.092,0,(null),0.014,0,0,0.009,0,0,0.036,0,0,0,0,0.066,0.066,0.021,0.382,0.403,0,0,0,(null),(null),(null),0.018,0,0
NRSROT20170523,20,0.092,0,0.107,0,(null),0.087,0,0,0,0.058,0.151,0.011,0,0.023,0.005,0.126,0.004,(null),0.025,0,0,0.012,0,0,0.033,0.004,0,0,0,0.101,0.101,0.028,0.59,0.618,0,0,0,(null),(null),(null),0.025,0,0
NRSROT20161214,20,0.034,0,0.039,0,(null),0,0,0.005,0,0.029,0.029,0.005,0,0.012,0.004,0.062,0,(null),0.014,0,0,0.002,0,0,0.027,0,0,0,0,0.042,0.042,0.018,0.244,0.262,0,0,0,(null),(null),(null),0.011,0,0
NRSROT20170120,20,0.03,0,0.031,0,(null),0,0,0.005,0,0.03,0.027,0.002,0,0.006,0.003,0.067,0.004,(null),0.015,0,0,0,0,0,0.023,0,0,0,0,0.029,0.029,0.012,0.217,0.229,0,0,0,(null),(null),(null),0.011,0,0
NRSROT20170303,20,0.062,0,0.059,0,(null),0.005,0,0,0,0.035,0.065,0.013,0,0.027,0.01,0.101,0.01,(null),0.019,0,0.003,0.003,0,0,0.027,0,0,0,0,0.109,0.109,0.019,0.444,0.463,0,0,0,(null),(null),(null),0.015,0,0
NRSROT20170626,20,0.094,0,0.096,0,(null),0.022,0,0,0,0.062,0.12,0.018,0,0.04,0.006,0.136,0.004,(null),0.018,0,0.004,0.019,0,0,0.03,0.004,0,0,0,0.144,0.144,0.011,0.801,0.812,0,0,0,(null),(null),(null),0.026,0,0
NRSYON20110323,26,0.11,0,0.08,0,(null),0.028,0,0.008,0,0.033,0.179,0.012,0,0.037,0.004,0.11,0,0,0.019,0,0,0.021,0,0,0.062,0,0,0,0,0.123,0.123,0.03,0.766,0.796,0,0,0,0,(null),(null),0.048,0,1
NRSYON20120816,26,0.015,0,0.017,0,(null),0,0,0,0,0.011,0.013,0,0,0,0,0.022,0,0,0.005,0,0,0,0,0,0.067,0,0,0,0,0.017,0.017,0.028,0.167,0.195,0,0,0,0,(null),(null),0.014,0,1
NRSYON20130220,26,0.012,0,0.021,0,(null),0.007,0,0,0,0.012,0.017,0,0,0,0.002,0.026,0.003,0,0.007,0,0,0,0,0,0.104,0,0,0,0.01,0.015,0.025,0.069,0.205,0.274,0,0,0,0,(null),(null),0.026,0,1
NRSKAI20110223,90,0.032,0,0.025,0,(null),0,0,0,0,0.017,0.052,0.003,0,0.009,0,0.035,0,0,0.005,0,0,0,0,0,0.014,0,0,0,0.014,0.043,0.057,0.03,0.232,0.262,0,0,0,0,(null),(null),0.012,0,2
NRSKAI20120215,100,0.092,0,0.069,0,(null),0.064,0,0.027,0,0.049,0.119,0,0,0.009,0.002,0.086,0,0,0.019,0,0,0,0,0,0.027,0,0,0,0.004,0.044,0.048,0.023,0.402,0.425,0,0,0,0,(null),(null),0.022,0,1
NRSESP20110818,40,0.021,0,0.033,0.006,(null),0,0.096,0.012,0,0.02,0.041,0.012,0,0.025,0.007,0.06,0,0,0.011,0,0.002,0.012,0,0.004,0.015,0.003,0,0,0,0.096,0.096,0.006,0.35,0.356,0,0,0,0,(null),(null),0.015,0,1
NRSMAI20150312,85,0.012,0,0.035,0,(null),0.007,0,0.004,0,0.009,0.024,0.006,0,0.016,0.002,0.027,0.003,0,0.004,0,0,0.02,0,0,0.007,0,0,0,0,0.048,0.048,0,0.216,0.216,0,0,0,0,(null),(null),0.011,0,1
NRSMAI20150224,85,0.008,0,0.008,0,(null),0,0,0,0,0.009,0.008,0,0,0,0,0.008,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.033,0,0,0,0,(null),(null),0.002,0,1
NRSYON20141014,26,0.033,0,0.073,0,(null),0.021,0,0.004,0,0.037,0.155,0.002,0,0.002,0.002,0.053,0.003,0,0.03,0,0,0,0,0.004,0.06,0,0,0,0.007,0.014,0.021,0.069,0.575,0.644,0,0,0,0,(null),(null),0.033,0,1
NRSMAI20090421,80,0.033,0,0.044,0,(null),0,0,0,0,0.015,0.02,0.011,0,0.027,0.008,0.047,0,0,0.007,0,0,0.02,0,0,0.013,0,0,0,0,0.131,0.131,0.004,0.356,0.36,0,0,0,0,(null),(null),0.012,0,0
NRSMAI20100527,80,0,0,0.01,0,(null),0,0,0,0,0.017,0.018,0.005,0,0.014,0.003,0.027,0,0,0.003,0,0,0.005,0,0,0,0,0,0,0,0.048,0.048,0,0.156,0.156,0,0,0,0,(null),(null),0.003,0,2
NRSMAI20110725,85,0.042,0,0.048,0.006,(null),0,0,0.008,0,0.041,0.056,0.01,0,0.025,0.007,0.066,0,0,0.013,0,0,0.016,0,0,0.012,0,0,0,0,0.084,0.084,0,0.417,0.417,0,0,0,0,(null),(null),0.017,0,2
NRSMAI20111026,82,0.031,0,0.069,0.021,(null),0,0.076,0.013,0,0.007,0.259,0.008,0,0.026,0.004,0.016,0,0,0.019,0,0,0.011,0,0,0.004,0,0,0,0,0.059,0.059,0,0.682,0.682,0,0,0,0,(null),(null),0.021,0,2
NRSMAI20120119,80,0.023,0,0.022,0.005,(null),0,0,0,0,0.014,0.04,0.008,0,0.018,0.002,0.038,0,0,0.004,0,0,0.004,0,0,0.008,0,0,0,0,0.058,0.058,0,0.183,0.183,0,0,0,0,(null),(null),0.011,0,1
NRSMAI20120820,85,0.023,0,0.059,0,(null),0,0,0.008,0,0.022,0.043,0.012,0,0.027,0.009,0.052,0,0,0.011,0,0,0.012,0,0,0.011,0,0,0,0,0.106,0.106,0,0.435,0.435,0,0,0,0,(null),(null),0.014,0,1
NRSROT20091222,47,0.019,0,0.017,0.01,(null),0,0,0.005,0,0.015,0.064,0.002,0,0.006,0.002,0.041,0,0,0.012,0,0,0.005,0,0,0.014,0,0,0,0,0.021,0.021,0,0.203,0.203,0,0,0,0,(null),(null),0.01,0,1
NRSROT20100315,40,0.03,0,0.06,0,(null),0,0,0.006,0,0.017,0.117,0.006,0,0.014,0.004,0.057,0,0,0.022,0,0,0.004,0,0,0.019,0,0,0,0,0.044,0.044,0,0.334,0.334,0,0,0,0,(null),(null),0.013,0,1
NRSROT20100820,40,0.028,0,0,0.05,(null),0,0,0.013,0,0.024,0.054,0.014,0,0.022,0.007,0.066,0,0,0.016,0,0,0.014,0,0,0.014,0,0,0,0,0.078,0.078,0,0.353,0.353,0,0,0,0,(null),(null),0.019,0,1
NRSROT20110224,40,0.04,0,0.029,0,(null),0.007,0,0,0,0.031,0.047,0.003,0,0.008,0.002,0.053,0,0,0.014,0,0,0.003,0,0,0.018,0,0,0,0.007,0.035,0.042,0.027,0.218,0.245,0,0,0,0,(null),(null),0.017,0,1
NRSROT20130221,40,0.017,0,0.025,0.003,(null),0,0,0,0,0.008,0.022,0.003,0,0.007,0,0.028,0,0,0.004,0,0.003,0.003,0,0,0.018,0,0,0,0,0.045,0.045,0.006,0.222,0.228,0,0,0,0,(null),(null),0.007,0,1
NRSROT20130423,40,0.033,0,0.03,0,(null),0.006,0.033,0,0,0.029,0.063,0.004,0,0.009,0.003,0.029,0.003,0,0.011,0,0,0,0,0,0.018,0.003,0,0,0,0.034,0.034,0.009,0.239,0.248,0,0,0,0,(null),(null),0.012,0,1
NRSROT20130517,40,0.039,0,0.052,0,(null),0.018,0,0.008,0,0.012,0.117,0.007,0,0.018,0.006,0.036,0.006,0,0.026,0,0,0.014,0,0.006,0.025,0.006,0,0,0,0.065,0.065,0.008,0.44,0.448,0,0,0,0,(null),(null),0.017,0,1
NRSDAR20110627,14,0.011,0,0.014,0,(null),0.01,0,0,0,0,0.033,0.003,0,0.012,0.003,0.014,0,0,0.004,0,0,0.004,0,0,0.09,0,0,0,0,0.03,0.03,0,0.229,0.229,0,0,0,0,(null),(null),0.021,0,3
NRSROT20111221,40,0.021,0,0.028,0.004,(null),0,0,0.005,0,0.014,0.033,0.005,0,0.014,0.004,0.059,0,0,0.01,0,0,0.006,0,0,0.043,0,0,0,0,0.043,0.043,0,0.266,0.266,0,0,0,0,(null),(null),0.016,0,1
