SAMPLE,TAXON_NAME,TAXON_GROUP,TAXON_GRP01,GENUS,SPECIES,TAXON_PER_M3
5733,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,84.8716
5747,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,53.752
4913,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,26.876
5059,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,40.8037
5073,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,40.8037
8032,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,24.4822
7910,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,64.2967
8182,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,16.6415
7400,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,218.6087
7661,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,5.4405
9296,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,45.9721
8520,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,70.7264
8585,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,117.8773
8600,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,9.4302
8690,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,40.8037
8887,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,110.0188
8991,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,1.5717
10409,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,45.0077
11108,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,28.2905
11700,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,28.2905
11464,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,35.3632
12024,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,205.1064
12202,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,96.445
11409,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,109.3044
12426,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,10.881
12510,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,141.4527
1075,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,19.8034
1080,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,3.2148
1082,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,32.1483
1091,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,16.0742
1092,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,6.0623
1100,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,0.0433
1126,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,26.9434
1127,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,55.0094
1144,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,28.2905
1163,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,2.9469
1222,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,3.5363
1234,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,12.5736
1358,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,1.4735
1075,Oncaea media complex m,COPEPOD,Copepod,Oncaea,media complex,22.6324
1109,Oncaea media complex m,COPEPOD,Copepod,Oncaea,media complex,0.221
1114,Oncaea media complex m,COPEPOD,Copepod,Oncaea,media complex,0.52
1153,Oncaea mediterranea complex f,COPEPOD,Copepod,Oncaea,mediterranea complex,0.07
1314,Oncaea mediterranea complex f,COPEPOD,Copepod,Oncaea,mediterranea complex,1.1788
1415,Oncaea mediterranea complex f,COPEPOD,Copepod,Oncaea,mediterranea complex,3.0311
5633,Oncaea mediterranea complex f,COPEPOD,Copepod,Oncaea,mediterranea complex,2.1218
9159,Oncaea mediterranea complex f,COPEPOD,Copepod,Oncaea,mediterranea complex,7.8585
10715,Oncaea mediterranea complex f,COPEPOD,Copepod,Oncaea,mediterranea complex,8.0371
11638,Oncaea mediterranea complex f,COPEPOD,Copepod,Oncaea,mediterranea complex,5.6581
11910,Oncaea mediterranea complex f,COPEPOD,Copepod,Oncaea,mediterranea complex,15.717
12218,Oncaea mediterranea complex f,COPEPOD,Copepod,Oncaea,mediterranea complex,2.5719
1086,Oncaea mediterranea complex m,COPEPOD,Copepod,Oncaea,mediterranea complex,6.4297
1103,Oncaea venusta complex f,COPEPOD,Copepod,Oncaea,venusta complex,8.8408
1115,Oncaea venusta complex f,COPEPOD,Copepod,Oncaea,venusta complex,3.2148
8976,Oncaea venusta complex f,COPEPOD,Copepod,Oncaea,venusta complex,6.4297
1121,Oncaea venusta complex m,COPEPOD,Copepod,Oncaea,venusta complex,9.6445
1138,Oncaea venusta complex m,COPEPOD,Copepod,Oncaea,venusta complex,2.6522
1219,Oncaea venusta complex m,COPEPOD,Copepod,Oncaea,venusta complex,56.8337
1419,Oncaea venusta complex m,COPEPOD,Copepod,Oncaea,venusta complex,11.3162
1541,Oncaea venusta complex m,COPEPOD,Copepod,Oncaea,venusta complex,3.1434
1544,Oncaea venusta complex m,COPEPOD,Copepod,Oncaea,venusta complex,1.0104
7013,Oncaea venusta complex m,COPEPOD,Copepod,Oncaea,venusta complex,3.5363
9929,Oncaea venusta complex m,COPEPOD,Copepod,Oncaea,venusta complex,0.1813
10409,Oncaea venusta complex m,COPEPOD,Copepod,Oncaea,venusta complex,6.4297
11349,Oncaea venusta complex m,COPEPOD,Copepod,Oncaea,venusta complex,8.3207
1089,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,30.0051
1091,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,9.6445
1101,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,1.0104
1112,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,22.5038
1120,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,9.6445
1235,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,149.6135
1244,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,4.2864
1246,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,10.478
1250,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,34.2916
1254,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,1.0104
1313,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,1.7682
1320,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,3.9292
1329,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,96.6447
1330,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,2.1432
1346,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,88.4079
1431,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,38.8606
1432,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,27.2024
3023,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,1.4288
3050,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,4.3302
1564,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,11.7877
1484,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,16.8396
1742,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,47.1509
3019,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,56.5811
3313,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,18.3705
3310,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,0.3215
5501,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,170.2672
5621,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,5.1437
5747,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,2.8291
5915,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,3.627
4909,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,9.6445
9348,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,6.4297
7338,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,3.5363
6709,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,5.239
7108,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,3.5363
7479,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,19.289
7940,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,3.8861
8231,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,95.2086
7779,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,3.2148
7709,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,27.2024
7676,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,16.3215
8660,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,13.6012
8675,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,95.2086
9502,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,10.609
10069,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,15.717
9532,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,6.8006
10180,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,6.4297
10480,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,3.5363
10347,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,47.1509
10734,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,55.0094
11094,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,7.8585
11121,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,14.1453
11854,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,6.4297
12218,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,2.5719
12319,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,75.7782
12394,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,15.3753
12426,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,103.3693
1090,Paracalanus aculeatus m,COPEPOD,Copepod,Paracalanus,aculeatus,22.5038
1153,Paracalanus aculeatus m,COPEPOD,Copepod,Paracalanus,aculeatus,0.035
1253,Paracalanus aculeatus m,COPEPOD,Copepod,Paracalanus,aculeatus,1.0104
1350,Paracalanus aculeatus m,COPEPOD,Copepod,Paracalanus,aculeatus,0.2176
1382,Paracalanus aculeatus m,COPEPOD,Copepod,Paracalanus,aculeatus,4.0415
3092,Paracalanus aculeatus m,COPEPOD,Copepod,Paracalanus,aculeatus,7.0726
1739,Paracalanus aculeatus m,COPEPOD,Copepod,Paracalanus,aculeatus,11.7877
5817,Paracalanus aculeatus m,COPEPOD,Copepod,Paracalanus,aculeatus,7.8585
5017,Paracalanus aculeatus m,COPEPOD,Copepod,Paracalanus,aculeatus,6.8006
8277,Paracalanus aculeatus m,COPEPOD,Copepod,Paracalanus,aculeatus,1.7682
12426,Paracalanus aculeatus m,COPEPOD,Copepod,Paracalanus,aculeatus,10.881
1075,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,8.4872
1087,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,9.6445
1089,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,19.289
1106,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,0.3782
1116,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,44.204
1130,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,34.0031
1163,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,207.7587
1235,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,74.8067
1246,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,39.2924
1251,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,0.544
1292,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,70.7264
1306,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,40.6677
1307,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,12.3771
1313,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,10.609
1324,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,15.717
1343,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,149.6135
1362,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,2.6522
1385,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,47.1509
1414,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,3.5363
1420,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,0.7073
1433,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,2.0925
1451,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,35.3632
3065,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,34.0031
3077,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,1.9803
3092,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,14.1453
3107,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,3.9292
1552,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,7.8585
1788,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,40.8037
1555,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,31.4339
1558,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,173.7848
3290,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,38.578
3241,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,23.5755
3292,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,12.8593
5516,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,15.717
5529,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,12.1807
5445,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,12.8593
5831,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,39.2924
9346,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,3.5363
9348,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,38.578
7262,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,8.8408
6709,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,68.1069
7108,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,7.0726
7940,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,3.8861
7947,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,3.6085
7910,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,3.2148
7400,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,6.4297
8765,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,12.8593
8428,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,124.9499
8293,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,12.5736
8917,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,14.1453
9425,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,51.866
9929,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,2.5389
10270,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,13.2023
10646,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,30.7506
10680,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,47.1509
10954,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,51.866
10925,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,25.7857
10876,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,37.7207
11186,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,13.2612
11281,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,31.4339
11700,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,23.5755
11424,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,21.2179
11963,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,3.1434
11464,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,7.0726
12102,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,2.039
12410,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,76.8765
1072,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,1.1788
1085,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,6.4297
1121,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,9.6445
1236,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,6.8006
1254,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,4.0415
1287,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,0.643
1289,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,27.2024
1292,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,43.5239
1306,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,17.6816
1325,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,13.4717
1361,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,3.2148
1364,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,0.8321
1367,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,1.4145
1392,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,35.3632
1417,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,12.8593
1451,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,1.3261
1492,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,1.3601
3080,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,1.0104
1788,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,13.6012
1767,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,2.2102
3143,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,1.4735
5459,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,3.2148
5498,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,3.9292
5789,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,2.3575
5073,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,13.6012
6981,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,3.9292
7894,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,18.8604
9159,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,7.8585
9311,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,3.5363
8473,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,28.2905
8630,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,6.8006
8780,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,3.3006
8796,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,2.3575
9730,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,28.2905
10586,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,6.4297
11638,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,5.6581
11806,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,3.5363
11822,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,6.4297
1249,Paracalanus spp. j,COPEPOD,Copepod,Paracalanus,spp.,32.1483
1305,Paracalanus spp. j,COPEPOD,Copepod,Paracalanus,spp.,0.5894
1321,Paracalanus spp. j,COPEPOD,Copepod,Paracalanus,spp.,7.8585
1331,Paracalanus spp. j,COPEPOD,Copepod,Paracalanus,spp.,2.1432
1392,Paracalanus spp. j,COPEPOD,Copepod,Paracalanus,spp.,7.8585
1451,Paracalanus spp. j,COPEPOD,Copepod,Paracalanus,spp.,1.3261
3029,Paracalanus spp. j,COPEPOD,Copepod,Paracalanus,spp.,2.1432
3041,Paracalanus spp. j,COPEPOD,Copepod,Paracalanus,spp.,32.1483
9378,Paracalanus spp. j,COPEPOD,Copepod,Paracalanus,spp.,70.7264
8842,Paracalanus spp. j,COPEPOD,Copepod,Paracalanus,spp.,15.717
8887,Paracalanus spp. j,COPEPOD,Copepod,Paracalanus,spp.,31.4339
10680,Paracalanus spp. j,COPEPOD,Copepod,Paracalanus,spp.,15.717
10347,Paracalanus spp. j,COPEPOD,Copepod,Paracalanus,spp.,15.717
1101,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,1.0104
1130,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,54.4049
1132,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,31.1196
1235,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,6.8006
1347,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,34.9746
1352,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,46.1686
1355,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,3.2148
1400,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,128.2401
1434,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,965.6868
1435,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,204.0183
1492,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,9.5209
1470,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,16.0742
9348,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,25.7187
7940,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,19.4303
7764,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,9.6445
8167,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,486.2437
7661,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,143.7844
7862,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,17.6816
8600,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,2.2453
8293,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,6.2868
8411,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,12.8593
10115,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,84.8716
10130,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,56.5811
9899,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,1622.5459
9975,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,7.0726
10240,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,1016.6914
9562,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,190.4171
10149,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,19.289
10164,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,7.8585
10394,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,84.8716
10480,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,3.5363
11437,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,31.4339
12070,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,13.6012
11870,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,3.2148
1302,Pleuromamma borealis f,COPEPOD,Copepod,Pleuromamma,borealis,6.4297
1449,Pleuromamma borealis f,COPEPOD,Copepod,Pleuromamma,borealis,0.5894
1117,Pleuromamma quadrungulata f,COPEPOD,Copepod,Pleuromamma,quadrungulata,2.3575
1107,Pleuromamma gracilis m,COPEPOD,Copepod,Pleuromamma,gracilis,1.0609
1315,Pleuromamma gracilis m,COPEPOD,Copepod,Pleuromamma,gracilis,0.1768
5529,Pleuromamma gracilis m,COPEPOD,Copepod,Pleuromamma,gracilis,0.3929
1092,Pleuromamma spp. j,COPEPOD,Copepod,Pleuromamma,spp.,1.0104
1117,Pleuromamma spp. j,COPEPOD,Copepod,Pleuromamma,spp.,7.0726
1407,Pleuromamma spp. j,COPEPOD,Copepod,Pleuromamma,spp.,1.263
1450,Pleuromamma spp. j,COPEPOD,Copepod,Pleuromamma,spp.,2.6002
3050,Pleuromamma spp. j,COPEPOD,Copepod,Pleuromamma,spp.,2.8868
1579,Pleuromamma spp. j,COPEPOD,Copepod,Pleuromamma,spp.,1.4735
1767,Pleuromamma spp. j,COPEPOD,Copepod,Pleuromamma,spp.,3.3153
3140,Pleuromamma spp. j,COPEPOD,Copepod,Pleuromamma,spp.,4.7151
5631,Pleuromamma spp. j,COPEPOD,Copepod,Pleuromamma,spp.,0.442
4913,Pleuromamma spp. j,COPEPOD,Copepod,Pleuromamma,spp.,1.4145
9346,Pleuromamma spp. j,COPEPOD,Copepod,Pleuromamma,spp.,3.5363
7338,Pleuromamma spp. j,COPEPOD,Copepod,Pleuromamma,spp.,3.5363
10601,Pleuromamma spp. j,COPEPOD,Copepod,Pleuromamma,spp.,6.4297
10428,Pleuromamma spp. j,COPEPOD,Copepod,Pleuromamma,spp.,2.8291
7779,Sapphirina spp. j,COPEPOD,Copepod,Sapphirina,spp.,12.8593
8505,Sapphirina spp. j,COPEPOD,Copepod,Sapphirina,spp.,6.4297
10616,Sapphirina spp. j,COPEPOD,Copepod,Sapphirina,spp.,6.4297
1300,Sapphirina opalina f,COPEPOD,Copepod,Sapphirina,opalina,6.4297
8645,Parvocalanus spp. f,COPEPOD,Copepod,Parvocalanus,spp.,122.411
1223,Subeucalanus subcrassus f,COPEPOD,Copepod,Subeucalanus,subcrassus,6.8006
1412,Subeucalanus subcrassus f,COPEPOD,Copepod,Subeucalanus,subcrassus,3.5363
8535,Subeucalanus subcrassus f,COPEPOD,Copepod,Subeucalanus,subcrassus,6.4297
1082,Subeucalanus crassus f,COPEPOD,Copepod,Subeucalanus,crassus,6.4297
1106,Subeucalanus crassus f,COPEPOD,Copepod,Subeucalanus,crassus,0.063
1354,Subeucalanus crassus f,COPEPOD,Copepod,Subeucalanus,crassus,3.2148
5628,Subeucalanus crassus f,COPEPOD,Copepod,Subeucalanus,crassus,6.4297
6868,Subeucalanus crassus f,COPEPOD,Copepod,Subeucalanus,crassus,3.2148
1093,Subeucalanus spp. j,COPEPOD,Copepod,Subeucalanus,spp.,22.5038
1119,Subeucalanus spp. j,COPEPOD,Copepod,Subeucalanus,spp.,19.289
1224,Subeucalanus spp. j,COPEPOD,Copepod,Subeucalanus,spp.,3.9292
