SAMPLE,TAXON_NAME,TAXON_GROUP,TAXON_GRP01,GENUS,SPECIES,TAXON_PER_M3
1567,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,0.7858
3140,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,6.2868
3107,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,3.9292
7369,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,3.7721
7894,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,4.7151
7338,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,3.5363
8887,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,15.717
9853,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,0.3698
10255,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,7.0726
11505,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,4.4204
1594,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,7.0726
1101,Acartia (Acartia) danae m,COPEPOD,Copepod,Acartia (Acartia),danae,2.0208
1287,Acartia (Acartia) danae m,COPEPOD,Copepod,Acartia (Acartia),danae,0.643
1410,Acartia (Acartia) danae m,COPEPOD,Copepod,Acartia (Acartia),danae,0.943
5631,Acartia (Acartia) danae m,COPEPOD,Copepod,Acartia (Acartia),danae,0.221
8489,Acartia (Acartia) danae m,COPEPOD,Copepod,Acartia (Acartia),danae,4.7151
1089,Acartia (Acartia) danae m,COPEPOD,Copepod,Acartia (Acartia),danae,2.1432
1074,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,1.7682
3113,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,3.9292
7322,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,3.9292
11379,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,6.4297
12685,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,12.8593
10646,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,15.3753
11670,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,35.3632
11624,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,3.8438
11870,Acartia (Acartia) negligens m,COPEPOD,Copepod,Acartia (Acartia),negligens,3.2148
1139,Acartia (Odontacartia) pacifica f,COPEPOD,Copepod,Acartia (Odontacartia),pacifica,6.4297
1558,Acartia (Odontacartia) pacifica f,COPEPOD,Copepod,Acartia (Odontacartia),pacifica,4.0415
7494,Acartia (Odontacartia) pacifica f,COPEPOD,Copepod,Acartia (Odontacartia),pacifica,6.8006
5073,Acartia (Odontacartia) pacifica f,COPEPOD,Copepod,Acartia (Odontacartia),pacifica,13.6012
7709,Acartia (Odontacartia) pacifica f,COPEPOD,Copepod,Acartia (Odontacartia),pacifica,13.6012
7524,Acartia (Odontacartia) pacifica f,COPEPOD,Copepod,Acartia (Odontacartia),pacifica,6.045
9174,Acartia (Odontacartia) pacifica f,COPEPOD,Copepod,Acartia (Odontacartia),pacifica,7.8585
9547,Acartia (Odontacartia) pacifica f,COPEPOD,Copepod,Acartia (Odontacartia),pacifica,27.2024
1594,Acartia (Odontacartia) pacifica f,COPEPOD,Copepod,Acartia (Odontacartia),pacifica,2.3575
1352,Acartia (Odontacartia) pacifica m,COPEPOD,Copepod,Acartia (Odontacartia),pacifica,0.9823
1102,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,3.0311
1084,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,57.867
12009,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,7.0726
1138,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,5.3045
1118,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,38.578
1124,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,28.2905
1308,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,0.7367
1313,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,3.5363
1405,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,2.6522
1359,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,0.5894
1362,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,1.7682
1414,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,1.4145
1544,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,64.6641
1541,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,3.9292
1447,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,9.0934
1407,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,69.4634
1408,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,3.5363
1779,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,3.5363
5625,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,7.4449
7138,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,50.2624
7878,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,1.1788
8827,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,7.0726
8750,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,14.1453
11238,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,4.7151
10822,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,141.4527
1300,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,6.4297
12102,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,0.7646
12618,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,4.7151
12852,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,3.5363
5628,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,6.4297
12364,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,7.0726
12962,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,9.4302
12807,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,148.5254
1226,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,1.7682
1228,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,3.5363
1310,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,0.0884
1364,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,1.6641
1414,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,0.7073
1447,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,2.7785
1451,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,3.5363
1415,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,1.0104
3284,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,11.0223
7615,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,4.7151
9837,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,1.886
1245,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,6.4297
12349,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,10.609
1072,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,2.3575
1115,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,32.1483
1294,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,68.0061
1453,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,3.2148
3241,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,15.717
3313,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,7.3482
1490,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,2.2669
5059,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,13.6012
5073,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,13.6012
8812,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,7.8585
9487,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,38.578
9363,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,12.8593
10069,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,15.717
10461,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,6.8006
1249,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,32.1483
12732,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,47.1509
1127,Acrocalanus gibber m,COPEPOD,Copepod,Acrocalanus,gibber,3.9292
3026,Acrocalanus gibber m,COPEPOD,Copepod,Acrocalanus,gibber,4.2864
1300,Acrocalanus gibber m,COPEPOD,Copepod,Acrocalanus,gibber,6.4297
1137,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,3.4003
1218,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,3.5363
1106,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,0.063
1341,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,3.5363
1555,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,39.2924
1317,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,3.9292
1411,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,0.7858
1382,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,2.0208
1390,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,31.4339
4906,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,1.0104
5523,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,0.6076
8411,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,12.8593
8962,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,6.4297
9547,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,27.2024
10796,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,3.5363
12394,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,15.3753
5621,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,10.2875
1246,Acrocalanus gracilis m,COPEPOD,Copepod,Acrocalanus,gracilis,2.6195
7338,Acrocalanus gracilis m,COPEPOD,Copepod,Acrocalanus,gracilis,3.5363
3029,Acrocalanus longicornis f,COPEPOD,Copepod,Acrocalanus,longicornis,3.2148
4913,Acrocalanus longicornis f,COPEPOD,Copepod,Acrocalanus,longicornis,1.4145
1162,Acrocalanus longicornis f,COPEPOD,Copepod,Acrocalanus,longicornis,6.4297
1390,Acrocalanus monachus f,COPEPOD,Copepod,Acrocalanus,monachus,15.717
1234,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,3.1434
1330,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,2.1432
1544,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,9.0934
1383,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,81.3353
1589,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,240.4696
1779,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,5.3045
3275,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,1.0104
5544,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,29.4693
7292,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,176.8159
6981,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,15.717
7554,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,15.717
6723,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,47.1509
8690,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,13.6012
1300,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,51.4374
12349,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,3.5363
1363,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,14.1453
1315,Bestiolina similis m,COPEPOD,Copepod,Bestiolina,similis,0.1768
1561,Bestiolina similis m,COPEPOD,Copepod,Bestiolina,similis,70.7264
1116,Calanid CIV,COPEPOD,Copepod,(null),(null),16.2081
1130,Calanid CIV,COPEPOD,Copepod,(null),(null),27.2024
1293,Calanid CIV,COPEPOD,Copepod,(null),(null),4.8004
1360,Calanid CIV,COPEPOD,Copepod,(null),(null),41.678
1405,Calanid CIV,COPEPOD,Copepod,(null),(null),4.4204
1530,Calanid CIV,COPEPOD,Copepod,(null),(null),3.2148
1579,Calanid CIV,COPEPOD,Copepod,(null),(null),45.6774
4913,Calanid CIV,COPEPOD,Copepod,(null),(null),1.4145
5461,Calanid CIV,COPEPOD,Copepod,(null),(null),1.551
7878,Calanid CIV,COPEPOD,Copepod,(null),(null),1.1788
11790,Calanid CIV,COPEPOD,Copepod,(null),(null),14.1453
1089,Calanid CV,COPEPOD,Copepod,(null),(null),3.2148
1115,Calanid CV,COPEPOD,Copepod,(null),(null),9.6445
1130,Calanid CV,COPEPOD,Copepod,(null),(null),40.8037
1219,Calanid CV,COPEPOD,Copepod,(null),(null),1.263
1254,Calanid CV,COPEPOD,Copepod,(null),(null),1.0104
1293,Calanid CV,COPEPOD,Copepod,(null),(null),8.0007
1307,Calanid CV,COPEPOD,Copepod,(null),(null),10.609
1309,Calanid CV,COPEPOD,Copepod,(null),(null),5.8939
1360,Calanid CV,COPEPOD,Copepod,(null),(null),11.3667
1354,Calanid CV,COPEPOD,Copepod,(null),(null),3.2148
3019,Calanid CV,COPEPOD,Copepod,(null),(null),14.1453
1530,Calanid CV,COPEPOD,Copepod,(null),(null),9.6445
1797,Calanid CV,COPEPOD,Copepod,(null),(null),3.2148
3284,Calanid CV,COPEPOD,Copepod,(null),(null),9.1852
1402,Calanid CV,COPEPOD,Copepod,(null),(null),41.12
1534,Calanid CV,COPEPOD,Copepod,(null),(null),3.5363
1567,Calanid CV,COPEPOD,Copepod,(null),(null),6.2868
3316,Calanid CV,COPEPOD,Copepod,(null),(null),9.5576
3292,Calanid CV,COPEPOD,Copepod,(null),(null),12.8593
5460,Calanid CV,COPEPOD,Copepod,(null),(null),4.7151
7062,Calanid CV,COPEPOD,Copepod,(null),(null),0.5525
8827,Calanid CV,COPEPOD,Copepod,(null),(null),3.5363
5445,Calanid CV,COPEPOD,Copepod,(null),(null),25.7187
1243,Calanid CV,COPEPOD,Copepod,(null),(null),12.8593
8277,Calanid CV,COPEPOD,Copepod,(null),(null),3.5363
1162,Calanid CV,COPEPOD,Copepod,(null),(null),12.8593
1254,Calanoides carinatus m,COPEPOD,Copepod,Calanoides,carinatus,1.0104
1329,Calanopia minor m,COPEPOD,Copepod,Calanopia,minor,4.3929
1435,Calanopia minor m,COPEPOD,Copepod,Calanopia,minor,13.6012
1092,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,1.0104
1116,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,4.4204
1138,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,0.8841
1134,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,7.0726
1120,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,6.4297
1140,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,3.2148
1393,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,23.5755
1447,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,0.7578
1576,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,4.4204
1742,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,3.9292
1418,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,0.3536
3302,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,1.7682
3092,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,21.2179
7385,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,3.2148
7307,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,3.9292
8765,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,6.4297
8505,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,3.2148
9622,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,6.4297
9869,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,12.8593
10037,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,15.717
10769,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,7.0726
1318,Calocalanus pavo m,COPEPOD,Copepod,Calocalanus,pavo,11.7877
3143,Calocalanus pavo m,COPEPOD,Copepod,Calocalanus,pavo,1.4735
1218,Calocalanus plumulosus f,COPEPOD,Copepod,Calocalanus,plumulosus,1.7682
1221,Calocalanus plumulosus f,COPEPOD,Copepod,Calocalanus,plumulosus,1.9646
1530,Calocalanus plumulosus f,COPEPOD,Copepod,Calocalanus,plumulosus,3.2148
5945,Calocalanus plumulosus f,COPEPOD,Copepod,Calocalanus,plumulosus,2.6195
7599,Calocalanus plumulosus f,COPEPOD,Copepod,Calocalanus,plumulosus,15.1556
8505,Calocalanus plumulosus f,COPEPOD,Copepod,Calocalanus,plumulosus,3.2148
7732,Calocalanus plumulosus f,COPEPOD,Copepod,Calocalanus,plumulosus,7.8585
10447,Calocalanus plumulosus f,COPEPOD,Copepod,Calocalanus,plumulosus,6.4297
9607,Calocalanus plumulosus f,COPEPOD,Copepod,Calocalanus,plumulosus,3.5363
10037,Calocalanus plumulosus f,COPEPOD,Copepod,Calocalanus,plumulosus,15.717
11654,Calocalanus plumulosus f,COPEPOD,Copepod,Calocalanus,plumulosus,7.0726
1244,Candacia ethiopica f,COPEPOD,Copepod,Candacia,ethiopica,2.1432
3062,Candacia ethiopica f,COPEPOD,Copepod,Candacia,ethiopica,1.943
1123,Oithona Grp4 (round head) f,COPEPOD,Copepod,Oithona,grp 4,39.2924
1785,Oithona Grp4 (round head) f,COPEPOD,Copepod,Oithona,grp 4,27.2024
1080,Acrocalanus spp. f,COPEPOD,Copepod,Acrocalanus,spp.,3.2148
12717,Acrocalanus spp. f,COPEPOD,Copepod,Acrocalanus,spp.,91.2598
1236,Acrocalanus spp. m,COPEPOD,Copepod,Acrocalanus,spp.,20.4018
1331,Acrocalanus spp. m,COPEPOD,Copepod,Acrocalanus,spp.,8.5729
1360,Acrocalanus spp. m,COPEPOD,Copepod,Acrocalanus,spp.,1.263
1530,Acrocalanus spp. m,COPEPOD,Copepod,Acrocalanus,spp.,16.0742
1411,Acrocalanus spp. m,COPEPOD,Copepod,Acrocalanus,spp.,0.7858
7400,Acrocalanus spp. m,COPEPOD,Copepod,Acrocalanus,spp.,12.8593
7464,Acrocalanus spp. m,COPEPOD,Copepod,Acrocalanus,spp.,1.837
9532,Acrocalanus spp. m,COPEPOD,Copepod,Acrocalanus,spp.,6.8006
11854,Acrocalanus spp. m,COPEPOD,Copepod,Acrocalanus,spp.,6.4297
12218,Acrocalanus spp. m,COPEPOD,Copepod,Acrocalanus,spp.,2.5719
1436,Amphipod,NON-COPEPOD,Amphipod,(null),(null),3.2148
1558,Amphipod,NON-COPEPOD,Amphipod,(null),(null),12.1245
1402,Amphipod,NON-COPEPOD,Amphipod,(null),(null),20.56
3230,Amphipod,NON-COPEPOD,Amphipod,(null),(null),15.717
3110,Amphipod,NON-COPEPOD,Amphipod,(null),(null),7.8585
8585,Amphipod,NON-COPEPOD,Amphipod,(null),(null),15.717
9378,Amphipod,NON-COPEPOD,Amphipod,(null),(null),6.4297
10069,Amphipod,NON-COPEPOD,Amphipod,(null),(null),15.717
10774,Amphipod,NON-COPEPOD,Amphipod,(null),(null),7.6876
10734,Amphipod,NON-COPEPOD,Amphipod,(null),(null),23.5755
1432,Amphipod j,NON-COPEPOD,Amphipod,(null),(null),3.8861
3284,Amphipod j,NON-COPEPOD,Amphipod,(null),(null),1.837
3107,Amphipod j,NON-COPEPOD,Amphipod,(null),(null),7.8585
7123,Amphipod j,NON-COPEPOD,Amphipod,(null),(null),3.5363
7464,Amphipod j,NON-COPEPOD,Amphipod,(null),(null),2.5719
7307,Amphipod j,NON-COPEPOD,Amphipod,(null),(null),15.717
8827,Amphipod j,NON-COPEPOD,Amphipod,(null),(null),3.5363
3316,Anomuran zoea,NON-COPEPOD,Decapod,(null),(null),4.7788
6774,Anomuran zoea,NON-COPEPOD,Decapod,(null),(null),0.3929
8796,Anomuran zoea,NON-COPEPOD,Decapod,(null),(null),7.0726
10270,Anomuran zoea,NON-COPEPOD,Decapod,(null),(null),4.7151
1087,Anomuran zoea,NON-COPEPOD,Decapod,(null),(null),3.2148
10729,Anomuran zoea,NON-COPEPOD,Decapod,(null),(null),27.2024
1382,Calanopia spp. j,COPEPOD,Copepod,Calanopia,spp.,2.0208
1589,Calanopia spp. j,COPEPOD,Copepod,Calanopia,spp.,14.1453
1238,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,3.5363
1255,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,1.0104
1250,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,4.2864
1294,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,13.6012
1350,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,0.1088
1360,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,3.7889
1406,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,2.2102
1450,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,0.52
1383,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,17.6816
1534,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,17.6816
3241,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,55.0094
3230,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,15.717
1767,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,3.3153
3050,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,2.8868
7599,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,10.1038
6981,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,11.7877
7123,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,3.5363
7584,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,2.1218
7307,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,3.9292
7910,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,6.4297
8796,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,0.7858
10651,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,14.1453
10270,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,5.6581
10286,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,3.1434
10601,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,12.8593
11025,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,12.8593
12540,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,8.8408
12867,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,15.717
11542,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,14.1453
11094,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,23.5755
11870,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,9.6445
1350,Candacia catula f,COPEPOD,Copepod,Candacia,catula,0.1088
1418,Candacia truncata f,COPEPOD,Copepod,Candacia,truncata,0.3536
1228,Lucicutia flavicornis f,COPEPOD,Copepod,Lucicutia,flavicornis,3.5363
1216,Lucicutia flavicornis f,COPEPOD,Copepod,Lucicutia,flavicornis,0.442
1217,Lucicutia flavicornis f,COPEPOD,Copepod,Lucicutia,flavicornis,0.8841
3301,Lucicutia flavicornis f,COPEPOD,Copepod,Lucicutia,flavicornis,3.5363
6868,Lucicutia flavicornis f,COPEPOD,Copepod,Lucicutia,flavicornis,3.2148
5747,Lucicutia flavicornis f,COPEPOD,Copepod,Lucicutia,flavicornis,2.8291
8473,Lucicutia flavicornis f,COPEPOD,Copepod,Lucicutia,flavicornis,4.7151
10571,Lucicutia flavicornis f,COPEPOD,Copepod,Lucicutia,flavicornis,6.4297
1072,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,1.1788
11822,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,6.4297
1130,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,34.0031
1134,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,7.0726
1228,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,3.5363
1216,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,0.442
11581,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,14.1453
1293,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,4.8004
1091,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,3.2148
1292,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,5.4405
1301,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,30.0051
1417,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,3.2148
1397,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,13.6012
1385,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,15.717
1419,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,1.4145
3289,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,10.609
1484,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,50.5188
3110,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,3.9292
3062,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,1.943
5516,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,7.8585
7322,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,3.9292
